 20190308
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        3660   15.0044260       16.4864502       14.8400002    
        3720   14.9945898       16.5070648       14.8400002    
        3780   14.9862299       16.5275173       14.8400002    
        3840   14.9772129       16.5474167       14.8400002    
        3900   14.9708195       16.5664539       14.8400002    
        3960   14.9680328       16.5852680       14.8400002    
        4020   14.9632788       16.6044006       14.8400002    
        4080   14.9609833       16.6236153       14.8400002    
        4140   14.9606562       16.6424427       14.8400002    
        4200   14.9596720       16.6605721       14.8400002    
        4260   14.9585247       16.6777210       14.8400002    
        4320   14.9578686       16.6931458       14.8400002    
        4380   14.9539347       16.7064285       14.8400002    
        4440   14.9475412       16.7177620       14.8400002    
        4500   14.9406557       16.7276363       14.8400002    
        4560   14.9336061       16.7367821       14.8400002    
        4620   14.9288521       16.7459278       14.8400002    
        4680   14.9214754       16.7554913       14.8400002    
        4740   14.9116392       16.7655010       14.8400002    
        4800   14.9006557       16.7758732       14.8400002    
        4860   14.8906555       16.7863350       14.8400002    
        4920   14.8790159       16.7965832       14.8400002    
        4980   14.8672132       16.8066483       14.8400002    
        5040   14.8580332       16.8172493       14.8400002    
        5100   14.8477049       16.8295841       14.8400002    
        5160   14.8383608       16.8428535       14.8400002    
        5220   14.8288527       16.8543930       14.8400002    
        5280   14.8195086       16.8630371       14.8400002    
        5340   14.8127871       16.8696823       14.8400002    
        5400   14.8088522       16.8751640       14.8400002    
        5460   14.8045902       16.8798065       14.8400002    
        5520   14.7996721       16.8837948       14.8400002    
        5580   14.7947540       16.8875008       14.8400002    
        5640   14.7904921       16.8908596       14.8400002    
        5700   14.7867212       16.8930225       14.8400002    
        5760   14.7826233       16.8928509       14.8400002    
        5820   14.7770491       16.8893509       14.8400002    
        5880   14.7714758       16.8833771       14.8400002    
        5940   14.7688522       16.8763580       14.8400002    
        6000   14.7650824       16.8692379       14.8400002    
        6060   14.7598362       16.8627396       14.8400002    
        6120   14.7513113       16.8579235       14.8400002    
        6180   14.7393446       16.8555317       14.8400002    
        6240   14.7278690       16.8550987       14.8400002    
        6300   14.7185249       16.8546333       14.8400002    
        6360   14.7059021       16.8529015       14.8400002    
        6420   14.6936064       16.8501492       14.8400002    
        6480   14.6809835       16.8471413       14.8400002    
        6540   14.6706562       16.8443012       14.8400002    
        6600   14.6619673       16.8416309       14.8400002    
        6660   14.6526232       16.8382664       14.8400002    
        6720   14.6408195       16.8332100       14.8400002    
        6780   14.6275406       16.8264828       14.8400002    
        6840   14.6142626       16.8183498       14.8400002    
        6900   14.6021309       16.8091297       14.8400002    
        6960   14.5914755       16.7993717       14.8400002    
        7020   14.5831146       16.7895660       14.8400002    
        7080   14.5739346       16.7801495       14.8400002    
        7140   14.5655737       16.7715549       14.8400002    
        7200   14.5545902       16.7639027       14.8400002    
        7260   14.5434427       16.7569523       14.5600004    
        7320   14.5332785       16.7495251       14.5600004    
        7380   14.5198364       16.7403355       14.5600004    
        7440   14.5060654       16.7297173       14.5600004    
        7500   14.4950819       16.7197952       14.5600004    
        7560   14.4826231       16.7107105       14.5600004    
        7620   14.4680328       16.7014122       14.5600004    
        7680   14.4540987       16.6912651       14.5600004    
        7740   14.4406557       16.6798286       14.5600004    
        7800   14.4252462       16.6674595       14.5600004    
        7860   14.4124594       16.6546021       14.5600004    
        7920   14.3988523       16.6421204       14.5600004    
        7980   14.3844261       16.6304417       14.5600004    
        8040   14.3713112       16.6187057       14.5600004    
        8100   14.3614750       16.6061974       14.5600004    
        8160   14.3542624       16.5925541       14.5600004    
        8220   14.3504915       16.5780621       14.5600004    
        8280   14.3449183       16.5634022       14.5600004    
        8340   14.3350821       16.5490818       14.5600004    
        8400   14.3250818       16.5354691       14.5600004    
        8460   14.3154097       16.5229015       14.5600004    
        8520   14.3081970       16.5116234       14.5600004    
        8580   14.3039341       16.5013847       14.5600004    
        8640   14.2978687       16.4914474       14.5600004    
        8700   14.2903280       16.4804916       14.5600004    
        8760   14.2868853       16.4686947       14.5600004    
        8820   14.2831144       16.4577465       14.5600004    
        8880   14.2757378       16.4485435       14.5600004    
        8940   14.2670488       16.4406033       14.5600004    
        9000   14.2562294       16.4329967       14.5600004    
        9060   14.2442627       16.4250622       14.5600004    
        9120   14.2318029       16.4163704       14.5600004    
        9180   14.2193441       16.4063683       14.5600004    
        9240   14.2063932       16.3954620       14.5600004    
        9300   14.1954098       16.3846321       14.5600004    
        9360   14.1844263       16.3746796       14.5600004    
        9420   14.1722946       16.3666058       14.5600004    
        9480   14.1591806       16.3605900       14.5600004    
        9540   14.1429510       16.3559437       14.5600004    
        9600   14.1240988       16.3515720       14.5600004    
        9660   14.1095085       16.3461800       14.5600004    
        9720   14.0963936       16.3384190       14.5600004    
        9780   14.0870495       16.3282127       14.5600004    
        9840   14.0818033       16.3169117       14.5600004    
        9900   14.0803280       16.3063564       14.5600004    
        9960   14.0752459       16.2972412       14.5600004    
       10020   14.0696726       16.2888680       14.5600004    
       10080   14.0616398       16.2804050       14.5600004    
       10140   14.0544262       16.2713871       14.5600004    
       10200   14.0445900       16.2615585       14.5600004    
       10260   14.0344267       16.2517548       14.5600004    
       10320   14.0252457       16.2427998       14.5600004    
       10380   14.0188522       16.2345772       14.5600004    
       10440   14.0157375       16.2271042       14.5600004    
       10500   14.0145903       16.2206707       14.5600004    
       10560   14.0127869       16.2151070       14.5600004    
       10620   14.0106554       16.2096233       14.5600004    
       10680   14.0062294       16.2034149       14.5600004    
       10740   14.0016394       16.1962910       14.5600004    
       10800   13.9965572       16.1885643       14.5600004    
       10860   13.9911480       16.1807194       13.8299999    
       10920   13.9847546       16.1734962       13.8299999    
       10980   13.9785242       16.1677361       13.8299999    
       11040   13.9744263       16.1634483       13.8299999    
       11100   13.9709835       16.1589928       13.8299999    
       11160   13.9680328       16.1533508       13.8299999    
       11220   13.9668856       16.1463909       13.8299999    
       11280   13.9647541       16.1386509       13.8299999    
       11340   13.9614754       16.1311035       13.8299999    
       11400   13.9575405       16.1239815       13.8299999    
       11460   13.9562292       16.1169796       13.8299999    
       11520   13.9562292       16.1088963       13.8299999    
       11580   13.9575405       16.0986290       13.8299999    
       11640   13.9586887       16.0862408       13.8299999    
       11700   13.9600000       16.0721207       13.8299999    
