 20181204
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        3600   11.6980324       12.3649616       11.7500000    
        3660   11.7008200       12.3899574       11.7500000    
        3720   11.7008200       12.4133606       11.7500000    
        3780   11.7024593       12.4379568       11.7500000    
        3840   11.7016392       12.4644985       11.7500000    
        3900   11.6972132       12.4901905       11.7500000    
        3960   11.6981964       12.5145359       11.7500000    
        4020   11.6980324       12.5372705       11.7500000    
        4080   11.6970491       12.5558367       11.7500000    
        4140   11.6985245       12.5707216       11.7500000    
        4200   11.6995087       12.5844421       11.7500000    
        4260   11.6934423       12.6001177       11.7500000    
        4320   11.6895084       12.6180439       11.7500000    
        4380   11.6880331       12.6350927       11.7500000    
        4440   11.6844263       12.6503544       11.7500000    
        4500   11.6824589       12.6663027       11.7500000    
        4560   11.6816397       12.6841774       11.7500000    
        4620   11.6801643       12.7037554       11.7500000    
        4680   11.6731148       12.7240562       11.7500000    
        4740   11.6644258       12.7447214       11.7500000    
        4800   11.6583605       12.7652493       11.7500000    
        4860   11.6522951       12.7831345       11.7500000    
        4920   11.6498365       12.7971745       11.7500000    
        4980   11.6518030       12.8071041       11.7500000    
        5040   11.6485243       12.8122091       11.7500000    
        5100   11.6411476       12.8140230       11.7500000    
        5160   11.6326227       12.8155546       11.7500000    
        5220   11.6280327       12.8191605       11.7500000    
        5280   11.6259012       12.8269892       11.7500000    
        5340   11.6304922       12.8378696       11.7500000    
        5400   11.6301641       12.8442335       11.7500000    
        5460   11.6291800       12.8419075       11.7500000    
        5520   11.6260653       12.8395185       11.7500000    
        5580   11.6209841       12.8412800       11.7500000    
        5640   11.6181965       12.8424282       11.7500000    
        5700   11.6154099       12.8398056       11.7500000    
        5760   11.6160660       12.8338976       11.7500000    
        5820   11.6231146       12.8293009       11.7500000    
        5880   11.6231146       12.8268738       11.7500000    
        5940   11.6249180       12.8246813       11.7500000    
        6000   11.6201639       12.8213854       11.7500000    
        6060   11.6160660       12.8168259       11.7500000    
        6120   11.6159019       12.8116064       11.7500000    
        6180   11.6173773       12.8059835       11.7500000    
        6240   11.6186886       12.7993183       11.7500000    
        6300   11.6139345       12.7926807       11.7500000    
        6360   11.6085243       12.7902994       11.7500000    
        6420   11.6027870       12.7904520       11.7500000    
        6480   11.5962296       12.7902069       11.7500000    
        6540   11.5868855       12.7897968       11.7500000    
        6600   11.5801640       12.7900476       11.7500000    
        6660   11.5745897       12.7906351       11.7500000    
        6720   11.5703278       12.7910900       11.7500000    
        6780   11.5688524       12.7920713       11.7500000    
        6840   11.5688524       12.7934866       11.7500000    
        6900   11.5686884       12.7943640       11.7500000    
        6960   11.5683603       12.7951727       11.7500000    
        7020   11.5667210       12.7973194       11.7500000    
        7080   11.5642624       12.8010006       11.7500000    
        7140   11.5657377       12.8049469       11.7500000    
        7200   11.5688524       12.8083296       11.4300003    
        7260   11.5701637       12.8110809       11.4300003    
        7320   11.5665569       12.8131075       11.4300003    
        7380   11.5659018       12.8143692       11.4300003    
        7440   11.5626230       12.8155308       11.4300003    
        7500   11.5611477       12.8170223       11.4300003    
        7560   11.5593443       12.8167706       11.4300003    
        7620   11.5572128       12.8150072       11.4300003    
        7680   11.5511475       12.8153095       11.4300003    
        7740   11.5470495       12.8172874       11.4300003    
        7800   11.5455742       12.8192520       11.4300003    
        7860   11.5436068       12.8211937       11.4300003    
        7920   11.5431147       12.8240070       11.4300003    
        7980   11.5414753       12.8288593       11.4300003    
        8040   11.5391808       12.8366222       11.4300003    
        8100   11.5375414       12.8463631       11.4300003    
        8160   11.5329504       12.8565884       11.4300003    
        8220   11.5298357       12.8665752       11.4300003    
        8280   11.5268850       12.8757782       11.4300003    
        8340   11.5257378       12.8834553       11.4300003    
        8400   11.5254097       12.8885288       11.4300003    
        8460   11.5226231       12.8916168       11.4300003    
        8520   11.5226231       12.8922939       11.4300003    
        8580   11.5214758       12.8912973       11.4300003    
        8640   11.5186882       12.8901482       11.4300003    
        8700   11.5180330       12.8899059       11.4300003    
        8760   11.5167217       12.8904228       11.4300003    
        8820   11.5159016       12.8896723       11.4300003    
        8880   11.5127869       12.8854046       11.4300003    
        8940   11.5088520       12.8782654       11.4300003    
        9000   11.4991808       12.8710680       11.4300003    
        9060   11.4936066       12.8653975       11.4300003    
        9120   11.4908199       12.8595200       11.4300003    
        9180   11.4888525       12.8533602       11.4300003    
        9240   11.4865570       12.8487253       11.4300003    
        9300   11.4814758       12.8474588       11.4300003    
        9360   11.4780331       12.8498621       11.4300003    
        9420   11.4714756       12.8548403       11.4300003    
        9480   11.4590168       12.8612614       11.4300003    
        9540   11.4524593       12.8685799       11.4300003    
        9600   11.4457378       12.8764000       11.4300003    
        9660   11.4401636       12.8835478       11.4300003    
        9720   11.4373770       12.8892698       11.4300003    
        9780   11.4308195       12.8944702       11.4300003    
        9840   11.4249182       12.8995857       11.4300003    
        9900   11.4224586       12.9038839       11.4300003    
        9960   11.4224586       12.9067354       11.4300003    
       10020   11.4200001       12.9083662       11.4300003    
       10080   11.4181967       12.9088955       11.4300003    
       10140   11.4155741       12.9079399       11.4300003    
       10200   11.4140987       12.9053154       11.4300003    
       10260   11.4147539       12.9017859       11.4300003    
       10320   11.4134426       12.8981657       11.4300003    
       10380   11.4106560       12.8939190       11.4300003    
       10440   11.4057379       12.8889885       11.4300003    
       10500   11.4003277       12.8845072       11.4300003    
       10560   11.3975410       12.8803806       11.4300003    
       10620   11.3898363       12.8759136       11.4300003    
       10680   11.3824587       12.8706350       11.4300003    
       10740   11.3791800       12.8645926       11.4300003    
       10800   11.3721313       12.8580418       11.3699999    
       10860   11.3626232       12.8513660       11.3699999    
       10920   11.3529510       12.8451633       11.3699999    
       10980   11.3459015       12.8396168       11.3699999    
       11040   11.3378687       12.8341064       11.3699999    
       11100   11.3334427       12.8283453       11.3699999    
       11160   11.3273773       12.8228989       11.3699999    
       11220   11.3211479       12.8180161       11.3699999    
       11280   11.3139343       12.8133507       11.3699999    
       11340   11.3081970       12.8093348       11.3699999    
       11400   11.3034430       12.8068285       11.3699999    
       11460   11.2942619       12.8050823       11.3699999    
       11520   11.2880325       12.8026123       11.3699999    
       11580   11.2819672       12.7980833       11.3699999    
       11640   11.2757378       12.7912884       11.3699999    
       11700   11.2695084       12.7832203       11.3699999    
       11760   11.2636070       12.7749767       11.3699999    
       11820   11.2616396       12.7670383       11.3699999    
       11880   11.2575407       12.7595949       11.3699999    
       11940   11.2511473       12.7527418       11.3699999    
       12000   11.2462292       12.7466631       11.3699999    
       12060   11.2426233       12.7415123       11.3699999    
       12120   11.2388525       12.7376699       11.3699999    
       12180   11.2337704       12.7348404       11.3699999    
       12240   11.2288523       12.7324667       11.3699999    
       12300   11.2242622       12.7300577       11.3699999    
       12360   11.2221308       12.7271976       11.3699999    
       12420   11.2177048       12.7241545       11.3699999    
       12480   11.2127867       12.7213173       11.3699999    
       12540   11.2077045       12.7186689       11.3699999    
       12600   11.2022953       12.7160788       11.3699999    
       12660   11.1959019       12.7136192       11.3699999    
       12720   11.1895084       12.7110004       11.3699999    
       12780   11.1842623       12.7074070       11.3699999    
       12840   11.1793442       12.7026052       11.3699999    
       12900   11.1759014       12.6967459       11.3699999    
       12960   11.1726227       12.6898718       11.3699999    
       13020   11.1688528       12.6819019       11.3699999    
       13080   11.1634426       12.6730890       11.3699999    
       13140   11.1603279       12.6640110       11.3699999    
       13200   11.1570492       12.6551905       11.3699999    
       13260   11.1527872       12.6473646       11.3699999    
       13320   11.1467209       12.6411085       11.3699999    
       13380   11.1390162       12.6362667       11.3699999    
       13440   11.1322947       12.6323500       11.3699999    
