 20180831
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        3600   11.2244263       11.1105433       11.2700005    
        3660   11.2222948       11.1236467       11.2700005    
        3720   11.2160654       11.1350422       11.2700005    
        3780   11.2062292       11.1445494       11.2700005    
        3840   11.1954098       11.1522923       11.2700005    
        3900   11.1855736       11.1586313       11.2700005    
        3960   11.1740980       11.1640081       11.2700005    
        4020   11.1614752       11.1687727       11.2700005    
        4080   11.1504917       11.1731672       11.2700005    
        4140   11.1409836       11.1770220       11.2700005    
        4200   11.1303282       11.1799498       11.2700005    
        4260   11.1186886       11.1815758       11.2700005    
        4320   11.1073771       11.1814184       11.2700005    
        4380   11.0983610       11.1793118       11.2700005    
        4440   11.0855742       11.1751823       11.2700005    
        4500   11.0750818       11.1689291       11.2700005    
        4560   11.0673771       11.1607656       11.2700005    
        4620   11.0593443       11.1514339       11.2700005    
        4680   11.0500002       11.1419973       11.2700005    
        4740   11.0390167       11.1334534       11.2700005    
        4800   11.0286884       11.1268768       11.2700005    
        4860   11.0186882       11.1225700       11.2700005    
        4920   11.0057373       11.1197481       11.2700005    
        4980   10.9913111       11.1174555       11.2700005    
        5040   10.9693441       11.1153822       11.2700005    
        5100   10.9499998       11.1136847       11.2700005    
        5160   10.9365578       11.1124067       11.2700005    
        5220   10.9252462       11.1109285       11.2700005    
        5280   10.9150820       11.1086998       11.2700005    
        5340   10.9037704       11.1059036       11.2700005    
        5400   10.8909836       11.1032772       11.2700005    
        5460   10.8775406       11.1013584       11.2700005    
        5520   10.8626232       11.1001806       11.2700005    
        5580   10.8475409       11.0992079       11.2700005    
        5640   10.8313112       11.0976839       11.2700005    
        5700   10.8134422       11.0953026       11.2700005    
        5760   10.7942619       11.0920792       11.2700005    
        5820   10.7752457       11.0881319       11.2700005    
        5880   10.7570496       11.0837965       11.2700005    
        5940   10.7362299       11.0794687       11.2700005    
        6000   10.7170496       11.0754213       11.2700005    
        6060   10.6988525       11.0717278       11.2700005    
        6120   10.6816397       11.0683975       11.2700005    
        6180   10.6655741       11.0652819       11.2700005    
        6240   10.6519670       11.0621243       11.2700005    
        6300   10.6365576       11.0586739       11.2700005    
