 20190722
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   5.34857893      -6.10656738       3.77628136      -5.36197758       5.73361826      -5.83564520    
        7320   5.33946848      -6.09473515       3.76726079      -5.36761713       5.72614765      -5.83309031    
        7380   5.33205366      -6.06616402       3.76610422      -5.36508608       5.71718502      -5.83484364    
        7440   5.33471966      -6.04664278       3.76834536      -5.35978603       5.69711304      -5.83845615    
        7500   5.34282494      -6.00385761       3.76752210      -5.35704708       5.67249966      -5.83915520    
        7560   5.35057402      -5.97517967       3.75940204      -5.35789108       5.64930010      -5.83438301    
        7620   5.34331417      -5.95525408       3.74401641      -5.35924625       5.62845230      -5.82525587    
        7680   5.35181475      -5.92104101       3.72531748      -5.35725784       5.60791349      -5.81292772    
        7740   5.35628796      -5.90413809       3.70866036      -5.34996271       5.58686829      -5.79816103    
        7800   5.34238577      -5.87324429       3.69671679      -5.33839846       5.56585264      -5.78156042    
        7860   5.33276415      -5.86362314       3.68779683      -5.32511997       5.54139233      -5.76474237    
        7920   5.32413721      -5.82985163       3.67828488      -5.31150961       5.51408720      -5.75151348    
        7980   5.34029388      -5.77275801       3.66612124      -5.29730940       5.48793650      -5.74639177    
        8040   5.34447050      -5.74644089       3.65175819      -5.28287172       5.46303463      -5.75262880    
        8100   5.32654619      -5.70405245       3.63654518      -5.27084541       5.43628550      -5.76807928    
        8160   5.32366085      -5.67074203       3.62092161      -5.26560831       5.41040564      -5.78518820    
        8220   5.30814266      -5.62134647       3.60415602      -5.26981211       5.38715601      -5.79593611    
        8280   5.31487751      -5.58082056       3.58689833      -5.28170729       5.36894512      -5.79479647    
        8340   5.33126163      -5.55222416       3.57177258      -5.29519749       5.34956169      -5.78056812    
        8400   5.33000660      -5.52719307       3.56046462      -5.30312729       5.32637072      -5.75642157    
        8460   5.32214403      -5.50094843       3.55204272      -5.30087137       5.29685020      -5.72756243    
        8520   5.29072142      -5.48278046       3.54325175      -5.28756142       5.26083279      -5.69831753    
        8580   5.26705074      -5.44255781       3.52946997      -5.26522207       5.22353840      -5.66870308    
        8640   5.27103281      -5.41061544       3.50806928      -5.23751402       5.18793583      -5.63423777    
        8700   5.26064539      -5.38976812       3.48091245      -5.20758867       5.15902948      -5.59038115    
        8760   5.25462770      -5.37339973       3.45257306      -5.17446518       5.13175821      -5.53719187    
        8820   5.24570131      -5.36107969       3.42738795      -5.13383293       5.10641718      -5.48040009    
        8880   5.22853708      -5.33794117       3.40723848      -5.08362055       5.08178234      -5.42803192    
        8940   5.20687723      -5.33304024       3.39077687      -5.02747059       5.05636454      -5.38613892    
        9000   5.21804047      -5.32074738       3.37500310      -4.97266960       5.02672005      -5.35663080    
        9060   5.20710754      -5.29971933       3.35784173      -4.92558002       4.99256706      -5.33867550    
        9120   5.18605852      -5.27600002       3.33863235      -4.88910198       4.95770979      -5.32992697    
        9180   5.18277359      -5.23750019       3.31699705      -4.86326981       4.91998434      -5.32567406    
        9240   5.17222929      -5.21420240       3.29273772      -4.84680176       4.88211012      -5.32048750    
        9300   5.15154266      -5.20523167       3.26636934      -4.83744431       4.84611320      -5.31161690    
        9360   5.13643312      -5.21198511       3.23884869      -4.83162022       4.81392193      -5.29912758    
        9420   5.12342215      -5.19819164       3.21160698      -4.82526302       4.78048658      -5.28448153    
        9480   5.12307692      -5.17903900       3.18611264      -4.81578588       4.74501991      -5.26940870    
        9540   5.11761904      -5.15341282       3.16183233      -4.80272484       4.70970917      -5.25538301    
        9600   5.10128927      -5.14400625       3.13662052      -4.78744745       4.67585707      -5.24252844    
        9660   5.09365892      -5.13067150       3.10940337      -4.77204323       4.64403486      -5.22853470    
        9720   5.08442736      -5.12206268       3.08109450      -4.75778913       4.61408949      -5.21069193    
        9780   5.07154846      -5.10354471       3.05386972      -4.74440527       4.58752489      -5.18943310    
        9840   5.06404686      -5.06112432       3.02979326      -4.72953606       4.55869150      -5.17090511    
        9900   5.07100725      -5.03165674       3.00957513      -4.71058702       4.52394724      -5.16298771    
        9960   5.06262398      -5.00744915       2.99112940      -4.68959141       4.48513317      -5.16736269    
       10020   5.07012558      -4.95512295       2.96927547      -4.67439318       4.44659233      -5.17949438    
       10080   5.06734657      -4.91574907       2.94102049      -4.67217445       4.40858507      -5.19361067    
       10140   5.06420183      -4.87640333       2.90950322      -4.68320417       4.37145758      -5.20671320    
       10200   5.05903435      -4.86534452       2.87924123      -4.70146418       4.33693600      -5.21918869    
       10260   5.06305742      -4.83418798       2.85115004      -4.72042418       4.30446815      -5.23265219    
       10320   5.05702686      -4.80847359       2.82408261      -4.73721409       4.26971436      -5.24750042    
       10380   5.05471373      -4.79805517       2.79770899      -4.75265503       4.23037577      -5.26234674    
       10440   5.05359697      -4.77309370       2.77213931      -4.76917601       4.18945932      -5.27574730    
       10500   5.05179882      -4.75043726       2.74521589      -4.78746414       4.14836693      -5.28656960    
       10560   5.05363035      -4.71557856       2.71440411      -4.80534744       4.10879850      -5.29288960    
       10620   5.04891205      -4.68816471       2.68126869      -4.82040310       4.07085466      -5.29392910    
       10680   5.04564667      -4.65227222       2.64933062      -4.83147335       4.03567457      -5.29206467    
       10740   5.03432560      -4.62012005       2.61981511      -4.83742714       4.00024605      -5.29110432    
       10800   5.02313662      -4.62038612       2.59171629      -4.83781052       3.96367407      -5.29325533    
       10860   5.02778244      -4.60550642       2.56305814      -4.83495712       3.94202590      -4.69059563    
