 20180907
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7200   4.50091887       1.25559247       2.54830742       5.30353928       3.87751412       8.43743235E-02
        7260   4.47312355       1.29162598       2.52446032       5.34473324       3.84725618       9.99143273E-02
        7320   4.45893288       1.31566358       2.50102663       5.37738466       3.81582618      0.115429096    
        7380   4.43353796       1.33856666       2.47702861       5.39816332       3.78193331      0.135739952    
        7440   4.41128111       1.36221182       2.45202184       5.41126490       3.74608970      0.163665965    
        7500   4.37533236       1.37204957       2.42513418       5.42355013       3.71129823      0.197691232    
        7560   4.35147715       1.39875257       2.39565849       5.44026899       3.67934608      0.235744372    
        7620   4.31451035       1.42956614       2.36470795       5.46346045       3.64945364      0.274122804    
        7680   4.27505970       1.45446324       2.33537006       5.49241877       3.62040520      0.309496403    
        7740   4.23541689       1.48300517       2.31009698       5.52468395       3.59294748      0.336867571    
        7800   4.20479250       1.51060307       2.28832364       5.55670500       3.56849623      0.355772048    
        7860   4.18165016       1.54295409       2.26807308       5.58424473       3.54623747      0.369720042    
        7920   4.15863132       1.58788216       2.24875593       5.60398006       3.52306724      0.385301977    
        7980   4.12635899       1.62655485       2.23092675       5.61550999       3.49507976      0.407149166    
        8040   4.10154963       1.66739714       2.21415520       5.62270212       3.46044850      0.436572820    
        8100   4.06537819       1.70119381       2.19637823       5.63175011       3.42044592      0.470651358    
        8160   4.03828764       1.72644341       2.17494178       5.64713478       3.37803197      0.504409134    
        8220   4.00379658       1.74108076       2.14830709       5.66939926       3.33654308      0.533686638    
        8280   3.97593713       1.75611162       2.11727428       5.69511032       3.29861712      0.557889819    
        8340   3.97133994       1.79287970       2.08479571       5.71879768       3.26530814      0.580237389    
        8400   3.94511247       1.82951200       2.05434442       5.73588371       3.23560357      0.603126824    
        8460   3.92190242       1.88082600       2.02799225       5.74598074       3.20706177      0.627796948    
        8520   3.88635230       1.90526450       2.00560236       5.75326586       3.17704368      0.652972639    
        8580   3.85674477       1.94299197       1.98538458       5.76264906       3.14461589      0.676704586    
        8640   3.83635974       1.97269797       1.96517336       5.77556562       3.11169195      0.696745157    
        8700   3.80867100       2.00038695       1.94346714       5.78938532       3.08099365      0.711540103    
        8760   3.78702283       2.05149364       1.91968465       5.80072689       3.05398917      0.721594930    
        8820   3.74983883       2.07487226       1.89505827       5.80771399       3.03002024      0.729289293    
        8880   3.72387671       2.11823201       1.87250304       5.81032848       3.00603747      0.736465931    
        8940   3.69588780       2.15683055       1.85411859       5.81109858       2.97854757      0.746050775    
        9000   3.66488767       2.19887829       1.83907497       5.81150484       2.94625068      0.761521935    
        9060   3.63821292       2.25645733       1.82440770       5.81114531       2.90888071      0.786917448    
        9120   3.60782146       2.31793141       1.80756295       5.81137085       2.86671162      0.823332369    
        9180   3.57207727       2.38929486       1.78668737       5.81589317       2.82137728      0.868501306    
        9240   3.54150939       2.43774772       1.76001787       5.82892370       2.77466750      0.917790055    
        9300   3.49628472       2.47869778       1.72777426       5.85304356       2.72710204      0.969164133    
        9360   3.45606256       2.53576350       1.69242418       5.88725948       2.67868543       1.02184439    
        9420   3.41020346       2.57792163       1.65562534       5.92732334       2.63039899       1.07458425    
        9480   3.38112235       2.63368297       1.61741805       5.96875906       2.58362412       1.12348902    
        9540   3.35164595       2.70095086       1.57815742       6.00889921       2.53988218       1.16717649    
        9600   3.31662512       2.76731801       1.53915977       6.04682684       2.50026083       1.20956492    
        9660   3.27566910       2.84526134       1.50220847       6.08281755       2.46431780       1.25301421    
        9720   3.23035121       2.89548612       1.46883833       6.11720419       2.43009949       1.29337287    
        9780   3.18812156       2.95512152       1.43960118       6.15079975       2.39598179       1.32649672    
        9840   3.15851617       3.03365541       1.41372073       6.18369484       2.36273122       1.35469592    
        9900   3.11821675       3.09620094       1.38938487       6.21297550       2.33109856       1.38384449    
        9960   3.08227611       3.15084291       1.36530769       6.23555231       2.29975557       1.41563964    
       10020   3.04677510       3.21655703       1.34223771       6.25289297       2.26669788       1.44588125    
       10080   2.99756074       3.28992558       1.32122672       6.27006626       2.23154807       1.47113395    
       10140   2.95650268       3.36469936       1.30135286       6.29000568       2.19511199       1.49204206    
       10200   2.92287374       3.44589925       1.28080416       6.31023455       2.15751839       1.51212716    
       10260   2.88415790       3.52945852       1.25831509       6.32633638       2.11879992       1.53402412    
