 20190321
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   3.62936330      -2.63840747       4.39103699      -1.06056166       3.92590213     -0.337227583    
        7320   3.62960577      -2.62721848       4.38031960      -1.03243148       3.91041422     -0.312472314    
        7380   3.62260652      -2.62372470       4.36306524      -1.00554824       3.89792132     -0.287092894    
        7440   3.61033225      -2.62000036       4.34375906     -0.978124082       3.88705373     -0.262110204    
        7500   3.61832738      -2.60850883       4.32595634     -0.948968351       3.87442017     -0.240452707    
        7560   3.62786722      -2.59373498       4.30992270     -0.918980837       3.85921288     -0.223839238    
        7620   3.62670255      -2.57557583       4.29331112     -0.891236842       3.84267902     -0.211189315    
        7680   3.63006115      -2.55885553       4.27395248     -0.868651330       3.82573438     -0.200985789    
        7740   3.62176442      -2.55513883       4.25186300     -0.852029979       3.81073403     -0.192331061    
        7800   3.60685158      -2.52109957       4.22858810     -0.840210021       3.79699302     -0.185490772    
        7860   3.59477210      -2.50730729       4.20592690     -0.831281960       3.78447151     -0.180939376    
        7920   3.58876896      -2.48110867       4.18508005     -0.823349595       3.77111220     -0.178842515    
        7980   3.58175731      -2.44652033       4.16629219     -0.815338492       3.75651240     -0.178544864    
        8040   3.58308911      -2.43321347       4.14896059     -0.807627857       3.74027038     -0.178538948    
        8100   3.57119799      -2.40714216       4.13171005     -0.801493406       3.72360015     -0.176718727    
        8160   3.54445004      -2.39585805       4.11350346     -0.797240794       3.70856595     -0.171816438    
        8220   3.52417374      -2.37902021       4.09406567     -0.793340623       3.69522977     -0.164631248    
        8280   3.50317669      -2.34691286       4.07436609     -0.787797332       3.68468356     -0.157923505    
        8340   3.51176476      -2.32598591       4.05580902     -0.780097067       3.67494655     -0.154575810    
        8400   3.52687931      -2.31995678       4.03928041     -0.772050321       3.66355395     -0.155182108    
        8460   3.53724098      -2.29695058       4.02415228     -0.766644120       3.64798212     -0.157216594    
