 20190221
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   6.20683527     -0.687338054       5.29442978      0.799874902       6.42425299     -0.441434890    
        7320   6.19871473     -0.695904672       5.28638315      0.821544290       6.41575766     -0.416988373    
        7380   6.16898394     -0.696519673       5.27848196      0.841586053       6.40261841     -0.402114242    
        7440   6.15997362     -0.671297729       5.26856852      0.865101933       6.38553524     -0.394833803    
        7500   6.14351320     -0.633946180       5.25483465      0.888711512       6.36530638     -0.384137958    
        7560   6.12097073     -0.593157172       5.23656273      0.905057251       6.34216261     -0.362683505    
        7620   6.11669016     -0.540567458       5.21465969      0.913573384       6.31885862     -0.332786888    
        7680   6.10239935     -0.491643161       5.18991280      0.923478901       6.30029154     -0.300768733    
        7740   6.09875536     -0.437237591       5.16400242      0.943163574       6.28814173     -0.268754303    
        7800   6.08874035     -0.383872986       5.13954973      0.970905840       6.28465033     -0.233712092    
        7860   6.06696224     -0.338397384       5.11821842       1.00000453       6.28945303     -0.190821409    
        7920   6.04648113     -0.320906430       5.10188580       1.02817953       6.29864216     -0.139253184    
        7980   6.02472305     -0.315714419       5.09312773       1.06005979       6.30474901      -8.43547210E-02
        8040   6.01091146     -0.309492052       5.09211683       1.10165262       6.30339718      -3.04508395E-02
        8100   6.00239182     -0.314684242       5.09499502       1.15355265       6.29639959       2.18057018E-02
        8160   5.96762991     -0.294759780       5.09603167       1.21062231       6.28682709       6.98546171E-02
        8220   5.92932034     -0.285679579       5.09121227       1.26702189       6.27700233      0.107290618    
        8280   5.91598415     -0.258291513       5.08080244       1.31857979       6.26910067      0.127778590    
        8340   5.90591288     -0.241538957       5.06766891       1.36136889       6.26460028      0.130368009    
        8400   5.90705967     -0.234484687       5.05492353       1.39034295       6.26535082      0.123232163    
        8460   5.90179539     -0.244217828       5.04511213       1.40095162       6.27177000      0.120407350    
        8520   5.89378214     -0.240531772       5.03964233       1.39424205       6.28319836      0.133193523    
        8580   5.89789772     -0.216938376       5.03934288       1.37983227       6.29750443      0.163726121    
        8640   5.88347292     -0.192789569       5.04511738       1.37165487       6.31279993      0.206367016    
        8700   5.87306309     -0.155374616       5.05663395       1.37940800       6.32935381      0.255935907    
        8760   5.83408356     -0.138243750       5.07129145       1.40431106       6.34591961      0.312421978    
        8820   5.79500771     -0.156378135       5.08647537       1.44159305       6.36115742      0.377343804    
        8880   5.80353260     -0.156378135       5.10180330       1.48725474       6.37713432      0.448059291    
        8940   5.78595543     -0.116929509       5.11883974       1.54037619       6.39171314      0.519270301    
        9000   5.76506519      -8.69431347E-02   5.14014101       1.59903467       6.39795065      0.586469054    
        9060   5.73091030      -7.71048591E-02   5.16499853       1.65885615       6.39164972      0.647957325    
        9120   5.71568537      -6.73497766E-02   5.18556499       1.71545184       6.37552977      0.705245972    
        9180   5.68917561      -4.68673296E-02   5.19389868       1.76645374       6.35486555      0.760275841    
        9240   5.66802216       5.28462511E-03   5.18908405       1.81327891       6.33282185      0.813234389    
        9300   5.63385725       1.40708564E-02   5.17541599       1.85885656       6.31234121      0.862790287    
        9360   5.63652992       2.66165994E-02   5.15730810       1.90399885       6.29588842      0.907691360    
        9420   5.61269283       4.51119207E-02   5.13789511       1.94784784       6.28294945      0.948123395    
        9480   5.60261297       6.18504919E-02   5.12003326       1.99038064       6.26958704      0.984156609    
        9540   5.56571007       4.73201796E-02   5.10613060       2.03201723       6.25176620       1.01463211    
        9600   5.56158686       5.71732745E-02   5.09710789       2.07186365       6.22944832       1.03793788    
        9660   5.56739521       8.34922343E-02   5.09044027       2.10654426       6.20336533       1.05578876    
        9720   5.56238985       7.98784122E-02   5.08189917       2.13148189       6.17441750       1.07478273    
        9780   5.54070807       8.56160745E-02   5.06809521       2.14473653       6.14270306       1.10211182    
        9840   5.49315739       7.78145343E-02   5.04745293       2.15056586       6.10725212       1.14126670    
        9900   5.45949697       6.65560514E-02   5.02121735       2.15828276       6.06907272       1.19072485    
        9960   5.44270420       6.83210418E-02   4.99091959       2.17610788       6.03080225       1.24521983    
       10020   5.43299675       8.59271511E-02   4.95744801       2.20722675       5.99531555       1.29867148    
       10080   5.41699505       9.60574001E-02   4.92246008       2.25010395       5.96431494       1.34753644    
       10140   5.39781189      0.110675052       4.88815117       2.29899859       5.93889570       1.39239597    
       10200   5.39303493      0.121023953       4.85602856       2.34608054       5.91931248       1.43592381    
       10260   5.38047504      0.127519310       4.82687140       2.38637948       5.90422344       1.47939694    
       10320   5.35124016      0.121287085       4.80196238       2.42069936       5.89105415       1.52072096    
       10380   5.32310963      0.126952425       4.78325081       2.45343542       5.87972975       1.55756223    
       10440   5.28451300      0.143174753       4.77190208       2.48763371       5.87256861       1.59039998    
       10500   5.24627447      0.138271302       4.76732206       2.52186108       5.86879253       1.62065458    
       10560   5.21889114      0.151231721       4.76805830       2.55227709       5.86320162       1.64839125    
       10620   5.23315620      0.178936690       4.77324343       2.57694697       5.85012484       1.67490876    
       10680   5.21572876      0.194045931       4.78031969       2.59624124       5.82640648       1.70550120    
       10740   5.18594217      0.198674589       4.78370905       2.61135721       5.79168701       1.74505150    
       10800   5.16225576      0.216710180       4.77765608       2.62604332       5.74762774       1.79006052    
       10860   5.15134096      0.222577855       4.75945997       2.64689159       4.86223984      0.982304692    
       10920   5.15170956      0.254578888       4.73039389       2.67759013       4.81245327       1.01068854    
       10980   5.11799860      0.290063411       4.69378281       2.71297097       4.77129984       1.03304553    
       11040   5.10318089      0.293231845       4.65370703       2.74365449       4.73978376       1.05926216    
       11100   5.07237959      0.269400150       4.61505795       2.76658607       4.71718836       1.09302092    
       11160   5.05421257      0.243234739       4.58239031       2.78613305       4.70063257       1.13049257    
       11220   5.06578493      0.243764535       4.55827236       2.80723023       4.68802881       1.16621125    
       11280   5.04637623      0.231417775       4.54337978       2.82983351       4.67774439       1.19831204    
       11340   5.03276157      0.243747771       4.53646517       2.85229826       4.66910982       1.22770739    
       11400   4.98864031      0.208409220       4.53455544       2.87498045       4.65960789       1.25442493    
       11460   4.97679520      0.191640258       4.53453350       2.89760137       4.64596415       1.27877927    
       11520   4.97068977      0.172259927       4.53382444       2.91804671       4.62637997       1.30206370    
       11580   4.96174526      0.154232815       4.52999210       2.93403077       4.60166073       1.32685637    
       11640   4.95577621      0.155992448       4.52135849       2.94577527       4.57733154       1.35741651    
       11700   4.94119978      0.175501242       4.50765419       2.95660639       4.55782700       1.39609146    
       11760   4.93919516      0.210313395       4.49077320       2.97149825       4.54444075       1.44136667    
       11820   4.93711567      0.244309932       4.47405672       2.99423647       4.53514576       1.49107146    
       11880   4.94407082      0.279834598       4.46046352       3.02519774       4.52499151       1.54523182    
       11940   4.91699600      0.296529323       4.45126486       3.06217480       4.51090002       1.60430610    
       12000   4.88779449      0.304873198       4.44540215       3.10329008       4.49192429       1.66619611    
       12060   4.83977270      0.329802185       4.43981504       3.14907765       4.46705723       1.72592092    
