 20190220
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   5.14525080      -8.43012428       5.62445068      -4.38752079       3.19895983      -8.92834377    
        7320   5.12568521      -8.47228241       5.61682129      -4.40468931       3.18438196      -8.93835449    
        7380   5.16184044      -8.51451778       5.60568285      -4.42283821       3.17241359      -8.95095921    
        7440   5.15256643      -8.57920361       5.58987379      -4.44098520       3.16526556      -8.96948624    
        7500   5.11702967      -8.55644703       5.57150364      -4.45953512       3.16348147      -8.99289417    
        7560   5.13176537      -8.53688717       5.55496073      -4.48087025       3.16517377      -9.01594830    
        7620   5.16438341      -8.58213234       5.54419231      -4.50852299       3.16917753      -9.03236198    
        7680   5.16445732      -8.60779858       5.54033661      -4.54271793       3.17154503      -9.03509712    
        7740   5.16211796      -8.63246536       5.54064512      -4.57871771       3.17442012      -9.01900673    
        7800   5.15003681      -8.65661907       5.53996181      -4.60889673       3.18298435      -8.98670197    
        7860   5.12634897      -8.68023682       5.53553724      -4.62455225       3.19646692      -8.94556427    
        7920   5.14076757      -8.70133686       5.53047800      -4.61925411       3.21058774      -8.90171623    
        7980   5.17088318      -8.73784733       5.52974224      -4.59410810       3.22166157      -8.85878277    
        8040   5.16799927      -8.80438805       5.53526545      -4.55869818       3.23161173      -8.81858635    
        8100   5.17369461      -8.82812691       5.54466724      -4.52370501       3.23812270      -8.78474045    
        8160   5.17867708      -8.93460941       5.55246973      -4.49426556       3.23909950      -8.75832748    
        8220   5.15050983      -9.03635025       5.55444193      -4.47041988       3.23478746      -8.73636341    
        8280   5.14919519      -9.09362221       5.54965878      -4.45007849       3.22743797      -8.71738529    
        8340   5.17471695      -9.14499474       5.54020882      -4.43313408       3.21954632      -8.69993305    
        8400   5.21181917      -9.19572926       5.52956724      -4.42169857       3.21003795      -8.68184948    
        8460   5.21747446      -9.26202393       5.51828623      -4.41622686       3.20079899      -8.65988636    
        8520   5.20156765      -9.31474209       5.50318289      -4.41324854       3.19225860      -8.63347912    
        8580   5.19472551      -9.38197422       5.48313618      -4.40628481       3.18043303      -8.60965252    
        8640   5.18895483      -9.47347927       5.46181965      -4.39198828       3.16294336      -8.59378242    
        8700   5.15680170      -9.50157928       5.44192219      -4.37505913       3.14129472      -8.58121300    
        8760   5.15878391      -9.53359509       5.42015886      -4.36303806       3.11885691      -8.56143665    
        8820   5.19117641      -9.55433178       5.39197445      -4.35739040       3.09743905      -8.52920818    
        8880   5.22929478      -9.62457657       5.35895443      -4.35303783       3.07921910      -8.48904514    
        8940   5.20866632      -9.66734123       5.32568789      -4.34396410       3.06602621      -8.44777393    
        9000   5.18732119      -9.67352295       5.29387426      -4.32781458       3.05823660      -8.40676212    
        9060   5.20267677      -9.74122334       5.26436520      -4.30655193       3.05520225      -8.36456203    
        9120   5.22891331      -9.75538540       5.23893785      -4.28139877       3.05540752      -8.32193184    
        9180   5.26573324      -9.76582336       5.21862650      -4.25117254       3.05540133      -8.28000069    
        9240   5.25679445      -9.79803562       5.20317125      -4.21682215       3.05102825      -8.24061871    
        9300   5.28247309      -9.80570507       5.19113922      -4.18235207       3.04223299      -8.20596981    
        9360   5.26150227      -9.83960915       5.17910051      -4.15136766       3.03241038      -8.17572498    
        9420   5.23873377      -9.84396458       5.16318703      -4.12543249       3.02652478      -8.14649105    
        9480   5.24225903      -9.85314751       5.14263010      -4.10417557       3.02858782      -8.11351299    
        9540   5.23272610      -9.86260986       5.12083721      -4.08510351       3.03818297      -8.07602119    
        9600   5.20548868      -9.83818531       5.10325956      -4.06490707       3.04960155      -8.03755951    
        9660   5.24858952      -9.84974957       5.09360361      -4.04185200       3.05769658      -8.00055790    
        9720   5.24491167      -9.83829212       5.09049368      -4.01664209       3.06181765      -7.96640348    
        9780   5.21931171      -9.85827065       5.08804083      -3.99094200       3.06441164      -7.93707418    
        9840   5.19959021      -9.88212395       5.08139515      -3.96611452       3.06946135      -7.91327810    
        9900   5.18504858      -9.88630390       5.07082129      -3.94397688       3.07922792      -7.89129782    
        9960   5.14656973      -9.89746284       5.05964422      -3.92669630       3.09345317      -7.86492109    
       10020   5.14153910      -9.87903786       5.05164671      -3.91385031       3.10984659      -7.83155680    
       10080   5.14696789      -9.90068531       5.04907370      -3.90125299       3.12412906      -7.79462242    
       10140   5.10671234      -9.88240528       5.05162144      -3.88408756       3.13263106      -7.75944901    
       10200   5.05497122      -9.85282707       5.05630875      -3.86158037       3.13434935      -7.73066044    
       10260   5.02947569      -9.85974216       5.05860186      -3.83685732       3.13170719      -7.71182156    
       10320   5.01332808      -9.83177376       5.05545378      -3.81474686       3.12663531      -7.70160294    
       10380   4.97589779      -9.81618404       5.04649496      -3.80065203       3.12049389      -7.69357538    
       10440   4.92574501      -9.78918743       5.03180170      -3.79798365       3.11489940      -7.68164301    
       10500   4.89628220      -9.76310062       5.01197195      -3.80450082       3.10938811      -7.66386271    
       10560   4.89472294      -9.76662540       4.99081039      -3.81292462       3.10073185      -7.64238167    
       10620   4.86643696      -9.74471092       4.97282314      -3.81629276       3.08599854      -7.61902523    
       10680   4.81324625      -9.73097610       4.95687389      -3.81258798       3.06609464      -7.59251547    
       10740   4.80060053      -9.68506145       4.93740320      -3.80405283       3.04600596      -7.56112194    
