 20190130
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   3.90249443      -2.43136024       5.37845278      -1.48278487       5.05563068      -3.99775076    
        7320   3.88073397      -2.40670681       5.38256550      -1.50164878       5.05762959      -3.99294996    
        7380   3.87935972      -2.35582209       5.38049936      -1.51583540       5.06163597      -3.98668265    
        7440   3.90202212      -2.30631089       5.37295294      -1.52326310       5.07019329      -3.98237133    
        7500   3.88679075      -2.27600861       5.36295795      -1.52478719       5.07966328      -3.98054719    
        7560   3.86028123      -2.24637151       5.35472202      -1.52401614       5.08496332      -3.98306990    
        7620   3.83059907      -2.22362161       5.35070086      -1.52554703       5.08472252      -3.98944879    
        7680   3.81473613      -2.24478340       5.34879065      -1.53260636       5.08132792      -3.99968052    
        7740   3.83177352      -2.26206112       5.34393787      -1.54577804       5.07662344      -4.01091051    
        7800   3.86413813      -2.28369689       5.33379841      -1.56458092       5.07309103      -4.02156973    
        7860   3.86840105      -2.27994370       5.31961918      -1.58782887       5.07086515      -4.02950954    
        7920   3.85514474      -2.26629472       5.30381203      -1.61213064       5.06966114      -4.03360748    
        7980   3.87203407      -2.27600646       5.28795147      -1.63235652       5.07157516      -4.03231239    
        8040   3.85366488      -2.24474788       5.27299643      -1.64531684       5.07850122      -4.02562857    
        8100   3.83949661      -2.21336937       5.26060915      -1.65140820       5.09142876      -4.01333904    
        8160   3.85191798      -2.22528720       5.25292587      -1.65335453       5.10789251      -3.99835348    
        8220   3.86936784      -2.22693563       5.25214148      -1.65369463       5.12366199      -3.98507214    
        8280   3.85918450      -2.19526148       5.25875330      -1.65288019       5.13550520      -3.97895789    
        8340   3.86010528      -2.18704987       5.27003241      -1.65085936       5.14117002      -3.98266149    
        8400   3.86693048      -2.19495440       5.28105259      -1.64946079       5.14145470      -3.99514937    
        8460   3.85983849      -2.19814968       5.28755379      -1.65274763       5.13674784      -4.01008320    
        8520   3.85897589      -2.20954132       5.28749752      -1.66405094       5.13133049      -4.01819515    
        8580   3.83199430      -2.20492077       5.28110170      -1.68261611       5.12866545      -4.01209211    
        8640   3.81345201      -2.22614384       5.27105474      -1.70331299       5.13068485      -3.98947215    
        8700   3.80211878      -2.23763442       5.26124334      -1.71853459       5.13720608      -3.95403337    
        8760   3.77869940      -2.21757889       5.25452900      -1.72153068       5.14692497      -3.91391444    
        8820   3.74314976      -2.17052364       5.25221968      -1.70975566       5.15838480      -3.87848544    
        8880   3.73039055      -2.15495396       5.25375700      -1.68599033       5.16871405      -3.85254288    
        8940   3.73906946      -2.16385889       5.25837708      -1.65697706       5.17448568      -3.83478260    
        9000   3.75598884      -2.20736146       5.26514578      -1.63056433       5.17045546      -3.81937814    
        9060   3.76236486      -2.20109034       5.27171659      -1.61184406       5.15683317      -3.80291677    
        9120   3.77498317      -2.19129944       5.27426386      -1.60057008       5.13949394      -3.78634381    
        9180   3.76572275      -2.16342998       5.26829052      -1.59270012       5.12208939      -3.77395558    
        9240   3.73278356      -2.12971759       5.25226974      -1.58483398       5.10447264      -3.76866174    
        9300   3.68961120      -2.06985044       5.22956705      -1.57646787       5.08500862      -3.77046490    
        9360   3.65125632      -2.04567480       5.20512247      -1.56967688       5.06431103      -3.77548504    
        9420   3.61096716      -2.02831984       5.18120909      -1.56719661       5.04487991      -3.77818227    
        9480   3.58771753      -2.01294065       5.15763950      -1.57030690       5.02981663      -3.77271247    
        9540   3.57501245      -1.98635387       5.13416386      -1.57784319       5.02016449      -3.75648713    
        9600   3.55680013      -1.98567581       5.11218357      -1.58582079       5.01535702      -3.72935939    
        9660   3.54271221      -1.99138618       5.09432745      -1.58835173       5.01456690      -3.69495940    
