 20190422
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7200   6.21796846      -8.70921230       3.58252430      -3.92281032       7.14094639      -6.72387409    
        7260   6.19100523      -8.73777199       3.58199739      -3.91858625       7.13755894      -6.70473385    
        7320   6.14914942      -8.75915241       3.58659840      -3.90976501       7.13275194      -6.69272232    
        7380   6.10615730      -8.80858803       3.59405160      -3.89849782       7.12442923      -6.69041348    
        7440   6.07362032      -8.84242153       3.60138440      -3.88890362       7.11161137      -6.70169353    
        7500   6.02402401      -8.85680389       3.60719776      -3.88491583       7.09768152      -6.72447157    
        7560   5.99622822      -8.90824699       3.61185741      -3.88998246       7.08438158      -6.76033974    
        7620   5.92314434      -8.94749832       3.61631203      -3.90690589       7.07006931      -6.80325556    
        7680   5.87242413      -8.95923138       3.62063217      -3.93690062       7.05011797      -6.84680176    
        7740   5.86738110      -8.96691322       3.62358665      -3.97810841       7.02407408      -6.88480854    
        7800   5.84283543      -8.98036957       3.62297130      -4.02585697       6.99342060      -6.91303635    
        7860   5.79057455      -9.00216198       3.61715817      -4.07350874       6.96639490      -6.93274784    
        7920   5.73206139      -8.97365570       3.60690355      -4.11547279       6.94495440      -6.94672394    
        7980   5.71862221      -8.97076130       3.59504700      -4.14924097       6.92741489      -6.95512724    
        8040   5.71326494      -8.96251202       3.58444357      -4.17527676       6.90932226      -6.96124268    
        8100   5.68525600      -8.96407890       3.57675576      -4.19527578       6.88704920      -6.96523237    
        8160   5.67655468      -8.98314953       3.57167292      -4.21039867       6.85994244      -6.96567106    
        8220   5.65555859      -8.97838783       3.56704235      -4.22118521       6.82705879      -6.96362352    
        8280   5.63949871      -8.97618771       3.55877495      -4.22722530       6.78898096      -6.95741844    
        8340   5.61723185      -8.97542191       3.54301882      -4.22761488       6.75119162      -6.94910145    
        8400   5.57287264      -9.01748466       3.51980782      -4.22222137       6.71902990      -6.94322777    
        8460   5.53165102      -9.03203201       3.49448323      -4.21284771       6.69679213      -6.94175005    
        8520   5.50831223      -9.02258968       3.47420692      -4.20292997       6.68240976      -6.94695234    
        8580   5.46833372      -9.02967548       3.46313310      -4.19640017       6.67010880      -6.95393848    
        8640   5.42397833      -9.03450012       3.46014929      -4.19592619       6.65657902      -6.95542717    
        8700   5.39868546      -9.03828430       3.46096802      -4.20046997       6.64373875      -6.94944715    
        8760   5.35698748      -9.05282211       3.46211839      -4.20479965       6.63532639      -6.93898582    
        8820   5.32582283      -9.05712032       3.46387267      -4.20380116       6.63451672      -6.92789602    
        8880   5.32253790      -9.04509830       3.46892238      -4.19728899       6.63903093      -6.91840696    
        8940   5.32985973      -9.05304813       3.47960472      -4.18841457       6.64473820      -6.90911722    
        9000   5.29669857      -9.05004120       3.49563575      -4.17949152       6.64688206      -6.89864206    
        9060   5.27637672      -9.06838322       3.51430440      -4.17063522       6.64376879      -6.88566828    
        9120   5.25436878      -9.10071468       3.53207159      -4.16071796       6.63516760      -6.86796427    
        9180   5.23217630      -9.12569714       3.54606414      -4.14846659       6.62291765      -6.84297037    
        9240   5.19057560      -9.13194084       3.55483413      -4.13256454       6.60801220      -6.80824709    
        9300   5.17183352      -9.14055443       3.55846167      -4.11095095       6.59230709      -6.76476049    
        9360   5.17602348      -9.13009834       3.55843472      -4.08119488       6.57790661      -6.71948433    
        9420   5.14126539      -9.12552929       3.55665636      -4.04249096       6.56625891      -6.67891884    
        9480   5.13002253      -9.13760567       3.55480742      -3.99853158       6.55650616      -6.64637518    
        9540   5.11011314      -9.16765404       3.55383205      -3.95623446       6.54524708      -6.61983061    
        9600   5.07614374      -9.19378281       3.55355024      -3.92021155       6.52978373      -6.59532881    
        9660   5.06074286      -9.17094994       3.55281401      -3.89074731       6.51183128      -6.56837273    
        9720   5.03540802      -9.19405556       3.55046344      -3.86471224       6.49518299      -6.53746843    
        9780   4.99877405      -9.19790840       3.54699302      -3.83771849       6.48323441      -6.50556087    
        9840   4.99266577      -9.18538380       3.54446435      -3.80688167       6.47516394      -6.47659349    
        9900   4.96954393      -9.17971039       3.54526210      -3.77286029       6.46772814      -6.45292473    
        9960   4.94053221      -9.19407654       3.55006981      -3.73927474       6.45785999      -6.43378973    
       10020   4.91295862      -9.20691299       3.55751300      -3.70947480       6.44541073      -6.41790581    
       10080   4.86119556      -9.21142673       3.56504941      -3.68440437       6.43185425      -6.40512419    
       10140   4.82982063      -9.23570919       3.57052517      -3.66304064       6.41881990      -6.39664173    
       10200   4.81794691      -9.23984432       3.57321668      -3.64495230       6.40578365      -6.39310026    
       10260   4.79196548      -9.23791790       3.57348037      -3.63134098       6.39174175      -6.39264917    
       10320   4.76114941      -9.27846241       3.57208848      -3.62360740       6.37501812      -6.39247036    
       10380   4.72882318      -9.28569317       3.56977916      -3.62141752       6.35523796      -6.38930702    
       10440   4.70930672      -9.29176617       3.56636167      -3.62162590       6.33194208      -6.38248634    
       10500   4.66544724      -9.28738976       3.56101131      -3.62019753       6.30452490      -6.37256289    
       10560   4.64214659      -9.28929234       3.55242801      -3.61452293       6.27295399      -6.36126471    
       10620   4.62012720      -9.28074741       3.53952551      -3.60410857       6.23867321      -6.35156965    
       10680   4.58565092      -9.28155994       3.52234674      -3.59051323       6.20363235      -6.34543514    
       10740   4.55270624      -9.31301975       3.50213099      -3.57667184       6.16902161      -6.34369230    
       10800   4.55532551      -9.31165600       3.48058653      -3.56576300       4.75531673      -8.88722324    
       10860   4.55785942      -9.31734657       3.45836830      -3.55981088       4.72275066      -8.88886166    
       10920   4.52151966      -9.32396889       3.43521595      -3.55924916       4.68979454      -8.89025593    
       10980   4.51676178      -9.32090187       3.41121745      -3.56312895       4.65940523      -8.88804722    
       11040   4.50576973      -9.31338024       3.38701463      -3.56942916       4.63003397      -8.88161373    
       11100   4.50584507      -9.29966640       3.36328721      -3.57523274       4.60144997      -8.86631489    
       11160   4.51644850      -9.28836060       3.34027600      -3.57744241       4.57206059      -8.84503746    
       11220   4.50666142      -9.25259399       3.31790566      -3.57349634       4.54477453      -8.81497097    
       11280   4.50922966      -9.27147102       3.29624557      -3.56200838       4.52200890      -8.77980137    
       11340   4.50308084      -9.26537800       3.27583647      -3.54306006       4.50474930      -8.74218845    
       11400   4.48333931      -9.26956749       3.25794721      -3.51763368       4.49146652      -8.70457458    
       11460   4.45300531      -9.28241730       3.24384999      -3.48811340       4.47901106      -8.67204952    
