 20190131
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   5.49441099      -2.80125523       5.20427036      -1.31043780       4.77252626      -2.15218091    
        7320   5.48979425      -2.78151107       5.18719482      -1.34518600       4.76855946      -2.16180420    
        7380   5.47810125      -2.77469206       5.17389250      -1.37305534       4.75996161      -2.17109728    
        7440   5.48189926      -2.78398061       5.16235018      -1.38841975       4.74683952      -2.18779159    
        7500   5.50706339      -2.79311752       5.14826965      -1.39425147       4.73256350      -2.21425438    
        7560   5.52459955      -2.79534149       5.12795544      -1.39970100       4.72442245      -2.24482059    
        7620   5.49406338      -2.80944824       5.10161114      -1.41385019       4.72375059      -2.27715349    
        7680   5.50066519      -2.80651450       5.07312202      -1.44029057       4.72888041      -2.30824018    
        7740   5.49424982      -2.82252574       5.04802847      -1.47590590       4.73389387      -2.33849025    
        7800   5.49805927      -2.82095957       5.03096724      -1.51422870       4.73536110      -2.36941552    
        7860   5.52039242      -2.82921886       5.02186966      -1.54995215       4.73458290      -2.40335488    
        7920   5.51517534      -2.83569336       5.01701736      -1.58143568       4.73751211      -2.43768239    
        7980   5.52966309      -2.82268715       5.01242924      -1.60985029       4.75033569      -2.46933174    
        8040   5.52451944      -2.79763341       5.00698805      -1.63806200       4.77398825      -2.49121261    
        8100   5.51819420      -2.78267813       5.00260496      -1.66835678       4.80700588      -2.50115275    
        8160   5.47627354      -2.76131821       5.00387430      -1.69944811       4.84545135      -2.50193429    
        8220   5.48119164      -2.78008318       5.01487398      -1.72661650       4.88437462      -2.49960041    
        8280   5.48310518      -2.77371740       5.03614902      -1.74480999       4.91911840      -2.49955511    
        8340   5.46609926      -2.76788282       5.06402874      -1.75158966       4.94555235      -2.50444889    
        8400   5.46069479      -2.76512909       5.09344435      -1.74899292       4.96200180      -2.51059079    
        8460   5.44631624      -2.74486637       5.11957741      -1.74191296       4.97194958      -2.51399994    
        8520   5.41988420      -2.73678064       5.13845205      -1.73392677       4.98200893      -2.51358724    
        8580   5.42476892      -2.73104572       5.14894676      -1.72615373       4.99575472      -2.51191854    
        8640   5.43868876      -2.73454237       5.15457201      -1.71983814       5.01208162      -2.51044035    
        8700   5.42916346      -2.71152616       5.16102457      -1.71740603       5.02903128      -2.50963926    
        8760   5.42358637      -2.68083501       5.16995430      -1.71943641       5.04353857      -2.50887489    
        8820   5.41584253      -2.66198421       5.17999554      -1.72419810       5.05482388      -2.50735164    
        8880   5.40602160      -2.65046573       5.18920040      -1.72943997       5.06548262      -2.50720501    
        8940   5.37568140      -2.63121390       5.19553661      -1.73293102       5.07814217      -2.50885820    
        9000   5.33594465      -2.60702705       5.19963360      -1.73395240       5.09444857      -2.51140261    
        9060   5.33657885      -2.59171510       5.20428419      -1.73335326       5.11464691      -2.51205039    
        9120   5.32463408      -2.58194256       5.21265221      -1.73227727       5.13775253      -2.50962543    
        9180   5.31748915      -2.55185771       5.22671127      -1.73094046       5.15981197      -2.50564194    
        9240   5.30844355      -2.51734638       5.24645185      -1.72845507       5.17722464      -2.50351000    
        9300   5.30421448      -2.50655651       5.26903296      -1.72524786       5.18779135      -2.50193572    
        9360   5.29486895      -2.49170303       5.28918457      -1.72397053       5.19095421      -2.49807858    
        9420   5.30553722      -2.46118474       5.30251169      -1.72618353       5.18774557      -2.49029660    
        9480   5.29804087      -2.41976237       5.30627394      -1.72971404       5.18258333      -2.48124003    
        9540   5.28403330      -2.38249445       5.29979706      -1.73013997       5.18104649      -2.47552252    
        9600   5.25979042      -2.37461782       5.28610134      -1.72574949       5.18583107      -2.47632265    
        9660   5.24405766      -2.36381960       5.27192116      -1.72007775       5.19499350      -2.48025727    
        9720   5.22523975      -2.35217428       5.26442671      -1.71908724       5.20279932      -2.47991848    
        9780   5.20952559      -2.33875012       5.26635504      -1.72534108       5.20401812      -2.46782947    
        9840   5.20953989      -2.33053350       5.27443790      -1.73389709       5.19673681      -2.44405770    
        9900   5.17275667      -2.31147623       5.28155756      -1.73450768       5.18251657      -2.41507769    
        9960   5.15794182      -2.30848193       5.28160429      -1.72068226       5.16277313      -2.38795018    
       10020   5.13948059      -2.30434251       5.27223349      -1.69536924       5.14062119      -2.36447811    
       10080   5.10768270      -2.27553105       5.25440121      -1.66704226       5.12050867      -2.34368062    
       10140   5.08452511      -2.26926017       5.23018980      -1.64187133       5.10634756      -2.32357383    
       10200   5.07526255      -2.27097678       5.20398903      -1.62096632       5.10060883      -2.30279207    
       10260   5.07293081      -2.27839208       5.18036175      -1.60202670       5.10379696      -2.28083611    
       10320   5.05004644      -2.27095437       5.16250896      -1.58255219       5.11410809      -2.25865555    
