 20190404
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7200 -0.138211042      -1.88408542       2.87273026      -4.00383091       2.31497240      -2.22168493    
        7260 -0.144277990      -1.91518974       2.85962486      -3.97159290       2.30788350      -2.22034669    
        7320 -0.195979282      -1.91892266       2.84445190      -3.94281220       2.30264997      -2.21948028    
        7380 -0.234303519      -1.92127705       2.83040690      -3.91783762       2.30129719      -2.21452832    
        7440 -0.200143382      -1.95251644       2.81844449      -3.89610195       2.30629039      -2.20277929    
        7500 -0.187740952      -1.95582497       2.80973053      -3.87463832       2.31938934      -2.18328977    
        7560 -0.181113586      -1.95525563       2.80647993      -3.84930515       2.34050202      -2.15875745    
        7620 -0.174297437      -1.95728588       2.81049800      -3.81754565       2.36548638      -2.13385534    
        7680 -0.160031170      -1.96653569       2.82264280      -3.77994967       2.38753366      -2.11000943    
        7740 -0.100280739      -1.98091817       2.84168124      -3.74011660       2.40243101      -2.08614779    
        7800  -3.08170728E-02  -2.00008965       2.86355209      -3.70123053       2.41078186      -2.05999017    
        7860  -4.11071628E-02  -2.04071164       2.88331842      -3.66302466       2.41694951      -2.02814364    
        7920   9.91189573E-03  -2.01149511       2.89777088      -3.62355232       2.42252183      -1.98799431    
        7980  0.115551002      -1.99552906       2.90818620      -3.58053732       2.42585850      -1.93813312    
        8040  0.197576359      -2.02413440       2.91638947      -3.53193450       2.42676163      -1.87871873    
        8100  0.276494741      -2.05799055       2.92072201      -3.47631049       2.43014598      -1.80997717    
        8160  0.343810648      -2.07819009       2.91965652      -3.41241717       2.44097924      -1.73198760    
        8220  0.370471388      -2.04003739       2.91650224      -3.33959746       2.46213603      -1.64562118    
        8280  0.327863067      -2.03067446       2.91727877      -3.25751686       2.49248815      -1.55353582    
        8340  0.304287136      -2.03019881       2.92602396      -3.16602111       2.52906513      -1.46086311    
        8400  0.216753125      -2.01826954       2.94319463      -3.06602859       2.57087135      -1.37162161    
        8460  0.160501301      -2.00929022       2.96684742      -2.96134543       2.61841226      -1.28795993    
        8520   9.82148275E-02  -1.97594082       2.99578071      -2.85774589       2.67207980      -1.21080554    
        8580   8.56118500E-02  -1.92592824       3.03072762      -2.75921965       2.72909951      -1.14011574    
        8640   8.88708532E-02  -1.87540340       3.07326269      -2.66686869       2.78681588      -1.07627940    
        8700  0.105177641      -1.86263549       3.12375760      -2.57977605       2.84386706      -1.01985013    
        8760  0.114468671      -1.84623098       3.18002605      -2.49753189       2.89657640     -0.970087707    
        8820  0.145522654      -1.81873965       3.23898649      -2.42140388       2.94165659     -0.924840748    
        8880  0.150937855      -1.80640614       3.29718709      -2.35342002       2.97940159     -0.880752921    
        8940  0.176790819      -1.79217017       3.35048318      -2.29426599       3.01332140     -0.834331572    
        9000  0.170762315      -1.78164220       3.39530253      -2.24174285       3.04876447     -0.783199728    
        9060  0.167490512      -1.78604281       3.43337297      -2.19215989       3.08896518     -0.726418972    
        9120  0.173769638      -1.78834367       3.46844578      -2.14134455       3.13345981     -0.663925350    
        9180  0.169267103      -1.77601635       3.50465846      -2.08647227       3.17832160     -0.596280992    
        9240  0.152042121      -1.71113884       3.54471397      -2.02687788       3.21752858     -0.524781108    
        9300  0.141025826      -1.65385497       3.58793879      -1.96384132       3.24599814     -0.452598006    
        9360  0.107275449      -1.60551703       3.63023710      -1.89973879       3.25961709     -0.382509112    
        9420   8.83261934E-02  -1.54381788       3.66577125      -1.83584106       3.25536823     -0.315806299    
        9480   6.22645877E-02  -1.51720321       3.68874621      -1.77282453       3.23297358     -0.250936061    
        9540   4.45367917E-02  -1.49093616       3.69470191      -1.71079230       3.19627142     -0.185037047    
        9600   1.73281077E-02  -1.46393323       3.68188834      -1.64834714       3.15271235     -0.116927043    
        9660   1.88714918E-02  -1.44214344       3.65227985      -1.58391070       3.10876107      -4.80582565E-02
        9720  -2.09040549E-02  -1.39946342       3.61174560      -1.51671958       3.06649423       1.78223047E-02
        9780  -3.00059356E-02  -1.34500051       3.56729603      -1.44678938       3.02601790       7.58618712E-02
        9840  -8.94433074E-03  -1.27130270       3.52285361      -1.37609255       2.99041486      0.123610705    
        9900   2.74077225E-02  -1.18456733       3.47840977      -1.30927873       2.96378779      0.161020666    
