 20180902
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       28680   2.65867448       7.66575289       4.65432358    
       28740   2.64516664       7.66575289       4.68552923    
       28800   2.60830951       7.70192528       4.71457911    
       28860   2.56904769       7.70192528       4.74102640    
       28920   2.53588104       7.73856926       4.76605463    
       28980   2.53588104       7.73856926       4.79176569    
       29040   2.49861908       7.76733589       4.81450081    
       29100   2.45821428       7.76733589       4.83406925    
       29160   2.42359519       7.79053974       4.85008764    
       29220   2.42359519       7.79053974       4.86248207    
       29280   2.37728572       7.80293226       4.87506437    
       29340   2.33919048       7.80293226       4.88937283    
       29400   2.30292869       7.80203009       4.90762377    
       29460   2.30292869       7.80203009       4.93305588    
       29520   2.24742866       7.80248451       4.96173525    
       29580   2.24074411       7.80248451       4.98928213    
       29640   2.23090911       7.81859732       5.01647902    
       29700   2.22408891       7.81859732       5.04214716    
       29760   2.22408891       7.84850693       5.06488085    
       29820   2.18955564       7.84850693       5.08618784    
       29880   2.18549991       7.87716436       5.10560703    
       29940   2.17717385       7.87716436       5.12416029    
       30000   2.16048884       7.89479303       5.14208031    
       30060   2.15284443       7.89479303       5.15836382    
       30120   2.15158701       7.90563202       5.17303944    
       30180   2.13555551       7.90563202       5.18664408    
       30240   2.10060000       7.91446447       5.20008373    
       30300   2.08515549       7.91446447       5.21430349    
       30360   2.08552170       7.91728258       5.22994852    
       30420   2.06126666       7.91728258       5.24644089    
       30480   2.05091119       7.92031431       5.26200581    
       30540   2.03928900       7.92031431       5.27849007    
       30600   2.03167391       7.92959118       5.29608583    
       30660   2.02211118       7.92959118       5.31409073    
       30720   2.01982212       7.93581390       5.33240604    
       30780   2.00099993       7.93581390       5.35090399    
       30840   1.99863040       7.94686651       5.36898518    
       30900   1.99339128       7.94686651       5.38600874    
       30960   2.00026655       7.95977402       5.40299845    
       31020   1.99893332       7.95977402       5.41903353    
       31080   2.00154352       7.97145700       5.43540668    
