 20181105
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       28680   3.23134089       3.41013551       3.34689593    
       28740   3.24422717       3.41013551       3.34610152    
       28800   3.23900008       3.42077899       3.34319091    
       28860   3.23795557       3.42077899       3.33929563    
       28920   3.24645448       3.42617917       3.33707595    
       28980   3.24122739       3.42617917       3.33695841    
       29040   3.24731112       3.42306733       3.33672118    
       29100   3.23627281       3.42306733       3.33831334    
       29160   3.23300004       3.42670107       3.34375167    
       29220   3.22231817       3.42670107       3.35267401    
       29280   3.22231817       3.42918420       3.36592364    
       29340   3.23543191       3.42918420       3.37925386    
       29400   3.24445462       3.44643044       3.39212728    
       29460   3.25820923       3.44643044       3.40756965    
       29520   3.25565910       3.48104954       3.42308998    
       29580   3.28106809       3.48104954       3.43786836    
       29640   3.30040908       3.51285148       3.45237017    
       29700   3.30040908       3.51285148       3.46580386    
       29760   3.29786372       3.54481936       3.47885513    
       29820   3.29931808       3.54481936       3.49259734    
       29880   3.29931808       3.57554603       3.50591063    
       29940   3.31786370       3.57554603       3.51930237    
       30000   3.29370451       3.60409451       3.53488803    
       30060   3.30679989       3.60409451       3.55356717    
       30120   3.29597735       3.63052869       3.57028985    
       30180   3.27363634       3.63052869       3.58507419    
       30240   3.31365919       3.66564012       3.60269475    
       30300   3.31365919       3.66564012       3.61851692    
       30360   3.33884096       3.69226432       3.63038397    
       30420   3.34747720       3.69226432       3.63778543    
       30480   3.35962224       3.73045516       3.64404392    
       30540   3.33790898       3.73045516       3.65434909    
       30600   3.37268186       3.75249696       3.66586113    
       30660   3.38370466       3.75249696       3.67956877    
       30720   3.40745449       3.76991248       3.69665623    
       30780   3.40745449       3.76991248       3.71668220    
       30840   3.42327261       3.79227209       3.74007225    
       30900   3.43684101       3.79227209       3.76443553    
       30960   3.42634892       3.82757783       3.78609538    
       31020   3.43445444       3.82757783       3.80500770    
       31080   3.41068172       3.87617874       3.82094693    
       31140   3.41995358       3.87617874       3.83590412    
       31200   3.42211628       3.91430616       3.85433459    
       31260   3.39768171       3.91430616       3.87490273    
       31320   3.39097738       3.94035482       3.89669871    
       31380   3.39362788       3.94035482       3.92140126    
       31440   3.38465905       3.98030639       3.94806719    
       31500   3.38195443       3.98030639       3.97199225    
       31560   3.37140918       4.02491140       3.99205589    
       31620   3.37253499       4.02491140       4.00888252    
       31680   3.36111617       4.07702160       4.02259827    
       31740   3.36111617       4.07702160       4.03560114    
       31800   3.36966658       4.11408186       4.04587650    
       31860   3.36966658       4.11408186       4.05238724    
       31920   3.37692690       4.13870192       4.05933857    
       31980   3.38067508       4.13870192       4.06834030    
       32040   3.36784625       4.15245485       4.07897472    
       32100   3.36784625       4.15245485       4.08952808    
       32160   3.35752630       4.16804457       4.09835911    
       32220   3.32789183       4.16804457       4.10605526    
       32280   3.33652782       4.18983030       4.11146498    
       32340   3.33652782       4.18983030       4.12242603    
       32400   3.34511423       4.20486259       4.13525152    
       32460   3.35500002       4.20486259       4.14979315    
       32520   3.36960602       4.22344494       4.16449118    
       32580   3.36960602       4.22344494       4.17690372    
       32640   3.37175012       4.24895525       4.18790960    
       32700   3.36712909       4.24895525       4.19969463    
       32760   3.33921885       4.27571011       4.21165085    
       32820   3.35190630       4.27571011       4.22160864    
       32880   3.36053133       4.29731607       4.22861767    
       32940   3.36053133       4.29731607       4.23174810    
       33000   3.34381247       4.31886387       4.23447037    
       33060   3.34040618       4.31886387       4.23744774    
       33120   3.35569692       4.32905626       4.23949862    
       33180   3.36225009       4.32905626       4.24296522    
       33240   3.36837506       4.33779097       4.24617767    
       33300   3.36159372       4.33779097       4.24871159    
       33360   3.37951517       4.34270334       4.25038052    
       33420   3.40554547       4.34270334       4.25069046    
       33480   3.42337489       4.34686995       4.24799919    
       33540   3.42206049       4.34686995       4.24325943    
       33600   3.40021205       4.34809303       4.23911810    
       33660   3.44490910       4.34809303       4.23344851    
       33720   3.43121886       4.33689690       4.22628117    
       33780   3.45748496       4.33689690       4.22276497    
       33840   3.48872733       4.32852745       4.22263527    
       33900   3.47590899       4.32852745       4.22097635    
       33960   3.47590899       4.31415558       4.21873999    
       34020   3.48139405       4.31415558       4.21823168    
       34080   3.45039392       4.31303549       4.21823788    
       34140   3.43318176       4.31303549       4.21541834    
       34200   3.43318176       4.30996227       4.20913029    
       34260   3.45436358       4.30996227       4.20217037    
       34320   3.45166659       4.30892515       4.19637680    
       34380   3.42909098       4.30892515       4.19064045    
       34440   3.42909098       4.29418707       4.18461514    
       34500   3.42745447       4.29418707       4.17780399    
       34560   3.44542432       4.28428745       4.16651869    
       34620   3.44835305       4.28428745       4.15445614    
       34680   3.43821216       4.27296019       4.14505196    
       34740   3.48118186       4.27296019       4.13860607    
       34800   3.51905894       4.24434328       4.13562393    
       34860   3.57261753       4.24434328       4.13156891    
       34920   3.60975766       4.22625732       4.12634230    
       34980   3.65936375       4.22625732       4.12092304    
       35040   3.70170593       4.22163916       4.11351442    
       35100   3.77317643       4.22163916       4.10506392    
       35160   3.80806065       4.21272039       4.09664774    
       35220   3.87784839       4.21272039       4.08930397    
       35280   3.95002937       4.19590330       4.08516598    
       35340   4.03685284       4.19590330       4.08419561    
       35400   4.05142879       4.17911720       4.08568525    
       35460   4.05142879       4.17911720       4.09161472    
       35520   4.08483315       4.17522335       4.10372639    
       35580   4.12270260       4.17522335       4.11778641    
       35640   4.12270260       4.18086672       4.13057566    
       35700   4.12481594       4.18086672       4.14257240    
       35760   4.10369253       4.21086502       4.15063381    
       35820   4.07614994       4.21086502       4.15634584    
       35880   4.07614994       4.23603439       2.80219293    
       35940   4.04987812       4.23603439       2.80617929    
       36000   4.05635691       4.24551201       2.81010938    
       36060   4.05076742       4.24551201       2.81417847    
       36120   4.05076742       4.25345802       2.81891084    
       36180   4.06904554       4.25345802       2.82540131    
       36240   4.06288910       4.26183414       2.83215380    
       36300   4.04406500       4.26183414       2.83854294    
       36360   4.04406500       4.27000475       2.84266877    
       36420   4.07915211       4.27000475       2.84522438    
       36480   4.11156511       4.28043556       2.84944916    
       36540   4.16882610       4.28043556       2.85608649    
       36600   4.16882610       4.28093863       2.86429000    
       36660   4.22306538       4.28093863       2.87087154    
       36720   4.28252172       4.28631639       2.87415695    
       36780   4.31121731       4.28631639       2.87516952    
       36840   4.31121731       4.29854727       2.87581921    
       36900   4.35449982       4.29854727       2.87780523    
       36960   4.36350012       4.29705000       2.87931895    
       37020   4.34873915       4.29705000       2.88069725    
       37080   4.36204433       4.29358959       2.88311005    
       37140   4.34173918       4.29358959       2.88799906    
       37200   4.34136963       4.28905821       2.89665699    
       37260   4.35065222       4.28905821       2.90660286    
       37320   4.34953356       4.28779554       2.91572285    
       37380   4.33923912       4.28779554       2.92405176    
       37440   4.34221745       4.30162954       2.93235397    
       37500   4.34777784       4.30162954       2.94076538    
       37560   4.38006687       4.31266308       2.94753265    
       37620   4.38006687       4.31266308       2.95178938    
       37680   4.38302231       4.32304239       2.95486283    
       37740   4.39720011       4.32304239       2.95800018    
       37800   4.40875578       4.32750130       2.96395946    
       37860   4.40875578       4.32750130       2.97327662    
       37920   4.39582205       4.32776403       2.98432732    
       37980   4.38897800       4.32776403       2.99540591    
       38040   4.40048885       4.33864021       3.00492430    
       38100   4.41045666       4.33864021       3.01318979    
       38160   4.41753340       4.35703182       3.02232528    
       38220   4.44211102       4.35703182       3.03596210    
       38280   4.46564436       4.36910439       3.05052829    
       38340   4.46564436       4.36910439       3.06268096    
       38400   4.48217773       4.38449383       3.07306504    
       38460   4.48344421       4.38449383       3.08111072    
       38520   4.45342207       4.40397787       3.08701539    
       38580   4.45342207       4.40397787       3.09085178    
       38640   4.41975546       4.41626549       3.09316301    
       38700   4.36666679       4.41626549       3.09581685    
       38760   4.29657793       4.42015409       3.10245967    
       38820   4.29657793       4.42015409       3.11193228    
       38880   4.23933315       4.41833782       3.12110925    
       38940   4.16133356       4.41833782       3.12789965    
       39000   4.12495565       4.43197584       3.13271213    
       39060   4.11536360       4.43197584       3.13625169    
       39120   4.11157799       4.44464874       3.13977551    
       39180   4.06355572       4.44464874       3.14149070    
       39240   4.00702238       4.44975471       3.13979959    
       39300   4.00702238       4.44975471       3.13795972    
       39360   3.98291111       4.45467663       3.13521290    
       39420   3.97688890       4.45467663       3.13469720    
       39480   3.99173331       4.44652224       4.61063290    
       39540   3.99173331       4.44652224       4.61266136    
       39600   4.01942205       4.43491793       4.61667061    
       39660   4.04519987       4.43491793       4.62082005    
       39720   4.04895544       4.43626833       4.62232733    
       39780   4.04895544       4.43626833       4.62096214    
       39840   4.01448870       4.44730425       4.61770058    
       39900   4.01255560       4.44730425       4.61349154    
       39960   4.04737759       4.44913340       4.60900354    
       40020   4.04737759       4.44913340       4.60657930    
       40080   4.06244421       4.44313717       4.60556841    
       40140   4.05791092       4.44313717       4.60284424    
       40200   4.01886654       4.43855286       4.59870386    
       40260   4.01886654       4.43855286       4.59387493    
       40320   4.00151110       4.43991566       4.59029293    
       40380   3.99928880       4.43991566       4.58960867    
       40440   4.03906679       4.43521166       4.58955193    
       40500   4.03906679       4.43521166       4.58841896    
       40560   4.06799984       4.43655920       4.58553648    
       40620   4.13704443       4.43655920       4.58255053    
       40680   4.19437790       4.44014311       4.58011770    
       40740   4.19437790       4.44014311       4.57722378    
       40800   4.24966669       4.43661070       4.57624817    
       40860   4.32166672       4.43661070       4.57577181    
       40920   4.35835552       4.43558979       4.57406378    
       40980   4.35835552       4.43558979       4.57336092    
       41040   4.38917780       4.44098854       4.57352114    
       41100   4.43988895       4.44098854       4.57371044    
       41160   4.43988895       4.44190931       4.57345200    
       41220   4.50948906       4.44190931       4.57447433    
       41280   4.58021736       4.44579935       4.57532597    
       41340   4.62273932       4.44579935       4.57461071    
       41400   4.64026690       4.44711065       4.57370043    
       41460   4.68680000       4.44711065       4.56995964    
       41520   4.68680000       4.44842100       4.56362057    
       41580   4.73120022       4.44842100       4.55614567    
       41640   4.76555538       4.44881201       4.54612112    
       41700   4.81944466       4.44881201       4.53526735    
       41760   4.86457777       4.43858480       4.52634907    
       41820   4.86457777       4.43858480       4.51718903    
       41880   4.90911102       4.41906977       4.50757980    
       41940   4.94904423       4.41906977       4.50106096    
       42000   4.94904423       4.40673208       4.49627542    
       42060   4.98188877       4.40673208       4.49262619    
       42120   5.01908875       4.39268827       4.49094915    
       42180   5.04602289       4.39268827       4.49104786    
       42240   5.10659981       4.38589096       4.49307823    
       42300   5.17686653       4.38589096       4.49643135    
       42360   5.23293161       4.38639641       4.50022936    
       42420   5.34938622       4.38639641       4.50091076    
       42480   5.34938622       4.39461994       4.49993277    
       42540   5.47756815       4.39461994       4.50037813    
       42600   5.60259104       4.40467787       4.50053453    
       42660   5.68284082       4.40467787       4.49998140    
       42720   5.68284082       4.40769958       4.49909067    
       42780   5.77199984       4.40769958       4.49665022    
       42840   5.89222717       4.40968895       4.49342680    
       42900   5.99650002       4.40968895       4.49096823    
       42960   5.99650002       4.41005802       4.48727083    
       43020   6.12247705       4.41005802       4.48312569    
       43080   6.25231838       4.40696573       4.11677551    
       43140   6.34240913       4.40696573       4.11306667    
       43200   6.34240913       4.39906311       4.11141443    
       43260   6.42868185       4.39906311       4.11067915    
       43320   6.49777269       4.39023495       4.10864258    
       43380   6.59656811       4.39023495       4.10769749    
       43440   6.59656811       4.38873672       4.10564995    
       43500   6.71270466       4.38873672       4.10185719    
       43560   6.83484077       4.38168287       4.09964800    
       43620   6.88299990       4.38168287       4.09821177    
       43680   6.92586374       4.36937904       4.09626102    
       43740   7.03363657       4.36937904       4.09434557    
       43800   7.14452267       4.36320734       4.09126043    
       43860   7.24275017       4.36320734       4.08697796    
       43920   7.24275017       4.35423613       4.08131075    
       43980   7.32397747       4.35423613       4.07211542    
       44040   7.37249994       4.34006453       4.06131172    
       44100   7.38220930       4.34006453       4.05123043    
       44160   7.39475012       4.32122469       4.04425049    
       44220   7.43465900       4.32122469       4.04109573    
       44280   7.47365904       4.29562807       4.03782892    
       44340   7.51132536       4.29562807       4.03360367    
       44400   7.53631830       4.28266525       4.03007984    
       44460   7.61700010       4.28266525       4.02505255    
       44520   7.67868185       4.27001905       4.01796913    
       44580   7.73751163       4.27001905       4.01053286    
       44640   7.77722740       4.26119375       4.00211430    
       44700   7.87375021       4.26119375       3.99275970    
       44760   7.90065098       4.24442863       3.98283529    
       44820   7.95543194       4.24442863       3.97295785    
       44880   7.95968199       4.22474861       3.96387911    
       44940   7.96425581       4.22474861       3.95697188    
       45000   8.05111599       4.20311880       3.95298409    
       45060   8.08079529       4.20311880       3.95051217    
       45120   8.17740917       4.18523407       3.94838166    
       45180   8.17740917       4.18523407       3.94650722    
       45240   8.26688671       4.17888832       3.94416404    
       45300   8.39256859       4.17888832       3.94263315    
       45360   8.43488407       4.17398643       3.94143534    
       45420   8.46760464       4.17398643       3.93784022    
       45480   8.44656849       4.16714621       3.93462133    
       45540   8.48727226       4.16714621       3.93209958    
       45600   8.53579044       4.16161871       3.93032956    
       45660   8.56999969       4.16161871       3.93049502    
       45720   8.64234066       4.15729046       3.93012786    
       45780   8.71745491       4.15729046       3.92849851    
       45840   8.71745491       4.15585375       3.92566800    
       45900   8.76231861       4.15585375       3.92148447    
       45960   8.82272720       4.15226126       3.91630602    
       46020   8.82272720       4.15226126       3.91092110    
       46080   8.85583687       4.14389467       3.90598416    
       46140   8.85583687       4.14389467       3.90015793    
       46200   8.87511921       4.13164997       3.89355111    
       46260   8.88858509       4.13164997       3.88780141    
       46320   8.92864990       4.12123632       3.88298774    
       46380   8.92864990       4.12123632       3.87872934    
       46440   8.90135002       4.10773563       3.87627196    
       46500   8.86964989       4.10773563       3.87492204    
       46560   8.90400028       4.09823608       3.87263012    
       46620   8.88689995       4.09823608       3.87131929    
       46680   8.89267540       4.09588957       7.49963808    
       46740   8.87412453       4.09588957       7.49681520    
       46800   8.90592289       4.08993816       7.49594450    
       46860   8.87852478       4.08993816       7.49372864    
       46920   8.87150002       4.08755827       7.48852348    
       46980   8.88046169       4.08755827       7.48240614    
       47040   8.83407688       4.09275055       7.47419453    
       47100   8.76287460       4.09275055       7.46602535    
       47160   8.68032455       4.08841991       7.46034479    
       47220   8.67010212       4.08841991       7.45371675    
       47280   8.59262466       4.07662249       7.44639444    
       47340   8.51130009       4.07662249       7.43967867    
       47400   8.45254993       4.07523870       7.43392134    
       47460   8.43371773       4.07523870       7.43018007    
       47520   8.40043545       4.07336521       7.42817402    
