 20190509
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       25380   2.80836368       1.75402534       2.74947977    
       25440   2.81329536       1.75588119       2.74834442    
       25500   2.81504655       1.75588119       2.74672365    
       25560   2.82547736       1.75759113       2.74563050    
       25620   2.83038640       1.75759113       2.74322915    
       25680   2.83286357       1.75887477       2.74046278    
       25740   2.83974409       1.75887477       2.73669934    
       25800   2.85470462       1.75967383       2.73305798    
       25860   2.85718608       1.75967383       2.72999382    
       25920   2.86037207       1.75612366       2.72848988    
       25980   2.86222720       1.75612366       2.72729278    
       26040   2.86065125       1.75067222       2.72721529    
       26100   2.86460471       1.75067222       2.72670221    
       26160   2.86288643       1.74930692       2.72756910    
       26220   2.87093019       1.74930692       2.72757125    
       26280   2.88839531       1.75024652       2.72755194    
       26340   2.88839531       1.75024652       2.72748017    
       26400   2.91153479       1.75383949       2.72641850    
       26460   2.92293024       1.75383949       2.72384453    
       26520   2.92293024       1.75573790       2.72013307    
       26580   2.92665124       1.75573790       2.71469808    
       26640   2.91834879       1.75232947       2.70954657    
       26700   2.89581394       1.75232947       2.70430398    
       26760   2.89581394       1.74252152       2.70016885    
       26820   2.88181400       1.74252152       2.69697356    
       26880   2.87388372       1.73185992       2.69533205    
       26940   2.87473798       1.73185992       2.69471502    
       27000   2.87013960       1.72421622       2.69534779    
       27060   2.86562800       1.72421622       2.69580531    
       27120   2.86462784       1.72088015       2.69610167    
       27180   2.86264277       1.72088015       2.69555473    
       27240   2.86825585       1.72054493       2.69549417    
       27300   2.86753488       1.72054493       2.69482255    
       27360   2.85967445       1.71866667       2.69468141    
       27420   2.85967445       1.71866667       2.69581389    
       27480   2.82846522       1.71738839       2.69705462    
       27540   2.82118607       1.71738839       2.69803905    
       27600   2.82288361       1.71681833       2.69840813    
       27660   2.82288361       1.71681833       2.69740772    
       27720   2.81983709       1.71583140       2.69820976    
       27780   2.82537198       1.71583140       2.69846106    
       27840   2.82011366       1.71164989       2.69868994    
       27900   2.81965113       1.71164989       2.69935608    
       27960   2.80718613       1.71352160       2.69895434    
       28020   2.80270457       1.71352160       2.69693780    
       28080   2.79913950       1.71447277       2.69415832    
       28140   2.78318596       1.71447277       2.69041395    
       28200   2.77911901       1.71059823       2.68638849    
       28260   2.77911901       1.71059823       2.68224001    
       28320   2.78500009       1.70291591       2.67866015    
       28380   2.79769993       1.70291591       2.67459249    
       28440   2.79810262       1.69340324       2.67053151    
       28500   2.79810262       1.69340324       2.66584992    
       28560   2.79528952       1.68550622       2.66076016    
       28620   2.79632425       1.68550622       2.65528417    
       28680   2.79632425       1.67712820       2.64938474    
       28740   2.80952787       1.67712820       2.64368272    
       28800   2.80380011       1.66658640       2.63931561    
       28860   2.79447055       1.66658640       2.63497424    
       28920   2.79447055       1.65385771       2.63140106    
