 20181005
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       28680   2.71010518       3.35051799       3.30020165    
       28740   2.71010518       3.35051799       3.29465294    
       28800   2.69666672       3.34731269       3.28859997    
       28860   2.67799997       3.34731269       3.28271031    
       28920   2.66100001       3.34108090       3.27749181    
       28980   2.66911769       3.34108090       3.27239394    
       29040   2.64899993       3.33275557       3.26570058    
       29100   2.64400005       3.33275557       3.25936198    
       29160   2.64199996       3.32729650       3.25279713    
       29220   2.69135284       3.32729650       3.24594927    
       29280   2.67787504       3.31621385       3.23864055    
       29340   2.69143748       3.31621385       3.23089147    
       29400   2.72358823       3.30453897       3.22319961    
       29460   2.76917648       3.30453897       3.21510959    
       29520   2.76917648       3.29113293       3.20863533    
       29580   2.80922222       3.29113293       3.20377254    
       29640   2.83194733       3.27842164       3.19973683    
       29700   2.85704994       3.27842164       3.19666553    
       29760   2.85704994       3.27218127       3.19323730    
       29820   2.91659999       3.27218127       3.18803859    
       29880   2.93366671       3.26851940       3.18277383    
       29940   2.97333336       3.26851940       3.17782187    
       30000   3.00620008       3.26373219       3.17245793    
       30060   3.03635001       3.26373219       3.16755176    
       30120   3.04676199       3.25818229       3.16282177    
       30180   3.07690477       3.25818229       3.15790296    
       30240   3.08330011       3.25053596       3.15426898    
       30300   3.09485722       3.25053596       3.15164638    
       30360   3.09609079       3.24388242       3.15030169    
       30420   3.14218187       3.24388242       3.15052795    
       30480   3.14218187       3.24185753       3.15146828    
       30540   3.18072724       3.24185753       3.15222740    
       30600   3.18382597       3.24464083       3.15138054    
       30660   3.20487499       3.24464083       3.14903116    
       30720   3.20487499       3.25031996       3.14486480    
       30780   3.20487499       3.25031996       3.13959670    
       30840   3.20487499       3.24928164       3.13452697    
       30900   3.21871996       3.24928164       3.13024926    
       30960   3.21888471       3.24113560       3.12596607    
       31020   3.21888471       3.24113560       3.12232685    
       31080   3.21799994       3.23369551       3.11803842    
       31140   3.22907138       3.23369551       3.11245990    
       31200   3.24300003       3.22609615       3.10780549    
       31260   3.24300003       3.22609615       3.10317183    
       31320   3.25703335       3.21594834       3.09975743    
       31380   3.29159999       3.21594834       3.09737945    
       31440   3.32439995       3.20914674       3.09563851    
       31500   3.32439995       3.20914674       3.09501076    
       31560   3.32480645       3.20701981       3.09444857    
       31620   3.31103134       3.20701981       3.09336090    
       31680   3.30606055       3.20723033       3.09130335    
       31740   3.30606055       3.20723033       3.08921647    
       31800   3.27567649       3.20741868       3.08680081    
       31860   3.26274276       3.20741868       3.08441687    
       31920   3.25080562       3.20362425       3.08269286    
       31980   3.24437833       3.20362425       3.08057618    
       32040   3.24437833       3.19843364       3.07929897    
       32100   3.23078942       3.19843364       3.07867050    
       32160   3.20751286       3.19549537       3.07832980    
       32220   3.18992496       3.19549537       3.07913899    
       32280   3.18992496       3.19576073       2.52878165    
       32340   3.18885374       3.19576073       2.53294301    
       32400   3.19600010       3.19704413       2.53670144    
       32460   3.19925570       3.19704413       2.53931880    
       32520   3.19925570       3.19983864       2.54131365    
       32580   3.20650005       3.19983864       2.54215026    
       32640   3.21363640       3.20204186       2.54113221    
       32700   3.21280003       3.20204186       2.53988600    
       32760   3.22274995       3.20186377       2.53828096    
       32820   3.22420454       3.20186377       2.53692794    
       32880   3.21254539       3.19501185       2.53584123    
       32940   3.21254539       3.19501185       2.53516793    
       33000   3.21286368       3.18727446       2.53557920    
       33060   3.20543170       3.18727446       2.53650308    
       33120   3.19374990       3.18070984       2.53734207    
       33180   3.19374990       3.18070984       2.53605986    
       33240   3.18624997       3.17842555       2.53227162    
       33300   3.18084097       3.17842555       2.52678823    
       33360   3.16968179       3.17591262       2.52198672    
       33420   3.16968179       3.17591262       2.51912236    
       33480   3.15936375       3.16357327       2.51689506    
       33540   3.15704536       3.16357327       2.51368523    
       33600   3.15286374       3.15416765       2.51062322    
       33660   3.15286374       3.15416765       2.50845838    
       33720   3.15259099       3.14728141       2.50696611    
       33780   3.15888643       3.14728141       2.50640106    
       33840   3.16822720       3.14102387       2.50687909    
       33900   3.16822720       3.14102387       2.50700641    
       33960   3.16455817       3.13756633       2.50513482    
       34020   3.17325592       3.13756633       2.50096726    
       34080   3.16534877       3.13792849       2.49557066    
       34140   3.16534877       3.13792849       2.48982477    
       34200   3.15652370       3.13071489       2.48362398    
       34260   3.15419507       3.13071489       2.47840333    
       34320   3.14217067       3.11886692       2.47478294    
       34380   3.14821434       3.11886692       2.47307730    
       34440   3.14821434       3.10527277       2.47286487    
       34500   3.14855814       3.10527277       2.47284937    
       34560   3.15513945       3.09836626       2.47187567    
       34620   3.17488360       3.09836626       2.47072530    
       34680   3.19568181       3.09742451       2.46880984    
       34740   3.19569778       3.09742451       2.46741724    
       34800   3.20411634       3.09277296       2.46672606    
       34860   3.21416283       3.09277296       2.46450329    
       34920   3.23593187       3.08532715       2.46270347    
       34980   3.22597671       3.08532715       2.46011758    
       35040   3.25939536       3.08067584       2.45701981    
       35100   3.29418612       3.08067584       2.45381474    
       35160   3.32152271       3.07786369       2.45095801    
       35220   3.32116270       3.07786369       2.44948506    
       35280   3.34676743       3.07305908       2.44827819    
       35340   3.35748839       3.07305908       2.44780493    
       35400   3.37490916       3.06968594       2.44812226    
       35460   3.40053487       3.06968594       2.44951344    
       35520   3.42437220       3.06737590       2.45174193    
       35580   3.43909311       3.06737590       2.45420122    
       35640   3.44655824       3.06807780       2.45739508    
       35700   3.44655824       3.06807780       2.46009994    
       35760   3.45446515       3.07216573       2.46160603    
       35820   3.46723247       3.07216573       2.46225977    
       35880   3.47990704       3.07914495       3.06638217    
       35940   3.47990704       3.07914495       3.06252837    
       36000   3.48069763       3.08141136       3.05793691    
       36060   3.47113943       3.08141136       3.05367613    
       36120   3.47435713       3.07826948       3.04829454    
       36180   3.46081400       3.07826948       3.04100013    
       36240   3.44634891       3.07158160       3.03539634    
       36300   3.44627905       3.07158160       3.03202105    
       36360   3.45271420       3.06036472       3.03024173    
       36420   3.44409299       3.06036472       3.03029609    
       36480   3.44267440       3.05583882       3.03162813    
       36540   3.44799995       3.05583882       3.03384280    
       36600   3.44799995       3.05724335       3.03645205    
       36660   3.44634891       3.05724335       3.03877687    
       36720   3.45451164       3.06311226       3.04183626    
       36780   3.45830226       3.06311226       3.04619551    
       36840   3.45830226       3.07021546       3.05099988    
       36900   3.45341849       3.07021546       3.05643153    
       36960   3.45779061       3.07973719       3.06225729    
       37020   3.46865106       3.07973719       3.06625295    
       37080   3.46865106       3.09047675       3.06890917    
       37140   3.45439529       3.09047675       3.07166934    
       37200   3.44695354       3.10255122       3.07461452    
       37260   3.45823264       3.10255122       3.07667232    
       37320   3.45823264       3.10937810       3.07856870    
       37380   3.47341871       3.10937810       3.08068180    
       37440   3.46723247       3.11672306       3.08180237    
       37500   3.46040487       3.11672306       3.08195329    
       37560   3.46040487       3.12321877       3.08149529    
       37620   3.46040487       3.12321877       3.08203197    
       37680   3.45953655       3.12614655       3.08393288    
       37740   3.46487498       3.12614655       3.08621025    
       37800   3.46487498       3.12622786       3.08788466    
       37860   3.46487498       3.12622786       3.08902931    
       37920   3.46487498       3.13142705       3.08989453    
       37980   3.47176933       3.13142705       3.08984494    
       38040   3.47376323       3.13451076       3.08962345    
       38100   3.47376323       3.13451076       3.08961701    
       38160   3.48216224       3.13599396       3.08909369    
       38220   3.47238898       3.13599396       3.08911514    
       38280   3.45525718       3.13660932       3.08932877    
       38340   3.43658829       3.13660932       3.09029508    
       38400   3.43658829       3.13528681       3.09249330    
       38460   3.42284846       3.13528681       3.09566760    
       38520   3.40278125       3.13423133       3.10110474    
       38580   3.37796783       3.13423133       3.10679340    
       38640   3.37796783       3.13791442       3.11188006    
       38700   3.32626677       3.13791442       3.11614418    
       38760   3.27224135       3.15044594       3.11883426    
       38820   3.22849989       3.15044594       3.11945772    
       38880   3.22849989       3.16036439       3.11830020    
       38940   3.20048141       3.16036439       3.11650825    
       39000   3.18480778       3.16404605       3.11375690    
       39060   3.14723992       3.16404605       3.11005020    
       39120   3.14723992       3.16063738       3.10686517    
       39180   3.11804175       3.16063738       3.10442543    
       39240   3.10291314       3.15339041       3.10269976    
       39300   3.09240913       3.15339041       3.10122514    
       39360   3.09240913       3.14821053       3.09941673    
       39420   3.09357142       3.14821053       3.09801269    
       39480   3.10465002       3.14575338       3.53080654    
       39540   3.10757899       3.14575338       3.52772999    
       39600   3.10757899       3.14204907       3.52521276    
       39660   3.10355544       3.14204907       3.52342677    
       39720   3.10505891       3.13954210       3.52181911    
       39780   3.10505891       3.13954210       3.52198148    
       39840   3.11837506       3.13901782       3.52440023    
       39900   3.13319993       3.13901782       3.52536821    
       39960   3.13485718       3.14058042       3.52493024    
       40020   3.13485718       3.14058042       3.52401900    
       40080   3.13892317       3.14959192       3.52185106    
       40140   3.13791656       3.14959192       3.51888108    
       40200   3.13254547       3.15320969       3.51581001    
       40260   3.13254547       3.15320969       3.51327968    
       40320   3.14409995       3.15238786       3.51142430    
       40380   3.13100004       3.15238786       3.50922179    
       40440   3.13612509       3.15039563       3.50667024    
       40500   3.13612509       3.15039563       3.50446701    
       40560   3.16271424       3.15066981       3.50208592    
       40620   3.15799999       3.15066981       3.49983788    
       40680   3.12759995       3.14918995       3.49761581    
       40740   3.12759995       3.14918995       3.49472475    
       40800   3.31649995       3.14652252       3.49209905    
       40860   3.47099996       3.14652252       3.48958278    
       40920   3.46600008       3.14309120       3.48755360    
       40980   3.46600008       3.14309120       3.48527908    
       41040   3.26600003       3.14073443       3.48191953    
       41100   9999.00000       3.14073443       3.47865367    
       41160   9999.00000       3.14023876       3.47535825    
       41220   9999.00000       3.14023876       3.47163010    
       41280   5.17100000       3.13513994       3.46749377    
       41340   5.17100000       3.13513994       3.46267223    
       41400   5.17100000       3.12983704       3.45878887    
       41460   5.17100000       3.12983704       3.45681739    
       41520   5.17100000       3.12302375       3.45544100    
       41580   5.17100000       3.12302375       3.45439672    
       41640   5.17100000       3.11962342       3.45339870    
       41700   5.17100000       3.11962342       3.45181894    
       41760   5.17100000       3.11828566       3.44930577    
       41820   5.17100000       3.11828566       3.44655228    
       41880   5.17100000       3.11742330       3.44423842    
       41940   5.17100000       3.11742330       3.44276309    
       42000   5.17100000       3.11254907       3.44186878    
       42060   5.17100000       3.11254907       3.44111300    
       42120   5.17100000       3.10911822       3.44077682    
       42180   5.17100000       3.10911822       3.43951464    
       42240   5.17100000       3.10803652       3.43672299    
       42300   5.17100000       3.10803652       3.43330026    
       42360   5.17100000       3.10823131       3.42963719    
       42420   5.17100000       3.10823131       3.42642546    
       42480   5.17100000       3.10213971       3.42384720    
       42540   5.17100000       3.10213971       3.42159867    
       42600   5.17100000       3.09506965       3.42031264    
       42660   5.17100000       3.09506965       3.42032886    
       42720   5.17100000       3.09033918       3.42161679    
       42780   5.17100000       3.09033918       3.42262530    
       42840   5.17100000       3.08924365       3.42282438    
       42900   5.17100000       3.08924365       3.42228508    
       42960   5.17100000       3.09305692       3.42102194    
       43020   5.17100000       3.09305692       3.41959429    
       43080   5.17100000       3.09373856       3.95777535    
       43140   5.17100000       3.09373856       3.95585179    
       43200   5.17100000       3.09137464       3.95333624    
       43260   5.17100000       3.09137464       3.95058608    
       43320   9999.00000       3.08889914       3.94777203    
       43380   9999.00000       3.08889914       3.94507051    
       43440   9999.00000       3.08480453       3.94181871    
       43500   9999.00000       3.08480453       3.93769646    
       43560   9999.00000       3.08071136       3.93393612    
       43620   9999.00000       3.08071136       3.93050194    
       43680   9999.00000       3.07579160       3.92674232    
       43740   9999.00000       3.07579160       3.92324734    
       43800   9999.00000       3.07272220       3.92033648    
       43860   9999.00000       3.07272220       3.91760755    
       43920   9999.00000       3.06890965       3.91464615    
       43980   9999.00000       3.06890965       3.91140652    
       44040   9999.00000       3.06773949       3.90803576    
       44100   9999.00000       3.06773949       3.90459538    
       44160   9999.00000       3.06644511       3.90040851    
       44220   9999.00000       3.06644511       3.89620018    
       44280   9999.00000       3.06477165       3.89168882    
       44340   9999.00000       3.06477165       3.88699627    
       44400   9999.00000       3.06033230       3.88370180    
       44460   9999.00000       3.06033230       3.88080430    
       44520   9999.00000       3.05497265       3.87879729    
       44580   9999.00000       3.05497265       3.87728500    
       44640   9999.00000       3.05516124       3.87560391    
       44700   9999.00000       3.05516124       3.87457156    
       44760   9999.00000       3.05869055       3.87287617    
       44820   9999.00000       3.05869055       3.87052226    
       44880   9999.00000       3.06141400       3.86882734    
       44940   9999.00000       3.06141400       3.86776066    
       45000   9999.00000       3.06171131       3.86745834    
