 20190225
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        7260   14.7445898       14.6080093       15.3599997    
        7320   14.7290163       14.6063309       15.3599997    
        7380   14.7132788       14.6067247       15.3599997    
        7440   14.7004919       14.6094246       15.3599997    
        7500   14.6898365       14.6144638       15.3599997    
        7560   14.6816397       14.6215172       15.3599997    
        7620   14.6744261       14.6298122       15.3599997    
        7680   14.6695080       14.6386013       15.3599997    
        7740   14.6629505       14.6473598       15.3599997    
        7800   14.6539345       14.6556597       15.3599997    
        7860   14.6437702       14.6629448       15.3599997    
        7920   14.6347542       14.6683779       15.3599997    
        7980   14.6272135       14.6715527       15.3599997    
        8040   14.6175413       14.6732330       15.3599997    
        8100   14.6078691       14.6748476       15.3599997    
        8160   14.5996723       14.6774549       15.3599997    
        8220   14.5909834       14.6809950       15.3599997    
        8280   14.5840988       14.6849241       15.3599997    
        8340   14.5780325       14.6889524       15.3599997    
        8400   14.5693445       14.6934919       15.3599997    
        8460   14.5577049       14.6989193       15.3599997    
        8520   14.5500002       14.7054024       15.3599997    
        8580   14.5452461       14.7125702       15.3599997    
        8640   14.5372133       14.7198706       15.3599997    
        8700   14.5286884       14.7276583       15.3599997    
        8760   14.5191803       14.7373018       15.3599997    
        8820   14.5132790       14.7495003       15.3599997    
        8880   14.5116396       14.7632952       15.3599997    
        8940   14.5119677       14.7761755       15.3599997    
        9000   14.5129509       14.7873878       15.3599997    
        9060   14.5121307       14.7974033       15.3599997    
        9120   14.5108194       14.8067770       15.3599997    
        9180   14.5098362       14.8161402       15.3599997    
        9240   14.5065575       14.8256340       15.3599997    
        9300   14.5013113       14.8350430       15.3599997    
        9360   14.4991808       14.8442421       15.3599997    
        9420   14.4955740       14.8532972       15.3599997    
        9480   14.4921312       14.8629284       15.3599997    
        9540   14.4898357       14.8743162       15.3599997    
        9600   14.4865570       14.8874493       15.3599997    
        9660   14.4801636       14.9005604       15.3599997    
        9720   14.4734430       14.9120445       15.3599997    
        9780   14.4675407       14.9214211       15.3599997    
        9840   14.4627867       14.9286165       15.3599997    
        9900   14.4586887       14.9334450       15.3599997    
        9960   14.4559021       14.9359045       15.3599997    
       10020   14.4547539       14.9366302       15.3599997    
       10080   14.4519672       14.9369621       15.3599997    
       10140   14.4447536       14.9378185       15.3599997    
       10200   14.4332790       14.9394293       15.3599997    
       10260   14.4229507       14.9420662       15.3599997    
       10320   14.4144258       14.9464931       15.3599997    
       10380   14.4095078       14.9527502       15.3599997    
       10440   14.4042625       14.9601774       15.3599997    
       10500   14.3986883       14.9681377       15.3599997    
       10560   14.3939342       14.9761896       15.3599997    
       10620   14.3901644       14.9837723       15.3599997    
       10680   14.3870487       14.9903221       15.3599997    
       10740   14.3803282       14.9954796       15.3599997    
       10800   14.3739347       14.9991169       15.3599997    
       10860   14.3683605       15.0013838       14.7700005    
       10920   14.3619671       15.0025597       14.7700005    
       10980   14.3531151       15.0028563       14.7700005    
       11040   14.3434429       15.0024319       14.7700005    
       11100   14.3365574       15.0013971       14.7700005    
       11160   14.3286886       14.9997282       14.7700005    
       11220   14.3193445       14.9973154       14.7700005    
       11280   14.3096724       14.9938974       14.7700005    
       11340   14.2978687       14.9893990       14.7700005    
       11400   14.2860651       14.9842100       14.7700005    
       11460   14.2754097       14.9793205       14.7700005    
       11520   14.2657375       14.9759235       14.7700005    
       11580   14.2573767       14.9747362       14.7700005    
       11640   14.2483606       14.9757109       14.7700005    
       11700   14.2380323       14.9777536       14.7700005    
       11760   14.2268848       14.9793549       14.7700005    
       11820   14.2139349       14.9795218       14.7700005    
       11880   14.2016392       14.9778576       14.7700005    
       11940   14.1878691       14.9745531       14.7700005    
       12000   14.1734428       14.9698381       14.7700005    
       12060   14.1595078       14.9641924       14.7700005    
       12120   14.1455736       14.9580364       14.7700005    
       12180   14.1280327       14.9519291       14.7700005    
       12240   14.1088524       14.9461937       14.7700005    
       12300   14.0929508       14.9401665       14.7700005    
       12360   14.0780325       14.9325285       14.7700005    
       12420   14.0627871       14.9229488       14.7700005    
       12480   14.0454102       14.9125118       14.7700005    
       12540   14.0265570       14.9030981       14.7700005    
       12600   14.0085249       14.8956223       14.7700005    
       12660   13.9914751       14.8900747       14.7700005    
       12720   13.9772129       14.8862057       14.7700005    
       12780   13.9631147       14.8835745       14.7700005    
       12840   13.9472132       14.8814030       14.7700005    
       12900   13.9321308       14.8787699       14.7700005    
       12960   13.9175406       14.8751116       14.7700005    
       13020   13.9021311       14.8703957       14.7700005    
       13080   13.8893442       14.8645144       14.7700005    
       13140   13.8788528       14.8570976       14.7700005    
       13200   13.8681965       14.8484287       14.7700005    
       13260   13.8572130       14.8398552       14.7700005    
       13320   13.8481970       14.8327398       14.7700005    
       13380   13.8411474       14.8276176       14.7700005    
       13440   13.8355742       14.8242636       14.7700005    
       13500   13.8295078       14.8223333       14.7700005    
       13560   13.8240986       14.8217268       14.7700005    
       13620   13.8209839       14.8224659       14.7700005    
       13680   13.8167210       14.8242035       14.7700005    
       13740   13.8136063       14.8264694       14.7700005    
       13800   13.8108196       14.8287544       14.7700005    
       13860   13.8070488       14.8302670       14.7700005    
       13920   13.8047543       14.8301058       14.7700005    
       13980   13.8044262       14.8275385       14.7700005    
       14040   13.8067217       14.8222857       14.7700005    
       14100   13.8106556       14.8146544       14.7700005    
       14160   13.8165569       14.8056355       14.7700005    
       14220   13.8218031       14.7965956       14.7700005    
       14280   13.8270493       14.7883530       14.7700005    
       14340   13.8308201       14.7811213       14.7700005    
       14400   13.8368855       14.7749233       14.7700005    
       14460   13.8416395       14.7695160       14.5900002    
       14520   13.8450823       14.7644053       14.5900002    
       14580   13.8477049       14.7589922       14.5900002    
       14640   13.8503275       14.7527323       14.5900002    
       14700   13.8540983       14.7453575       14.5900002    
       14760   13.8581963       14.7370386       14.5900002    
       14820   13.8654099       14.7281637       14.5900002    
       14880   13.8737707       14.7190104       14.5900002    
       14940   13.8839340       14.7092810       14.5900002    
       15000   13.8975410       14.6987095       14.5900002    
       15060   13.9113111       14.6875086       14.5900002    
       15120   13.9239340       14.6760826       14.5900002    
       15180   13.9342623       14.6653481       14.5900002    
       15240   13.9427872       14.6566143       14.5900002    
       15300   13.9542627       14.6504002       14.5900002    
       15360   13.9691801       14.6462383       14.5900002    
       15420   13.9859018       14.6437035       14.5900002    
       15480   14.0016394       14.6426544       14.5900002    
       15540   14.0178690       14.6428318       14.5900002    
       15600   14.0345898       14.6437225       14.5900002    
       15660   14.0503283       14.6445074       14.5900002    
       15720   14.0659018       14.6447611       14.5900002    
       15780   14.0821314       14.6442013       14.5900002    
       15840   14.1000004       14.6426029       14.5900002    
       15900   14.1175413       14.6401625       14.5900002    
       15960   14.1350822       14.6369095       14.5900002    
       16020   14.1526232       14.6326818       14.5900002    
       16080   14.1688528       14.6272469       14.5900002    
       16140   14.1852455       14.6205215       14.5900002    
       16200   14.2034426       14.6126528       14.5900002    
       16260   14.2200003       14.6040535       14.5900002    
       16320   14.2357378       14.5951796       14.5900002    
       16380   14.2506561       14.5863438       14.5900002    
       16440   14.2644262       14.5779696       14.5900002    
       16500   14.2788525       14.5705538       14.5900002    
       16560   14.2922955       14.5642834       14.5900002    
       16620   14.3057375       14.5590601       14.5900002    
       16680   14.3186884       14.5546656       14.5900002    
       16740   14.3303280       14.5506792       14.5900002    
       16800   14.3398361       14.5468140       14.5900002    
       16860   14.3493443       14.5427818       14.5900002    
       16920   14.3585243       14.5379820       14.5900002    
       16980   14.3668852       14.5321751       14.5900002    
       17040   14.3749180       14.5252848       14.5900002    
       17100   14.3819675       14.5178156       14.5900002    
       17160   14.3891802       14.5105400       14.5900002    
       17220   14.3952456       14.5040531       14.5900002    
       17280   14.4006557       14.4984598       14.5900002    
       17340   14.4068851       14.4935188       14.5900002    
       17400   14.4119673       14.4890842       14.5900002    
       17460   14.4181967       14.4852943       14.5900002    
       17520   14.4260654       14.4824476       14.5900002    
       17580   14.4339342       14.4808884       14.5900002    
       17640   14.4398365       14.4809370       14.5900002    
       17700   14.4429512       14.4829397       14.5900002    
       17760   14.4467211       14.4867411       14.5900002    
       17820   14.4485245       14.4909840       14.5900002    
       17880   14.4499998       14.4941769       14.5900002    
       17940   14.4509840       14.4963112       14.5900002    
       18000   14.4518032       14.4977760       14.5900002    
       18060   14.4518032       14.4991407       13.6700001    
       18120   14.4529505       14.5010614       13.6700001    
       18180   14.4555740       14.5039473       13.6700001    
       18240   14.4606562       14.5076075       13.6700001    
       18300   14.4672127       14.5115786       13.6700001    
       18360   14.4737701       14.5153475       13.6700001    
       18420   14.4780331       14.5185099       13.6700001    
       18480   14.4799995       14.5209894       13.6700001    
       18540   14.4809837       14.5230894       13.6700001    
       18600   14.4814758       14.5251122       13.6700001    
       18660   14.4821310       14.5268803       13.6700001    
       18720   14.4837704       14.5278168       13.6700001    
       18780   14.4859018       14.5269175       13.6700001    
       18840   14.4877052       14.5231342       13.6700001    
       18900   14.4893446       14.5166378       13.6700001    
       18960   14.4898357       14.5088882       13.6700001    
       19020   14.4895086       14.5010824       13.6700001    
       19080   14.4883604       14.4937944       13.6700001    
       19140   14.4872131       14.4873171       13.6700001    
       19200   14.4877052       14.4812145       13.6700001    
       19260   14.4893446       14.4752092       13.6700001    
       19320   14.4918032       14.4695253       13.6700001    
