 20190325
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   7.60885239       7.40683842       7.32999992    
        3720   7.57409859       7.42788315       7.32999992    
        3780   7.52540970       7.44385624       7.32999992    
        3840   7.49049187       7.45499039       7.32999992    
        3900   7.45721292       7.46604347       7.32999992    
        3960   7.44163942       7.48210526       7.32999992    
        4020   7.40934420       7.50371027       7.32999992    
        4080   7.39704895       7.52898216       7.32999992    
        4140   7.38967228       7.55640459       7.32999992    
        4200   7.36262274       7.58424282       7.32999992    
        4260   7.36262274       7.60891914       7.32999992    
        4320   7.35557365       7.62561131       7.32999992    
        4380   7.32655716       7.63057137       7.32999992    
        4440   7.30409813       7.62433624       7.32999992    
        4500   7.30213118       7.61145878       7.32999992    
        4560   7.30213118       7.59785223       7.32999992    
        4620   7.24557400       7.58722878       7.32999992    
        4680   7.24032784       7.57806730       7.32999992    
        4740   7.19032764       7.56668186       7.32999992    
        4800   7.16704941       7.55294228       7.32999992    
        4860   7.14573765       7.53828955       7.32999992    
        4920   7.11590147       7.52288294       7.32999992    
        4980   7.13459015       7.50644970       7.32999992    
        5040   7.10803270       7.48806238       7.32999992    
        5100   7.08573771       7.46611595       7.32999992    
        5160   7.06770515       7.44049597       7.32999992    
        5220   7.03245878       7.41461802       7.32999992    
        5280   7.02622938       7.39323378       7.32999992    
        5340   7.01672125       7.37766600       7.32999992    
        5400   6.99786901       7.36297655       7.32999992    
        5460   6.98803282       7.34373856       7.32999992    
        5520   6.95983601       7.32203817       7.32999992    
        5580   6.95901632       7.30559731       7.32999992    
        5640   6.95278692       7.30072117       7.32999992    
        5700   6.95786905       7.30937052       7.32999992    
        5760   6.93622971       7.32872677       7.32999992    
        5820   6.91049194       7.35044479       7.32999992    
        5880   6.91573763       7.36504841       7.32999992    
        5940   6.89196730       7.36835194       7.32999992    
        6000   6.86065578       7.36025667       7.32999992    
        6060   6.86639357       7.34369516       7.32999992    
        6120   6.82131147       7.32432985       7.32999992    
        6180   6.83393431       7.31258774       7.32999992    
        6240   6.82622957       7.31363344       7.32999992    
        6300   6.80573750       7.32079220       7.32999992    
        6360   6.79377031       7.32676983       7.32999992    
        6420   6.76426220       7.32875347       7.32999992    
        6480   6.73098373       7.32517767       7.32999992    
        6540   6.71426249       7.31469393       7.32999992    
        6600   6.69950819       7.29641438       7.32999992    
        6660   6.67704916       7.26974392       7.32999992    
        6720   6.65032768       7.23594570       7.32999992    
        6780   6.63639355       7.19746256       7.32999992    
        6840   6.60163927       7.15626192       7.32999992    
        6900   6.58344269       7.11371660       7.32999992    
        6960   6.53557396       7.07125282       7.32999992    
        7020   6.51344252       7.02947617       7.32999992    
        7080   6.49983597       6.98812199       7.32999992    
        7140   6.48016405       6.94749308       7.32999992    
        7200   6.45885229       6.90835476       7.32999992    
        7260   6.40721321       6.87147856       7.40000010    
        7320   6.34934425       6.83850813       7.40000010    
        7380   6.32475424       6.81209850       7.40000010    
