 20180925
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   6.06393433       6.85081673       5.65000010    
        3720   6.05245924       6.86168194       5.65000010    
        3780   6.06770515       6.86514854       5.65000010    
        3840   6.07672119       6.86341381       5.65000010    
        3900   6.06672144       6.86157084       5.65000010    
        3960   6.06377029       6.86505032       5.65000010    
        4020   6.07967234       6.87683868       5.65000010    
        4080   6.09770489       6.89556408       5.65000010    
        4140   6.10081959       6.91705751       5.65000010    
        4200   6.16098356       6.93720245       5.65000010    
        4260   6.17573786       6.95341969       5.65000010    
        4320   6.17688513       6.96567392       5.65000010    
        4380   6.22557354       6.97599030       5.65000010    
        4440   6.27803278       6.98681927       5.65000010    
        4500   6.29639339       6.99923134       5.65000010    
        4560   6.32065582       7.01262712       5.65000010    
        4620   6.38377047       7.02717447       5.65000010    
        4680   6.40016413       7.04608250       5.65000010    
        4740   6.39721298       7.07378435       5.65000010    
        4800   6.43655729       7.10863400       5.65000010    
        4860   6.48213100       7.13832283       5.65000010    
        4920   6.52229500       7.14974260       5.65000010    
        4980   6.55868864       7.13985538       5.65000010    
        5040   6.55786896       7.11513138       5.65000010    
        5100   6.59754086       7.08509588       5.65000010    
        5160   6.62540960       7.05727148       5.65000010    
        5220   6.64147520       7.03529310       5.65000010    
        5280   6.65704918       7.01926613       5.65000010    
        5340   6.68327856       7.00856781       5.65000010    
        5400   6.73573780       7.00383234       5.65000010    
        5460   6.78852463       7.00556421       5.65000010    
        5520   6.82245922       7.01234102       5.65000010    
        5580   6.84459019       7.02175999       5.65000010    
        5640   6.90000010       7.03066874       5.65000010    
        5700   6.92754078       7.03341055       5.65000010    
        5760   6.96032810       7.02506495       5.65000010    
        5820   6.96393442       7.00707865       5.65000010    
        5880   6.98442602       6.98647738       5.65000010    
        5940   7.00131130       6.96947813       5.65000010    
        6000   7.03245878       6.95760822       5.65000010    
        6060   7.04639339       6.95066452       5.65000010    
        6120   7.04639339       6.94963026       5.65000010    
        6180   7.07262278       6.95469093       5.65000010    
        6240   7.10508204       6.96178818       5.65000010    
        6300   7.11032772       6.96384239       5.65000010    
        6360   7.08770514       6.95584393       5.65000010    
        6420   7.09999990       6.94106388       5.65000010    
        6480   7.12754107       6.92880630       5.65000010    
        6540   7.14196730       6.92171717       5.65000010    
        6600   7.17557383       6.91428185       5.65000010    
        6660   7.17065573       6.90349436       5.65000010    
        6720   7.16327858       6.89261818       5.65000010    
        6780   7.18295097       6.88583374       5.65000010    
        6840   7.20131159       6.88439083       5.65000010    
        6900   7.23163939       6.88726473       5.65000010    
        6960   7.26163912       6.89224482       5.65000010    
        7020   7.31081963       6.89597034       5.65000010    
        7080   7.31770515       6.89500189       5.65000010    
        7140   7.36770487       6.88787270       5.65000010    
        7200   7.39131165       6.87629604       5.65000010    
        7260   7.40721321       6.86388540       8.22999954    
        7320   7.40475416       6.85356236       8.22999954    
        7380   7.40999985       6.84584761       8.22999954    
        7440   7.39721298       6.83858728       8.22999954    
        7500   7.42885256       6.82800817       8.22999954    
        7560   7.42524576       6.81065607       8.22999954    
        7620   7.43950796       6.78538036       8.22999954    
        7680   7.40426207       6.75406599       8.22999954    
        7740   7.38459015       6.72033119       8.22999954    
        7800   7.35852480       6.68863153       8.22999954    
        7860   7.34016371       6.66347647       8.22999954    
        7920   7.34016371       6.64708519       8.22999954    
        7980   7.37868834       6.63780451       8.22999954    
        8040   7.37459040       6.63126087       8.22999954    
        8100   7.34131145       6.62305593       8.22999954    
        8160   7.33688545       6.61086798       8.22999954    
        8220   7.31016397       6.59433079       8.22999954    
        8280   7.24868870       6.57292747       8.22999954    
        8340   7.24131155       6.54455519       8.22999954    
        8400   7.25491810       6.51001740       8.22999954    
        8460   7.23032808       6.47898626       8.22999954    
        8520   7.17786884       6.46280003       8.22999954    
        8580   7.16885233       6.46398306       8.22999954    
        8640   7.13147545       6.47678089       8.22999954    
        8700   7.11262274       6.49362707       8.22999954    
        8760   7.10327864       6.50879335       8.22999954    
        8820   7.09721327       6.51870966       8.22999954    
        8880   7.08770514       6.52127409       8.22999954    
        8940   7.06016397       6.51426935       8.22999954    
        9000   7.01836061       6.49519300       8.22999954    
        9060   7.00770473       6.46329212       8.22999954    
        9120   6.98147535       6.42144012       8.22999954    
        9180   6.97295094       6.37528229       8.22999954    
        9240   6.92327881       6.33051491       8.22999954    
        9300   6.88540983       6.29111958       8.22999954    
        9360   6.85557365       6.25836945       8.22999954    
        9420   6.85524607       6.23027325       8.22999954    
        9480   6.82950830       6.20328331       8.22999954    
        9540   6.80442619       6.17473125       8.22999954    
        9600   6.78147554       6.14379597       8.22999954    
        9660   6.73803282       6.11034250       8.22999954    
        9720   6.71262312       6.07357359       8.22999954    
        9780   6.70524597       6.03336096       8.22999954    
        9840   6.66180325       5.99254942       8.22999954    
        9900   6.65475416       5.95643854       8.22999954    
        9960   6.66180325       5.92934275       8.22999954    
       10020   6.67081976       5.91211891       8.22999954    
       10080   6.64491796       5.90257788       8.22999954    
       10140   6.64327860       5.89731884       8.22999954    
       10200   6.64934444       5.89282751       8.22999954    
       10260   6.60786867       5.88580799       8.22999954    
       10320   6.59311485       5.87380266       8.22999954    
       10380   6.60377026       5.85570812       8.22999954    
       10440   6.57426214       5.83169031       8.22999954    
       10500   6.54409838       5.80286598       8.22999954    
       10560   6.54163933       5.77088165       8.22999954    
       10620   6.51409817       5.73727083       8.22999954    
       10680   6.50491810       5.70297003       8.22999954    
       10740   6.47508192       5.66893101       8.22999954    
       10800   6.43065596       5.63650465       8.22999954    
       10860   6.40295076       5.60716629       8.22999954    
       10920   6.38000011       5.58215761       8.22999954    
       10980   6.37344265       5.56216717       8.22999954    
       11040   6.37311459       5.54689980       8.22999954    
       11100   6.37147522       5.53510475       8.22999954    
       11160   6.32459021       5.52495527       8.22999954    
       11220   6.33770514       5.51466417       8.22999954    
       11280   6.31606579       5.50354052       8.22999954    
       11340   6.32475424       5.49247789       8.22999954    
       11400   6.30622959       5.48265314       8.22999954    
