 20190609
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   4.02819681       6.29475880       2.75000000    
        3720   4.01426220       6.32110167       2.75000000    
        3780   4.00655746       6.34441900       2.75000000    
        3840   3.98934436       6.36410189       2.75000000    
        3900   3.96885252       6.38079882       2.75000000    
        3960   3.95983601       6.39598417       2.75000000    
        4020   3.96557379       6.41013479       2.75000000    
        4080   3.96885252       6.42145634       2.75000000    
        4140   3.96016383       6.42668438       2.75000000    
        4200   3.97950816       6.42347908       2.75000000    
        4260   3.97098351       6.41173697       2.75000000    
        4320   3.95213103       6.39318752       2.75000000    
        4380   3.93606567       6.36989737       2.75000000    
        4440   3.91065574       6.34361029       2.75000000    
        4500   3.90491796       6.31577492       2.75000000    
        4560   3.88081956       6.28754139       2.75000000    
        4620   3.85016394       6.26013136       2.75000000    
        4680   3.83590174       6.23482513       2.75000000    
        4740   3.82737708       6.21229982       2.75000000    
        4800   3.80278683       6.19265318       2.75000000    
        4860   3.77901649       6.17579603       2.75000000    
        4920   3.75721312       6.16120481       2.75000000    
        4980   3.74213123       6.14776993       2.75000000    
        5040   3.72819662       6.13433790       2.75000000    
        5100   3.71098351       6.12071180       2.75000000    
        5160   3.70065570       6.10782337       2.75000000    
        5220   3.67688513       6.09647465       2.75000000    
        5280   3.66262293       6.08595991       2.75000000    
        5340   3.65803289       6.07457352       2.75000000    
        5400   3.64721322       6.06102514       2.75000000    
        5460   3.64475417       6.04480886       2.75000000    
        5520   3.63819671       6.02580547       2.75000000    
        5580   3.64311481       6.00433636       2.75000000    
        5640   3.66360664       5.98142815       2.75000000    
        5700   3.67557383       5.95858812       2.75000000    
        5760   3.66409826       5.93731976       2.75000000    
        5820   3.65540981       5.91878605       2.75000000    
        5880   3.63721323       5.90362644       2.75000000    
        5940   3.63475418       5.89155722       2.75000000    
        6000   3.65524602       5.88098192       2.75000000    
        6060   3.64393449       5.86964512       2.75000000    
        6120   3.64442635       5.85539579       2.75000000    
        6180   3.64737701       5.83715677       2.75000000    
        6240   3.63819671       5.81531382       2.75000000    
        6300   3.62754107       5.79110909       2.75000000    
        6360   3.62475419       5.76638460       2.75000000    
        6420   3.63295078       5.74308681       2.75000000    
        6480   3.63639355       5.72265625       2.75000000    
        6540   3.64786887       5.70562077       2.75000000    
        6600   3.65000010       5.69182253       2.75000000    
        6660   3.66557384       5.68088722       2.75000000    
        6720   3.67377043       5.67239046       2.75000000    
        6780   3.66934419       5.66593361       2.75000000    
        6840   3.66393447       5.66145992       2.75000000    
        6900   3.66672134       5.65911674       2.75000000    
        6960   3.66098356       5.65870333       2.75000000    
        7020   3.66098356       5.65948963       2.75000000    
        7080   3.65852451       5.66055393       2.75000000    
        7140   3.65032792       5.66103649       2.75000000    
        7200   3.64508200       5.65997696       2.75000000    
