 20190114
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3600   6.06672144       9.02663708       6.71999979    
        3660   6.08672142       9.02480030       6.71999979    
        3720   6.08950806       9.01208878       6.71999979    
        3780   6.11573792       8.99298477       6.71999979    
        3840   6.13213110       8.97087097       6.71999979    
        3900   6.12557364       8.94678307       6.71999979    
        3960   6.14426231       8.92210388       6.71999979    
        4020   6.15131140       8.90034199       6.71999979    
        4080   6.13491821       8.88528633       6.71999979    
        4140   6.17180347       8.87842751       6.71999979    
        4200   6.16803265       8.87914848       6.71999979    
        4260   6.16852474       8.88645744       6.71999979    
        4320   6.17475414       8.89744377       6.71999979    
        4380   6.18163919       8.90589142       6.71999979    
        4440   6.19999981       8.90543175       6.71999979    
        4500   6.21311474       8.89467430       6.71999979    
        4560   6.23442602       8.87794685       6.71999979    
        4620   6.23278666       8.86084080       6.71999979    
        4680   6.23688507       8.84489441       6.71999979    
        4740   6.23409843       8.82762909       6.71999979    
        4800   6.21229506       8.80786514       6.71999979    
        4860   6.18803263       8.78832054       6.71999979    
        4920   6.15639353       8.77213383       6.71999979    
        4980   6.15639353       8.76095104       6.71999979    
        5040   6.16131163       8.75370693       6.71999979    
        5100   6.14901638       8.74618530       6.71999979    
        5160   6.12524605       8.73425388       6.71999979    
        5220   6.09442616       8.71774864       6.71999979    
        5280   6.07426214       8.69974327       6.71999979    
        5340   6.05098343       8.68073463       6.71999979    
        5400   6.00049162       8.65708351       6.71999979    
        5460   5.95704937       8.62602520       6.71999979    
        5520   5.92213106       8.59063148       6.71999979    
        5580   5.90295076       8.55683136       6.71999979    
        5640   5.88606548       8.52708435       6.71999979    
        5700   5.88081980       8.50234032       6.71999979    
        5760   5.84180307       8.48573875       6.71999979    
        5820   5.83540964       8.47880650       6.71999979    
        5880   5.81180334       8.47659492       6.71999979    
        5940   5.80360651       8.47074127       6.71999979    
        6000   5.81016397       8.45601273       6.71999979    
        6060   5.78934431       8.43222332       6.71999979    
        6120   5.77983618       8.40277863       6.71999979    
        6180   5.73606539       8.37401962       6.71999979    
        6240   5.72459030       8.35131836       6.71999979    
        6300   5.69836044       8.33455849       6.71999979    
        6360   5.68442631       8.32012939       6.71999979    
        6420   5.67672110       8.30524540       6.71999979    
        6480   5.66852474       8.29002762       6.71999979    
        6540   5.65737724       8.27574253       6.71999979    
        6600   5.65213108       8.26218891       6.71999979    
        6660   5.62016392       8.24618149       6.71999979    
        6720   5.57639360       8.22485638       6.71999979    
        6780   5.57475424       8.19872570       6.71999979    
        6840   5.58491802       8.17120266       6.71999979    
        6900   5.59639359       8.14320469       6.71999979    
        6960   5.60704899       8.11363983       6.71999979    
        7020   5.58442640       8.08378315       6.71999979    
        7080   5.54475403       8.05813408       6.71999979    
        7140   5.54147530       8.04096699       6.71999979    
        7200   5.51688528       8.03328228       5.69999981    
        7260   5.52262306       8.03044891       5.69999981    
