 20181121
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3600   6.66655731       7.13057375       8.50000000    
        3660   6.65016413       7.09723282       8.50000000    
        3720   6.67213106       7.06581020       8.50000000    
        3780   6.70409822       7.04093504       8.50000000    
        3840   6.67622948       7.02622223       8.50000000    
        3900   6.72163916       7.02146816       8.50000000    
        3960   6.73803282       7.02494812       8.50000000    
        4020   6.71803284       7.03444099       8.50000000    
        4080   6.71983624       7.04664278       8.50000000    
        4140   6.74934435       7.05829763       8.50000000    
        4200   6.79491806       7.06838799       8.50000000    
        4260   6.80081987       7.07904720       8.50000000    
        4320   6.80213118       7.09289455       8.50000000    
        4380   6.80901623       7.10714769       8.50000000    
        4440   6.77868843       7.11421299       8.50000000    
        4500   6.82049179       7.10938644       8.50000000    
        4560   6.84999990       7.09446287       8.50000000    
        4620   6.86508179       7.07437420       8.50000000    
        4680   6.84819651       7.05349779       8.50000000    
        4740   6.83836079       7.03428650       8.50000000    
        4800   6.81131124       7.01761150       8.50000000    
        4860   6.81639338       7.00340176       8.50000000    
        4920   6.83229494       6.98981428       8.50000000    
        4980   6.83803272       6.97461891       8.50000000    
        5040   6.83836079       6.95662165       8.50000000    
        5100   6.86459017       6.93495893       8.50000000    
        5160   6.86819649       6.91028023       8.50000000    
        5220   6.86770487       6.88367033       8.50000000    
        5280   6.85836077       6.85500717       8.50000000    
        5340   6.85344267       6.82372952       8.50000000    
        5400   6.83262300       6.78965950       8.50000000    
        5460   6.86704922       6.75314331       8.50000000    
        5520   6.86983585       6.71438932       8.50000000    
        5580   6.82836056       6.67339373       8.50000000    
        5640   6.85606575       6.63009405       8.50000000    
        5700   6.86360645       6.58556604       8.50000000    
        5760   6.84442616       6.54237080       8.50000000    
        5820   6.84360647       6.50373745       8.50000000    
        5880   6.83704901       6.47195768       8.50000000    
        5940   6.84327888       6.44621897       8.50000000    
        6000   6.81803274       6.42311430       8.50000000    
        6060   6.82950830       6.39772224       8.50000000    
        6120   6.83524609       6.36491919       8.50000000    
        6180   6.82754087       6.32170343       8.50000000    
        6240   6.82786894       6.27153158       8.50000000    
        6300   6.84967232       6.22314405       8.50000000    
        6360   6.85016394       6.18418455       8.50000000    
        6420   6.88377047       6.15856743       8.50000000    
        6480   6.85721302       6.14639330       8.50000000    
        6540   6.83967209       6.14418936       8.50000000    
        6600   6.85065556       6.14924717       8.50000000    
        6660   6.83180332       6.16284704       8.50000000    
        6720   6.79295063       6.18747711       8.50000000    
        6780   6.82819653       6.22299528       8.50000000    
        6840   6.83475399       6.26446247       8.50000000    
        6900   6.83360672       6.30247831       8.50000000    
        6960   6.84311485       6.32803917       8.50000000    
        7020   6.83213139       6.33662796       8.50000000    
        7080   6.86688519       6.32753992       8.50000000    
        7140   6.89475393       6.30522108       8.50000000    
        7200   6.88721323       6.27935553       6.80000019    
        7260   6.87459040       6.26000309       6.80000019    
        7320   6.88934422       6.25237131       6.80000019    
        7380   6.87590170       6.25584507       6.80000019    
        7440   6.85590172       6.26629543       6.80000019    
        7500   6.86049175       6.28001642       6.80000019    
        7560   6.83557367       6.29345942       6.80000019    
        7620   6.82278681       6.30324984       6.80000019    
        7680   6.84163952       6.30791140       6.80000019    
