 20190730
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   5.80049181       8.15416622       5.92293072    
        3720   5.84393454       8.16845226       5.98534775    
        3780   5.90786886       8.17730331       6.04638910    
        3840   5.96524572       8.18792915       6.10838699    
        3900   6.03213120       8.20574093       6.16512489    
        3960   6.09475422       8.23043060       6.21928501    
        4020   6.14836073       8.25753307       6.26587582    
        4080   6.20163918       8.28085709       6.31137753    
        4140   6.27918053       8.29749203       6.35234070    
        4200   6.35491800       8.30902576       6.39306736    
        4260   6.42508173       8.31678009       6.43239307    
        4320   6.49688530       8.31962013       6.47276926    
        4380   6.54032803       8.31684303       6.51882839    
        4440   6.56934404       8.31030750       6.56894684    
        4500   6.61557388       8.30549240       6.62458181    
        4560   6.66557360       8.31099129       6.67706966    
        4620   6.73360634       8.32894135       6.71748066    
        4680   6.78524590       8.35146141       6.74907684    
        4740   6.82622957       8.36964035       6.77715540    
        4800   6.90901661       8.37907314       6.81434727    
        4860   6.99131155       8.38181019       6.86155701    
        4920   7.06409836       8.38429832       6.91751385    
        4980   7.12557364       8.39120770       6.97689009    
        5040   7.18573761       8.40434933       7.04836941    
        5100   7.21737719       8.42366982       7.12514019    
        5160   7.28950834       8.44982529       7.20476675    
        5220   7.35508204       8.48563576       7.28846931    
        5280   7.42360640       8.53290176       7.38021135    
        5340   7.49278688       8.58786297       7.47057486    
        5400   7.58754110       8.64701080       7.55517817    
        5460   7.64655733       8.71068192       7.63525581    
        5520   7.68622971       8.77407169       7.70448112    
        5580   7.74655724       8.83031940       7.77069139    
        5640   7.78508186       8.87923717       7.82937860    
        5700   7.80868864       8.92614365       7.87877989    
        5760   7.81819677       8.97313404       7.91589642    
        5820   7.86131144       9.01687908       7.94289875    
        5880   7.88229513       9.05223274       7.96199942    
        5940   7.88737726       9.07547760       7.98235512    
        6000   7.87819672       9.08686066       8.01021481    
        6060   7.89704895       9.09106159       8.04317760    
        6120   7.90229511       9.09468746       8.07594013    
        6180   7.89245892       9.10283375       8.10196304    
        6240   7.90065575       9.11599350       8.11745453    
        6300   7.89409828       9.12976837       8.12166119    
        6360   7.88885260       9.13853645       8.11836815    
        6420   7.89622974       9.13866520       8.10876751    
        6480   7.91016388       9.12915516       8.10053730    
        6540   7.89770508       9.11142445       8.09875107    
        6600   7.92426252       9.09002686       8.10620308    
        6660   7.92016411       9.07167625       8.12354088    
        6720   7.92786884       9.06111145       8.15149975    
        6780   7.93885231       9.05962753       8.18810654    
        6840   7.92983627       9.06806850       8.22864056    
        6900   7.93426228       9.08596802       8.26716232    
        6960   7.94377041       9.11086655       8.29848194    
        7020   7.93786907       9.13892460       8.32382584    
        7080   7.93245888       9.16315937       8.34840393    
        7140   7.95098352       9.17923069       8.37644863    
        7200   7.95131159       9.19029617       8.40744495    
        7260   7.93327856       9.20419121       7.96853161    
        7320   7.94065571       9.22335529       7.96884346    
        7380   7.94524574       9.24380016       7.97240925    
        7440   7.92885256       9.26210976       7.98391581    
        7500   7.92557383       9.27777958       8.00110435    
        7560   7.90459013       9.29309654       8.02858067    
        7620   7.90540981       9.31268501       8.06204319    
        7680   7.90918016       9.34175014       8.10066700    
        7740   7.91770506       9.38123798       8.14049435    
        7800   7.92344284       9.42753696       8.17864418    
        7860   7.91278696       9.47733688       8.21219635    
        7920   7.91344261       9.52914047       8.23464394    
        7980   7.90688515       9.58022308       8.24392509    
        8040   7.89180326       9.62439251       8.23804855    
        8100   7.88491821       9.65502739       8.23150635    
        8160   7.88245916       9.66985798       8.22201347    
        8220   7.87754107       9.67411423       8.21636295    
        8280   7.87147522       9.67574120       8.21676922    
        8340   7.87803268       9.67846584       8.22175407    
        8400   7.89934444       9.68492985       8.23386765    
        8460   7.88409853       9.69892120       8.24604607    
        8520   7.89245892       9.72032070       8.25575542    
        8580   7.89541006       9.74432468       8.25985622    
        8640   7.89918041       9.76576710       8.26412296    
