 20190326
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   11.3242626       7.38585615       11.3108521    
        3720   11.2693443       7.41632271       11.3213797    
        3780   11.2624588       7.45170593       11.3235645    
        3840   11.2127867       7.49248600       11.3214273    
        3900   11.1654100       7.54588032       11.3075809    
        3960   11.0806561       7.61131191       11.2778912    
        4020   11.0224590       7.67407179       11.2445908    
        4080   10.9818029       7.72348595       11.2324867    
        4140   10.8665571       7.76143503       11.2189083    
        4200   10.8367214       7.79654598       11.1934261    
        4260   10.8014755       7.83809090       11.1568375    
        4320   10.7477045       7.88752937       11.0920029    
        4380   10.6657381       7.93129778       10.9993029    
        4440   10.5960655       7.95119429       10.9007807    
        4500   10.5557375       7.94025087       10.8045158    
        4560   10.4934425       7.90724945       10.7209625    
        4620   10.4677048       7.86972475       10.6580687    
        4680   10.4636068       7.84228849       10.5900974    
        4740   10.4463930       7.83008480       10.5246592    
        4800   10.4018030       7.82878256       10.4804382    
        4860   10.4009838       7.83138657       10.4387712    
        4920   10.3554096       7.83614302       10.3887386    
        4980   10.3001642       7.84613180       10.3470802    
        5040   10.2018032       7.86399651       10.3117113    
        5100   10.1145897       7.88846397       10.2668324    
        5160   10.0268850       7.91567516       10.2167921    
        5220   9.93770504       7.94233704       10.1737356    
        5280   9.84622955       7.96685696       10.1406145    
        5340   9.77213097       7.99004316       10.1257868    
        5400   9.69311428       8.01375580       10.1135607    
        5460   9.61819649       8.04045963       10.0934553    
        5520   9.54770470       8.07267475       10.0727081    
        5580   9.48655701       8.10684776       10.0504789    
        5640   9.40229511       8.13332081       10.0435448    
        5700   9.34081936       8.15034771       10.0503368    
        5760   9.26442623       8.16914558       10.0612688    
        5820   9.18606567       8.19789314       10.0665960    
        5880   9.14344215       8.23379326       10.0582848    
        5940   9.08950806       8.27502823       10.0575867    
        6000   9.02836037       8.31970024       10.0837774    
        6060   8.94999981       8.36573029       10.1206236    
        6120   8.89098358       8.41969585       10.1319466    
        6180   8.83196735       8.48756409       10.1013689    
        6240   8.79918003       8.55467510       10.0355625    
        6300   8.72377014       8.59181404       9.95613861    
        6360   8.66311455       8.58275890       9.88946152    
        6420   8.60360622       8.53846550       9.83956909    
        6480   8.52524567       8.48557758       9.80183029    
        6540   8.45836067       8.44636822       9.76884365    
        6600   8.45295048       8.42726421       9.72363567    
        6660   8.49393463       8.42142773       9.65896320    
        6720   8.46032810       8.41433334       9.58488560    
        6780   8.45573807       8.39173508       9.52068901    
        6840   8.41672134       8.35060215       9.47787380    
        6900   8.36262321       8.30279541       9.45481968    
        6960   8.39573765       8.26326847       9.44730377    
        7020   8.37475395       8.24070835       9.44898796    
        7080   8.32426262       8.23701096       9.44829082    
        7140   8.33606529       8.24851036       9.43797112    
        7200   8.33721352       8.26700306       9.41729546    
        7260   8.28573799       8.28399849       8.18574810    
        7320   8.22639370       8.29283524       8.13421440    
        7380   8.19934464       8.28945827       8.06255913    
        7440   8.13622952       8.27138329       7.99564743    
