 20181029
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   5.88475418       9.91489315       5.92656612    
        3720   5.89704895       9.90525055       5.96550226    
        3780   5.92000008       9.90240097       5.99903822    
        3840   5.94688511       9.90605640       6.02975082    
        3900   5.99032784       9.91380596       6.06248760    
        3960   6.00704908       9.92146397       6.09298706    
        4020   6.05049181       9.92671871       6.12914610    
        4080   6.07508183       9.93136406       6.16429138    
        4140   6.08737707       9.93845272       6.20154715    
        4200   6.09360647       9.94886684       6.22766733    
        4260   6.12885237       9.96020508       6.25103664    
        4320   6.14196730       9.96842957       6.27644968    
        4380   6.17426252       9.97139263       6.29790974    
        4440   6.20262289       9.96996403       6.32089901    
        4500   6.23426247       9.96675396       6.33438015    
        4560   6.25475407       9.96193027       6.33859777    
        4620   6.27573776       9.95096684       6.34445429    
        4680   6.28770494       9.92938328       6.36061859    
        4740   6.30311489       9.89988041       6.38840818    
        4800   6.30442619       9.87310982       6.41631889    
        4860   6.31967211       9.85668755       6.44129658    
        4920   6.34639359       9.84876060       6.46260691    
        4980   6.37852478       9.84387302       6.47587872    
        5040   6.41081953       9.83753490       6.48584986    
        5100   6.45131159       9.82658195       6.48928785    
        5160   6.47754097       9.80908966       6.49673510    
        5220   6.51000023       9.78542328       6.50807381    
        5280   6.53098345       9.75859642       6.51813173    
        5340   6.58131170       9.73093987       6.52594662    
        5400   6.61901617       9.70191956       6.52571964    
        5460   6.66163921       9.67004681       6.52585745    
        5520   6.70114756       9.63490868       6.52021742    
        5580   6.72704935       9.59729862       6.50866318    
        5640   6.73852444       9.55792332       6.49203014    
        5700   6.78147554       9.51416492       6.47788715    
        5760   6.83557367       9.46287060       6.47253895    
        5820   6.88918018       9.40697479       6.47033978    
        5880   6.94213104       9.35362053       6.47266960    
        5940   6.97278690       9.30712032       6.47322607    
        6000   7.00967216       9.26691341       6.47292614    
        6060   7.03049183       9.23043251       6.46943378    
        6120   7.05180311       9.19537830       6.45776081    
        6180   7.06688547       9.15939903       6.43573809    
        6240   7.11491823       9.11869335       6.41098022    
        6300   7.13606548       9.06896210       6.39709520    
        6360   7.18409824       9.00988865       6.40399122    
        6420   7.21442604       8.94845581       6.43510056    
