 20181203
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3600   14.3737707       11.4511395       14.3556271    
        3660   14.3454094       11.5011644       14.3079052    
        3720   14.3331146       11.5427647       14.2690020    
        3780   14.3149176       11.5628204       14.2429867    
        3840   14.2616396       11.5696344       14.2305622    
        3900   14.2442627       11.5881338       14.2309818    
        3960   14.2349176       11.6315432       14.2278423    
        4020   14.2463932       11.6949968       14.2377691    
        4080   14.2081966       11.7698784       14.2435293    
        4140   14.1877050       11.8504343       14.2488852    
        4200   14.1713114       11.9328413       14.2611179    
        4260   14.1486883       12.0136452       14.2709074    
        4320   14.1703281       12.0953407       14.2733145    
        4380   14.1767216       12.1806307       14.2651691    
        4440   14.1450815       12.2630596       14.2450466    
        4500   14.1093445       12.3340816       14.2145281    
        4560   14.0954094       12.3879795       14.1741266    
        4620   14.0913115       12.4234648       14.1345406    
        4680   14.1052456       12.4431591       14.0879688    
        4740   14.1240988       12.4576035       14.0486088    
        4800   14.0860653       12.4784002       14.0158720    
        4860   14.0732784       12.5059948       13.9760733    
        4920   14.0934429       12.5354795       13.9237776    
        4980   14.0749178       12.5638504       13.8551378    
        5040   14.0568857       12.5842495       13.7843409    
        5100   14.0888529       12.5883751       13.7439060    
        5160   14.0785246       12.5800867       13.7334461    
        5220   14.0514755       12.5745974       13.7321062    
        5280   14.0109835       12.5816526       13.7268991    
        5340   13.9990168       12.5990543       13.7128572    
        5400   14.0132790       12.6182833       13.6995277    
        5460   13.9665575       12.6371584       13.6837368    
        5520   13.9334431       12.6693535       13.6599627    
        5580   13.9019670       12.7143879       13.6506662    
        5640   13.8826227       12.7540121       13.6513605    
        5700   13.8654099       12.7818270       13.6520033    
        5760   13.8195086       12.8083563       13.6569319    
        5820   13.7695084       12.8426428       13.6619425    
        5880   13.7342625       12.8835230       13.6506062    
        5940   13.7032785       12.9215775       13.6040430    
        6000   13.6575413       12.9439802       13.5413485    
        6060   13.6172132       12.9359550       13.4951410    
        6120   13.6024590       12.8940859       13.4657841    
        6180   13.5773773       12.8451357       13.4419632    
        6240   13.5401640       12.8269157       13.4204683    
        6300   13.5109835       12.8376560       13.3970184    
        6360   13.4836063       12.8442717       13.3750391    
        6420   13.4668856       12.8379393       13.3513613    
        6480   13.4434423       12.8338537       13.3248472    
        6540   13.4293442       12.8325348       13.2994490    
        6600   13.4221315       12.8218136       13.2638121    
        6660   13.4218035       12.8109865       13.2178745    
        6720   13.4029512       12.8070536       13.1800566    
        6780   13.4136066       12.7954559       13.1592503    
        6840   13.4280329       12.7737389       13.1436691    
        6900   13.4345903       12.7582073       13.1288118    
        6960   13.4263935       12.7541409       13.1323109    
        7020   13.4214754       12.7508545       13.1476440    
        7080   13.3831148       12.7496405       13.1514006    
        7140   13.3937702       12.7643471       13.1458025    
        7200   13.3719673       12.7896338       13.3368835    
        7260   13.3400002       12.8058519       13.3331833    
        7320   13.3281965       12.8140564       13.3167591    
        7380   13.2981968       12.8288298       13.2765646    
        7440   13.2590160       12.8426638       13.2309675    
        7500   13.2691803       12.8372049       13.1908407    
        7560   13.2614756       12.8137960       13.1633663    
        7620   13.2421312       12.7883196       13.1473560    
        7680   13.2240982       12.7686758       13.1305676    
        7740   13.2142620       12.7552261       13.1176786    
        7800   13.2008200       12.7474928       13.1100235    
        7860   13.1577053       12.7441216       13.1007652    
        7920   13.1175413       12.7447901       13.0848160    
        7980   13.0691805       12.7495680       13.0605640    
        8040   13.0057373       12.7552385       13.0428982    
        8100   12.9413118       12.7562904       13.0334129    
        8160   12.9019670       12.7522144       13.0321074    
        8220   12.8462296       12.7466955       13.0333109    
        8280   12.7880325       12.7443466       13.0222034    
        8340   12.7314758       12.7474480       13.0123577    
        8400   12.6691799       12.7519922       13.0118532    
        8460   12.6285248       12.7544785       13.0044813    
        8520   12.5593443       12.7558622       12.9991741    
        8580   12.4777050       12.7588100       12.9992809    
        8640   12.3896723       12.7649336       12.9988699    
        8700   12.3506556       12.7734518       12.9976463    
        8760   12.2867212       12.7833214       12.9864550    
        8820   12.2118034       12.7933598       12.9448872    
        8880   12.1429510       12.7978945       12.8797369    
        8940   12.0711479       12.7841387       12.7993917    
        9000   11.9637709       12.7410393       12.7229757    
        9060   11.8773775       12.6718559       12.6728535    
        9120   11.8085241       12.5902472       12.6585255    
        9180   11.7834425       12.5158157       12.6661615    
        9240   11.7236061       12.4704714       12.6741571    
        9300   11.6536064       12.4628601       12.6672573    
        9360   11.5645905       12.4753971       12.6514835    
        9420   11.5091801       12.4860258       12.6299057    
        9480   11.4518032       12.4906416       12.6045160    
        9540   11.3832788       12.4902115       12.5805073    
        9600   11.3204918       12.4799948       12.5572681    
        9660   11.2659016       12.4595699       12.5238838    
        9720   11.2262297       12.4357500       12.4751368    
        9780   11.1508198       12.4090624       12.4335690    
        9840   11.0734425       12.3720083       12.4098721    
        9900   11.0483608       12.3307209       12.3811989    
        9960   10.9781971       12.3014412       12.3452663    
       10020   10.9485245       12.2793283       12.3097334    
       10080   10.8788528       12.2502890       12.2741566    
       10140   10.8408194       12.2155323       12.2278738    
       10200   10.7827873       12.1808071       12.1746368    
       10260   10.7363930       12.1429720       12.1322784    
       10320   10.6839342       12.0990801       12.1009007    
       10380   10.6434422       12.0553026       12.0723476    
       10440   10.5877047       12.0197544       12.0441618    
       10500   10.5122948       11.9903431       12.0160522    
       10560   10.4852457       11.9610901       11.9839144    
       10620   10.4475412       11.9331875       11.9422503    
       10680   10.3934422       11.9055595       11.8979836    
       10740   10.3585243       11.8695021       11.8655243    
       10800   10.2904921       11.8242579       10.1657858    
       10860   10.2281971       11.7825356       10.1429281    
       10920   10.1863937       11.7514200       10.1360912    
       10980   10.1400003       11.7280111       10.1461029    
       11040   10.1022949       11.7150021       10.1554804    
       11100   10.0559015       11.7183790       10.1576014    
       11160   10.0116396       11.7353258       10.1565351    
       11220   9.97475433       11.7559175       10.1504164    
       11280   9.92229462       11.7714052       10.1480656    
       11340   9.88295078       11.7777500       10.1454725    
       11400   9.86131191       11.7764492       10.1433334    
       11460   9.83885288       11.7733107       10.1290293    
       11520   9.84098339       11.7704859       10.1048555    
       11580   9.84016418       11.7660713       10.0844383    
       11640   9.83770466       11.7595301       10.0705452    
       11700   9.81852436       11.7528534       10.0439510    
       11760   9.84114742       11.7466259       10.0024900    
       11820   9.83868885       11.7361813       9.95281124    
       11880   9.85540962       11.7131596       9.90690422    
       11940   9.85754108       11.6725006       9.88099480    
       12000   9.86081982       11.6213570       9.87922764    
       12060   9.87032795       11.5766153       9.88450050    
       12120   9.87770462       11.5498772       9.90876102    
       12180   9.89360619       11.5403042       9.93335342    
       12240   9.91131115       11.5441742       9.95406818    
       12300   9.96213150       11.5611200       9.97598553    
       12360   9.96081924       11.5879316       9.99703789    
       12420   9.92934418       11.6171989       10.0170078    
       12480   9.94213104       11.6432095       10.0452833    
       12540   9.93754101       11.6650848       10.0838156    
       12600   9.95934391       11.6862593       10.1208248    
       12660   9.98393440       11.7108850       10.1530409    
       12720   10.0068855       11.7400723       10.1717539    
       12780   10.0285244       11.7690783       10.1734161    
       12840   10.0252457       11.7904625       10.1661549    
       12900   10.0395079       11.7990694       10.1499834    
       12960   10.0644264       11.7942162       10.1401806    
       13020   10.0867214       11.7806978       10.1399746    
       13080   10.0981970       11.7671165       10.1489182    
       13140   10.1354103       11.7610216       10.1588030    
       13200   10.1662292       11.7631044       10.1658907    
       13260   10.1773767       11.7684574       10.1689634    
       13320   10.2068853       11.7716799       10.1657476    
       13380   10.2090168       11.7695284       10.1628160    
       13440   10.2401638       11.7628965       10.1601152    
       13500   10.2745905       11.7555609       10.1572151    
       13560   10.2852459       11.7479982       10.1568232    
       13620   10.3280325       11.7391319       10.1587763    
       13680   10.3662291       11.7300806       10.1587200    
       13740   10.3952456       11.7230844       10.1532135    
       13800   10.4039345       11.7169037       10.1486053    
       13860   10.4214754       11.7082958       10.1486158    
       13920   10.4239340       11.6981649       10.1470957    
       13980   10.4304914       11.6905336       10.1403236    
       14040   10.4537706       11.6851215       10.1263514    
       14100   10.4862299       11.6771803       10.1036949    
       14160   10.5226231       11.6628561       10.0758142    
       14220   10.5340986       11.6414356       10.0454178    
       14280   10.5500002       11.6137142       10.0104437    
       14340   10.5729504       11.5805454       9.97373581    
       14400   10.6078691       11.5424366       10.6400852    
       14460   10.6422949       11.4992037       10.6654205    
       14520   10.6857376       11.4510050       10.6808481    
       14580   10.7172127       11.3997793       10.6857615    
       14640   10.7414751       11.3463621       10.6778364    
       14700   10.7545900       11.2889090       10.6826458    
       14760   10.7742624       11.2274399       10.6943150    
       14820   10.8098364       11.1677122       10.7057962    
       14880   10.8139343       11.1170177       10.7169752    
       14940   10.8544264       11.0769978       10.7189837    
       15000   10.8716393       11.0428638       10.7151070    
       15060   10.8863935       11.0074453       10.7092342    
       15120   10.9109840       10.9663296       10.7071371    
       15180   10.9329510       10.9202681       10.7126436    
       15240   10.9481964       10.8740196       10.7228260    
       15300   10.9542627       10.8314762       10.7302961    
       15360   10.9731150       10.7939939       10.7373161    
       15420   10.9698362       10.7618027       10.7453909    
       15480   10.9742622       10.7336721       10.7418966    
       15540   10.9640980       10.7056675       10.7268505    
       15600   10.9718037       10.6722498       10.7006683    
       15660   10.9854097       10.6276407       10.6594591    
       15720   10.9922953       10.5681849       10.6093330    
       15780   10.9936066       10.4942760       10.5569448    
       15840   11.0149183       10.4092665       10.5104237    
       15900   11.0395079       10.3186550       10.4695873    
       15960   11.0452461       10.2304201       10.4348679    
       16020   11.0891800       10.1507092       10.4021969    
       16080   11.1383610       10.0799322       10.3694563    
       16140   11.1616392       10.0157747       10.3344421    
       16200   11.1895084       9.95437527       10.2899008    
       16260   11.2127867       9.89061642       10.2412004    
       16320   11.2345905       9.82072353       10.1850595    
       16380   11.2575407       9.74490929       10.1220636    
       16440   11.2873774       9.66500854       10.0555601    
       16500   11.3165569       9.58144379       9.98956776    
       16560   11.3498363       9.49471474       9.92884731    
       16620   11.3831148       9.40668488       9.87185001    
       16680   11.4244261       9.31929779       9.81776619    
       16740   11.4552460       9.23325443       9.76902676    
       16800   11.4642620       9.14981556       9.72538948    
       16860   11.4978685       9.07089329       9.68574619    
       16920   11.5372133       8.99682140       9.65427303    
       16980   11.5803280       8.92693996       9.63206577    
       17040   11.6270494       8.86286926       9.61531830    
       17100   11.6627865       8.80795765       9.59904957    
       17160   11.7106562       8.76406002       9.57826519    
       17220   11.7516394       8.72904110       9.55286407    
       17280   11.7795086       8.69761848       9.52466774    
       17340   11.7868853       8.66421413       9.49882793    
       17400   11.8429508       8.62646580       9.47642994    
