 20190420
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3600   3.91688514       5.01964474       3.91332936    
        3660   3.89557385       5.04957056       3.89851618    
        3720   3.88557386       5.07996273       3.88196254    
        3780   3.88229513       5.10768986       3.86465621    
        3840   3.87606549       5.13040638       3.84060621    
        3900   3.88147545       5.14725876       3.82109284    
        3960   3.87360644       5.15879822       3.80290604    
        4020   3.86262298       5.16691160       3.79083395    
        4080   3.84131145       5.17419147       3.78487635    
        4140   3.80065584       5.18316984       3.78583741    
        4200   3.79442620       5.19569349       3.79049230    
        4260   3.81622958       5.21267605       3.80208039    
        4320   3.82688522       5.23414564       3.81551600    
        4380   3.83049178       5.25916767       3.82979822    
        4440   3.84754109       5.28589153       3.84262443    
        4500   3.85311484       5.31248188       3.85393143    
        4560   3.86426234       5.33697414       3.85971355    
        4620   3.88147545       5.35737610       3.85995340    
        4680   3.88393450       5.37223244       3.85584259    
        4740   3.86459017       5.38093615       3.84899592    
        4800   3.86868858       5.38391638       3.84216261    
        4860   3.88459015       5.38282585       3.83430028    
        4920   3.88491797       5.37992811       3.82948565    
        4980   3.88786888       5.37720203       3.82561707    
        5040   3.92442632       5.37554693       3.82364488    
        5100   3.93672132       5.37466049       3.82084084    
        5160   3.95393443       5.37392712       3.81859279    
        5220   3.95508194       5.37310505       3.81876969    
        5280   3.96327877       5.37243891       3.81836796    
        5340   3.97393441       5.37238741       3.81404400    
        5400   3.98327875       5.37296915       3.80766129    
        5460   3.99032784       5.37312222       3.79766822    
        5520   4.00426245       5.37103033       3.78589678    
        5580   4.01737690       5.36559677       3.77042508    
        5640   4.01901627       5.35658550       3.75418997    
        5700   4.00754118       5.34439802       3.74028087    
        5760   4.03016376       5.33017492       3.72829652    
        5820   4.03311491       5.31523943       3.71757245    
        5880   4.04295063       5.30089664       3.71234441    
        5940   4.04163933       5.28838015       3.71124387    
        6000   4.03180313       5.27885103       3.71079206    
        6060   4.05721331       5.27313089       3.71048927    
        6120   4.07032776       5.27153873       3.71085453    
        6180   4.09327888       5.27325916       3.71016741    
        6240   4.11573792       5.27597666       3.70666981    
        6300   4.13950825       5.27681255       3.70153737    
        6360   4.15704918       5.27408123       3.69804192    
        6420   4.17868853       5.26818991       3.69550967    
        6480   4.19999981       5.26089525       3.69371796    
        6540   4.23196745       5.25374460       3.69154096    
        6600   4.23573780       5.24726439       3.68745828    
        6660   4.26934433       5.24106264       3.68118095    
        6720   4.29885244       5.23408461       3.67065287    
        6780   4.32016373       5.22493601       3.65512896    
        6840   4.35081959       5.21216822       3.63471723    
        6900   4.35819674       5.19462109       3.61074281    
        6960   4.38000011       5.17166853       3.58496714    
        7020   4.40672112       5.14362431       3.56050968    
        7080   4.45016384       5.11209774       3.53953409    
        7140   4.47098351       5.07972288       3.52265215    
        7200   4.47180319       5.04903316       4.49348259    
        7260   4.47852468       5.02141380       4.52838850    
        7320   4.51327848       4.99716854       4.56703901    
        7380   4.53049183       4.97646523       4.60564899    
        7440   4.52065563       4.95982885       4.64049721    
        7500   4.50967216       4.94797897       4.68301535    
        7560   4.50508213       4.94114113       4.72440243    
        7620   4.51901627       4.93843317       4.76274157    
        7680   4.53606558       4.93836308       4.80016947    
        7740   4.55540991       4.93924952       4.83332586    
        7800   4.58458996       4.93972397       4.86780882    
        7860   4.60229492       4.93904734       4.89757395    
        7920   4.60508204       4.93709946       4.92857647    
        7980   4.61442614       4.93444061       4.96221399    
        8040   4.62508202       4.93214417       4.99443674    
        8100   4.61573792       4.93079662       5.02652979    
        8160   4.61295080       4.93060255       5.05709171    
        8220   4.61491823       4.93134499       5.08479977    
        8280   4.63081980       4.93222904       5.11254549    
        8340   4.63737726       4.93210125       5.13432598    
        8400   4.64114761       4.92989111       5.15775490    
        8460   4.64016390       4.92516375       5.17953348    
        8520   4.64475393       4.91844749       5.20430994    
        8580   4.64147520       4.91114569       5.22946930    
        8640   4.64590168       4.90491724       5.24852419    
        8700   4.62344265       4.90050077       5.26768780    
        8760   4.61770487       4.89723635       5.28318119    
        8820   4.63196707       4.89348555       5.29649878    
        8880   4.62704897       4.88772392       5.30764866    
        8940   4.62131166       4.87921429       5.31818056    
        9000   4.62540960       4.86822271       5.32948589    
        9060   4.62950802       4.85586452       5.34357500    
        9120   4.61754084       4.84374237       5.36195421    
        9180   4.62032795       4.83324146       5.38670731    
        9240   4.62557364       4.82550526       5.41046762    
        9300   4.63836050       4.82139444       5.43931293    
        9360   4.66163921       4.82119656       5.46781445    
        9420   4.65295076       4.82464790       5.49215555    
        9480   4.65606546       4.83076763       5.50949812    
        9540   4.64737701       4.83766651       5.51999998    
        9600   4.67000008       4.84272766       5.52342987    
        9660   4.69163942       4.84347630       5.52361250    
        9720   4.68098354       4.83867598       5.52447414    
        9780   4.67655754       4.82921791       5.52691078    
        9840   4.66262293       4.81729507       5.52719736    
        9900   4.65032768       4.80482674       5.52507973    
        9960   4.63803291       4.79264021       5.52393961    
       10020   4.62688541       4.78049326       5.52210522    
       10080   4.61672115       4.76763964       5.52022266    
       10140   4.60196733       4.75370455       5.51898813    
       10200   4.58262300       4.73910904       5.51718950    
       10260   4.58672142       4.72489786       5.51721811    
       10320   4.57491827       4.71214008       5.51932716    
       10380   4.56098366       4.70141363       5.52403164    
       10440   4.54737711       4.69292068       5.53206396    
       10500   4.53557396       4.68680477       5.54317188    
       10560   4.54016399       4.68340826       5.55853462    
       10620   4.53557396       4.68329620       5.57508087    
       10680   4.54131126       4.68697166       5.59079075    
       10740   4.51262283       4.69439888       5.60426092    
       10800   4.49426222       4.70440817       4.52395964    
       10860   4.50295067       4.71466541       4.52884817    
       10920   4.51754093       4.72287846       4.53326178    
       10980   4.49950838       4.72827625       4.53391457    
       11040   4.49590158       4.73135757       4.53155470    
       11100   4.50540972       4.73231125       4.52929831    
       11160   4.52327871       4.73081398       4.52122307    
       11220   4.52704906       4.72683001       4.50998592    
       11280   4.51557398       4.72052336       4.49672079    
       11340   4.48327875       4.71197939       4.48389292    
       11400   4.46967220       4.70105791       4.47428226    
