 20190313
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        3660   8.59967232       8.87456703       8.55829430    
        3720   8.59180355       8.84601307       8.55298328    
        3780   8.58409882       8.81575584       8.55295277    
        3840   8.57295036       8.79130936       8.56308460    
        3900   8.55360699       8.77813053       8.57779026    
        3960   8.52688503       8.77608490       8.59112740    
        4020   8.49737740       8.78278065       8.60987663    
        4080   8.48639297       8.79640675       8.63107777    
        4140   8.47557354       8.81447411       8.65447712    
        4200   8.46737671       8.83382320       8.67555237    
        4260   8.45016384       8.85325336       8.69122601    
        4320   8.43688488       8.87397480       8.70364952    
        4380   8.44786930       8.89798164       8.71130276    
        4440   8.41475391       8.92493725       8.71732903    
        4500   8.39131165       8.95078278       8.71917152    
        4560   8.38016415       8.97127342       8.72259045    
        4620   8.36295128       8.98493576       8.72641277    
        4680   8.37278652       8.99226475       8.72541237    
        4740   8.34557343       8.99423027       8.72485447    
        4800   8.32540989       8.99209213       8.72364521    
        4860   8.30327892       8.98797798       8.73066711    
        4920   8.29180336       8.98439026       8.74868488    
        4980   8.26426220       8.98516464       8.77040768    
        5040   8.25737667       8.99502563       8.78846455    
        5100   8.23114777       9.01611042       8.79713917    
        5160   8.19918060       9.04444218       8.79203510    
        5220   8.17049217       9.07076550       8.77579880    
        5280   8.16262341       9.08675003       8.74913979    
        5340   8.16180325       9.08743954       8.71863747    
        5400   8.11754131       9.06958961       8.69465828    
        5460   8.10442638       9.03487968       8.68014717    
        5520   8.06639385       8.99286270       8.67835903    
        5580   8.04426193       8.95733643       8.67938519    
        5640   8.01311493       8.93685532       8.67793083    
        5700   7.98327875       8.92877674       8.67492867    
        5760   7.97852468       8.92474747       8.67241192    
        5820   7.94524574       8.91862774       8.67467308    
        5880   7.89196730       8.90910053       8.68258381    
        5940   7.85475397       8.89915752       8.69536114    
        6000   7.82672119       8.89433575       8.70759773    
        6060   7.78491783       8.89818096       8.71391869    
        6120   7.75344276       8.90992260       8.71083164    
        6180   7.72606564       8.92503643       8.70007229    
        6240   7.67409849       8.93632793       8.69028950    
        6300   7.63590145       8.93662262       8.68630695    
        6360   7.58295059       8.92464256       8.68590355    
        6420   7.54032803       8.90671062       8.68310833    
        6480   7.51081944       8.89017773       8.67411423    
        6540   7.48377037       8.87705612       8.66039181    
        6600   7.45721292       8.86394405       8.64286137    
        6660   7.43508196       8.84830761       8.62438202    
        6720   7.43508196       8.83117771       8.61110210    
        6780   7.42311478       8.81382084       8.60408688    
        6840   7.43049192       8.79950428       8.60131645    
        6900   7.42278671       8.79219627       8.59968853    
        6960   7.41459036       8.79098988       8.60340595    
        7020   7.39196730       8.79068756       8.61822319    
        7080   7.36836052       8.78901291       8.64163685    
        7140   7.37213135       8.79072762       8.66865444    
        7200   7.35688543       8.80240822       8.69587135    
        7260   7.33344269       8.82353306       7.32375193    
        7320   7.32065582       8.84877396       7.31540966    
        7380   7.29901648       8.87396049       7.30404377    
        7440   7.26213121       8.89759254       7.30164385    
        7500   7.22032785       8.91974735       7.29878521    
        7560   7.19049168       8.94163322       7.29103804    
        7620   7.17295074       8.96343994       7.28352594    
        7680   7.15213108       8.98218060       7.26736736    
