 20190120
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3660   5.08767223      -7.63859078E-02   4.07087135       2.44270253       5.47907066     -0.479356587    
        3720   5.10186625      -3.92370000E-02   4.04707336       2.48719096       5.47907066     -0.479356587    
        3780   5.13008261      -7.80751556E-03   4.02902794       2.53629327       5.47907066     -0.479356587    
        3840   5.13206100       4.83423918E-02   4.01596642       2.58655691       5.47907066     -0.479356587    
        3900   5.14360046       3.46105658E-02   4.00255823       2.63706017       5.47907066     -0.479356587    
        3960   5.17898035       4.86564487E-02   3.98290920       2.68922496       5.47907066     -0.479356587    
        4020   5.22555208       5.15139028E-02   3.95596242       2.74452043       5.47907066     -0.479356587    
        4080   5.23882246       3.81036215E-02   3.92660451       2.80275345       5.47907066     -0.479356587    
        4140   5.28079319       5.30623570E-02   3.90098453       2.86137557       5.47907066     -0.479356587    
        4200   5.34475517       6.96552247E-02   3.88129234       2.91602778       5.47907066     -0.479356587    
        4260   5.34960365       6.36581331E-02   3.86560535       2.96222091       5.47907066     -0.479356587    
        4320   5.39555645       5.11452369E-02   3.85269594       2.99771333       5.47907066     -0.479356587    
        4380   5.42883158       9.07946974E-02   3.84459925       3.02324653       5.47907066     -0.479356587    
        4440   5.47197104      0.117357485       3.84363532       3.04151154       5.47907066     -0.479356587    
        4500   5.50748587      0.125032768       3.84958792       3.05610585       5.47907066     -0.479356587    
        4560   5.54556894      0.133681506       3.85982490       3.07136345       5.47907066     -0.479356587    
        4620   5.57281017      0.151419014       3.87040877       3.09181809       5.47907066     -0.479356587    
        4680   5.60016632      0.185016200       3.87807941       3.12088156       5.47907066     -0.479356587    
        4740   5.61342478      0.199431062       3.88205981       3.15941119       5.47907066     -0.479356587    
        4800   5.68095350      0.209893003       3.88334823       3.20563340       5.47907066     -0.479356587    
        4860   5.69393778      0.241512626       3.88220143       3.25606608       5.47907066     -0.479356587    
        4920   5.72569132      0.291970313       3.87702179       3.30683398       5.47907066     -0.479356587    
        4980   5.72772503      0.295188636       3.86592031       3.35455775       5.47907066     -0.479356587    
        5040   5.74313641      0.285113066       3.84858370       3.39656806       5.47907066     -0.479356587    
        5100   5.77679062      0.285919845       3.82670665       3.43079519       5.47907066     -0.479356587    
        5160   5.81240988      0.286496311       3.80280495       3.45665550       5.47907066     -0.479356587    
        5220   5.82986498      0.299725533       3.77877617       3.47614574       5.47907066     -0.479356587    
        5280   5.81329441      0.308366925       3.75467324       3.49269652       5.47907066     -0.479356587    
