 20190528
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3600   3.60893703      -13.6064901       1.98110223      -4.34326506       4.38804150      -13.5050030    
        3660   3.61491537      -13.5955868       2.00595331      -4.33907175       4.38804150      -13.5050030    
        3720   3.55891132      -13.5612040       2.01462197      -4.34932947       4.38804150      -13.5050030    
        3780   3.57686090      -13.5032930       2.00600672      -4.37749529       4.38804150      -13.5050030    
        3840   3.59824109      -13.4906998       1.98325002      -4.42375565       4.38804150      -13.5050030    
        3900   3.57378888      -13.5139027       1.94903541      -4.48270321       4.38804150      -13.5050030    
        3960   3.50094080      -13.5118093       1.90600407      -4.54412842       4.38804150      -13.5050030    
        4020   3.46697497      -13.5041609       1.85925555      -4.59742785       4.38804150      -13.5050030    
        4080   3.41006684      -13.4839869       1.81480670      -4.63715744       4.38804150      -13.5050030    
        4140   3.38613176      -13.4823866       1.77974617      -4.66498375       4.38804150      -13.5050030    
        4200   3.37257195      -13.4557419       1.75648618      -4.68580198       4.38804150      -13.5050030    
        4260   3.35356236      -13.4472666       1.74143565      -4.70664263       4.38804150      -13.5050030    
        4320   3.34812856      -13.4125395       1.72873557      -4.73941422       4.38804150      -13.5050030    
        4380   3.29140997      -13.4193144       1.71328163      -4.80092478       4.38804150      -13.5050030    
        4440   3.25788832      -13.4220324       1.69275594      -4.89913273       4.38804150      -13.5050030    
        4500   3.21345854      -13.3857222       1.66810524      -5.02179003       4.38804150      -13.5050030    
        4560   3.19403553      -13.3869791       1.64241064      -5.15044737       4.38804150      -13.5050030    
        4620   3.21344090      -13.3976326       1.61870384      -5.28054428       4.38804150      -13.5050030    
        4680   3.18382239      -13.3655653       1.59768486      -5.41293144       4.38804150      -13.5050030    
        4740   3.15141034      -13.3507710       1.57755387      -5.53534174       4.38804150      -13.5050030    
        4800   3.16245699      -13.3445568       1.55733752      -5.64063978       4.38804150      -13.5050030    
        4860   3.13288188      -13.3430214       1.53713822      -5.73482418       4.38804150      -13.5050030    
        4920   3.08828425      -13.3553438       1.51604807      -5.81870937       4.38804150      -13.5050030    
        4980   3.06535554      -13.3584900       1.49443173      -5.89033508       4.38804150      -13.5050030    
        5040   3.06852818      -13.3712158       1.47481680      -5.95395613       4.38804150      -13.5050030    
        5100   3.03728008      -13.3911352       1.45635092      -6.01687622       4.38804150      -13.5050030    
        5160   2.97381353      -13.3727980       1.43613207      -6.08285379       4.38804150      -13.5050030    
        5220   2.95495105      -13.3634348       1.41541696      -6.15011597       4.38804150      -13.5050030    
        5280   2.95465612      -13.3621569       1.39550185      -6.21485090       4.38804150      -13.5050030    
        5340   2.89422607      -13.3346939       1.37528396      -6.27618980       4.38804150      -13.5050030    
        5400   2.89952922      -13.3245029       1.35706508      -6.33671951       4.38804150      -13.5050030    
        5460   2.88034105      -13.3275824       1.34682250      -6.39971590       4.38804150      -13.5050030    
        5520   2.84139514      -13.3297186       1.34636378      -6.46720600       4.38804150      -13.5050030    
        5580   2.78444052      -13.3225565       1.35045552      -6.53561163       4.38804150      -13.5050030    
        5640   2.72144175      -13.2935152       1.35477448      -6.59602404       4.38804150      -13.5050030    
        5700   2.67328477      -13.2717390       1.35976708      -6.64507437       4.38804150      -13.5050030    
        5760   2.63586330      -13.2597733       1.36819243      -6.68838406       4.38804150      -13.5050030    
        5820   2.59117961      -13.2540464       1.38443661      -6.73371077       4.38804150      -13.5050030    
        5880   2.57982302      -13.2416153       1.41088712      -6.79085922       4.38804150      -13.5050030    
        5940   2.55481267      -13.2313662       1.44143069      -6.87273216       4.38804150      -13.5050030    
        6000   2.49449396      -13.2365160       1.46480262      -6.97868204       4.38804150      -13.5050030    
        6060   2.43814421      -13.2376814       1.47381532      -7.08597183       4.38804150      -13.5050030    
        6120   2.43442559      -13.2142038       1.46884620      -7.17740822       4.38804150      -13.5050030    
        6180   2.42789841      -13.1859312       1.45872176      -7.25655365       4.38804150      -13.5050030    
        6240   2.42495918      -13.1896706       1.45300949      -7.33211231       4.38804150      -13.5050030    
        6300   2.38336086      -13.1472893       1.45361900      -7.40224123       4.38804150      -13.5050030    
        6360   2.36292887      -13.1159563       1.45773220      -7.46123075       4.38804150      -13.5050030    
        6420   2.33930635      -13.0928507       1.46162975      -7.51124001       4.38804150      -13.5050030    
        6480   2.29279327      -13.0969181       1.45981884      -7.55934572       4.38804150      -13.5050030    
        6540   2.26713991      -13.0619307       1.44918358      -7.60711861       4.38804150      -13.5050030    
        6600   2.26475286      -13.0360355       1.43554223      -7.65278053       4.38804150      -13.5050030    
        6660   2.26056814      -13.0123034       1.42593801      -7.69953394       4.38804150      -13.5050030    
        6720   2.28595281      -12.9854631       1.41712177      -7.75195551       4.38804150      -13.5050030    
