 20190530
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3600   6.75403214      -8.15889549       4.15221548      -6.12217855       6.01000977      -7.42174387    
        3660   6.75262499      -8.12210846       4.17190647      -6.14396572       6.01000977      -7.42174387    
        3720   6.77061367      -8.11590862       4.18862915      -6.16004038       6.01000977      -7.42174387    
        3780   6.78179169      -8.11117744       4.19804192      -6.17927551       6.01000977      -7.42174387    
        3840   6.76643848      -8.12646484       4.20037651      -6.20758772       6.01000977      -7.42174387    
        3900   6.72639513      -8.09537697       4.19376898      -6.24527645       6.01000977      -7.42174387    
        3960   6.72679329      -8.08609390       4.17770815      -6.29033089       6.01000977      -7.42174387    
        4020   6.69864321      -8.09636021       4.15688992      -6.33950567       6.01000977      -7.42174387    
        4080   6.68292713      -8.08093834       4.13775873      -6.39047670       6.01000977      -7.42174387    
        4140   6.64979744      -8.08308983       4.12205505      -6.44558287       6.01000977      -7.42174387    
        4200   6.63225412      -8.10941029       4.10710573      -6.50910711       6.01000977      -7.42174387    
        4260   6.59022331      -8.10401630       4.09220886      -6.57842445       6.01000977      -7.42174387    
        4320   6.56528473      -8.09655857       4.07889414      -6.64712572       6.01000977      -7.42174387    
        4380   6.53435421      -8.10576820       4.06659985      -6.71292305       6.01000977      -7.42174387    
        4440   6.49677563      -8.10340691       4.05406189      -6.77568007       6.01000977      -7.42174387    
        4500   6.47224712      -8.12101364       4.04229164      -6.83608246       6.01000977      -7.42174387    
        4560   6.43796778      -8.12700939       4.03263235      -6.89813662       6.01000977      -7.42174387    
        4620   6.41293430      -8.12106991       4.02639294      -6.96549702       6.01000977      -7.42174387    
        4680   6.36976051      -8.10713005       4.02375793      -7.03447008       6.01000977      -7.42174387    
        4740   6.36030245      -8.10005569       4.02340984      -7.09910679       6.01000977      -7.42174387    
        4800   6.32480621      -8.10605431       4.02445889      -7.15909004       6.01000977      -7.42174387    
        4860   6.28521204      -8.08853149       4.02650356      -7.21648979       6.01000977      -7.42174387    
        4920   6.25383186      -8.05763626       4.02877712      -7.27219248       6.01000977      -7.42174387    
        4980   6.22545767      -8.05006790       4.03016615      -7.32626295       6.01000977      -7.42174387    
        5040   6.18040848      -8.02311516       4.03078365      -7.37690687       6.01000977      -7.42174387    
        5100   6.15495443      -7.98933697       4.03222370      -7.42155313       6.01000977      -7.42174387    
        5160   6.10777426      -7.97560167       4.03415251      -7.45955658       6.01000977      -7.42174387    
        5220   6.05628729      -7.98554325       4.03464413      -7.49406815       6.01000977      -7.42174387    
        5280   6.01344442      -7.96987486       4.03308964      -7.52659512       6.01000977      -7.42174387    
        5340   5.99128008      -7.93116331       4.02934980      -7.55434465       6.01000977      -7.42174387    
        5400   5.97078180      -7.90188837       4.02342176      -7.57363749       6.01000977      -7.42174387    
        5460   5.94817209      -7.89396048       4.01588058      -7.58139849       6.01000977      -7.42174387    
        5520   5.92339706      -7.88727331       4.00759506      -7.57403851       6.01000977      -7.42174387    
        5580   5.91882229      -7.86289310       3.99955153      -7.55154419       6.01000977      -7.42174387    
        5640   5.88416243      -7.85589790       3.99257994      -7.51941442       6.01000977      -7.42174387    
        5700   5.85520315      -7.85304451       3.98742652      -7.48630953       6.01000977      -7.42174387    
        5760   5.82779598      -7.82179880       3.98302555      -7.45832300       6.01000977      -7.42174387    
        5820   5.78601694      -7.76094627       3.97651625      -7.43651104       6.01000977      -7.42174387    
        5880   5.76822186      -7.73327541       3.96806455      -7.41953897       6.01000977      -7.42174387    
        5940   5.75068903      -7.73289728       3.96289802      -7.40588331       6.01000977      -7.42174387    
