 20190310
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3660   8.02633572      -8.53388500       4.61794043      -4.24974966       7.17097998      -9.87000751    
        3720   7.98571062      -8.55245304       4.60959005      -4.27929592       7.17097998      -9.87000751    
        3780   7.92521811      -8.53513908       4.59509087      -4.30718040       7.17097998      -9.87000751    
        3840   7.92977333      -8.52449036       4.58069277      -4.32183027       7.17097998      -9.87000751    
        3900   7.92293262      -8.49529648       4.57248831      -4.31816196       7.17097998      -9.87000751    
        3960   7.94907093      -8.45819187       4.57170391      -4.29962635       7.17097998      -9.87000751    
        4020   7.97664595      -8.45930767       4.57627916      -4.27520514       7.17097998      -9.87000751    
        4080   7.95430422      -8.42772770       4.58391380      -4.25401926       7.17097998      -9.87000751    
        4140   7.94506073      -8.38084984       4.59294415      -4.24003792       7.17097998      -9.87000751    
        4200   7.95753670      -8.34501362       4.60256529      -4.23195982       7.17097998      -9.87000751    
        4260   7.94911289      -8.31455040       4.61336327      -4.22772360       7.17097998      -9.87000751    
        4320   7.90604591      -8.30644894       4.62658262      -4.22776937       7.17097998      -9.87000751    
        4380   7.89682722      -8.26246643       4.64179277      -4.23336077       7.17097998      -9.87000751    
        4440   7.90646601      -8.23771095       4.65691471      -4.24319029       7.17097998      -9.87000751    
        4500   7.88881254      -8.20822906       4.67081308      -4.25308371       7.17097998      -9.87000751    
        4560   7.90139198      -8.21180344       4.68473101      -4.25899982       7.17097998      -9.87000751    
        4620   7.86717653      -8.17821503       4.70185184      -4.25942421       7.17097998      -9.87000751    
        4680   7.84312248      -8.19804287       4.72457075      -4.25550318       7.17097998      -9.87000751    
        4740   7.80139303      -8.19662094       4.75219631      -4.24962521       7.17097998      -9.87000751    
        4800   7.78525782      -8.16001225       4.78134918      -4.24437428       7.17097998      -9.87000751    
        4860   7.79689741      -8.11961079       4.80866480      -4.24266386       7.17097998      -9.87000751    
        4920   7.79688692      -8.08430958       4.83147001      -4.24719286       7.17097998      -9.87000751    
        4980   7.80771589      -8.07047081       4.84730864      -4.25893068       7.17097998      -9.87000751    
        5040   7.81947994      -8.01538754       4.85524654      -4.27556181       7.17097998      -9.87000751    
        5100   7.82402611      -7.97298813       4.85806036      -4.29183388       7.17097998      -9.87000751    
        5160   7.81249905      -7.93552256       4.86096239      -4.30244207       7.17097998      -9.87000751    
        5220   7.79550409      -7.94414568       4.86669302      -4.30423927       7.17097998      -9.87000751    
        5280   7.77949333      -7.95456743       4.87353611      -4.29503107       7.17097998      -9.87000751    
        5340   7.73152399      -7.94309902       4.87882090      -4.27266073       7.17097998      -9.87000751    
        5400   7.72127533      -7.93248558       4.88402987      -4.23666954       7.17097998      -9.87000751    
        5460   7.74085188      -7.90103769       4.89529514      -4.19151735       7.17097998      -9.87000751    
        5520   7.70134735      -7.90549755       4.91750860      -4.14566565       7.17097998      -9.87000751    
