 20181217
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3600   4.81498528     -0.296010286       5.13483572      0.303246677       4.89999342      -1.22170556    
        3660   4.81241179     -0.307672977       5.12805796      0.288927138       4.89999342      -1.22170556    
        3720   4.83140230     -0.308668226       5.12536335      0.276255548       4.89999342      -1.22170556    
        3780   4.83703947     -0.303048015       5.12819433      0.263789058       4.89999342      -1.22170556    
        3840   4.83660269     -0.294888288       5.13604975      0.247452289       4.89999342      -1.22170556    
        3900   4.83401442     -0.288524538       5.14808702      0.223764002       4.89999342      -1.22170556    
        3960   4.84556198     -0.269480288       5.16442776      0.192100465       4.89999342      -1.22170556    
        4020   4.86297226     -0.271618009       5.18508577      0.155549213       4.89999342      -1.22170556    
        4080   4.86938143     -0.273471117       5.20852995      0.120057300       4.89999342      -1.22170556    
        4140   4.87199163     -0.269010961       5.23281193       9.13487151E-02   4.89999342      -1.22170556    
        4200   4.85994339     -0.273621827       5.25703287       7.08041638E-02   4.89999342      -1.22170556    
        4260   4.84578419     -0.264260828       5.28048038       5.30113652E-02   4.89999342      -1.22170556    
        4320   4.83343363     -0.264055908       5.30160046       2.91695800E-02   4.89999342      -1.22170556    
        4380   4.83278131     -0.209280401       5.31923294      -6.10217359E-03   4.89999342      -1.22170556    
        4440   4.82762909     -0.144794777       5.33382607      -5.08011580E-02   4.89999342      -1.22170556    
        4500   4.83714008     -0.112081535       5.34638166      -9.80047584E-02   4.89999342      -1.22170556    
        4560   4.85430765      -8.73474181E-02   5.35721636     -0.140898705       4.89999342      -1.22170556    
        4620   4.84939814      -7.02788085E-02   5.36628485     -0.175642580       4.89999342      -1.22170556    
        4680   4.86610413      -1.63729880E-02   5.37294626     -0.201090842       4.89999342      -1.22170556    
        4740   4.86671829       5.64123318E-03   5.37727261     -0.217329443       4.89999342      -1.22170556    
        4800   4.87734890       1.38877444E-02   5.37945795     -0.224168152       4.89999342      -1.22170556    
        4860   4.85539865       3.16261165E-02   5.37946510     -0.220404536       4.89999342      -1.22170556    
        4920   4.82629633       4.95259576E-02   5.37822104     -0.205646664       4.89999342      -1.22170556    
        4980   4.81203270       6.62466288E-02   5.37812185     -0.181727290       4.89999342      -1.22170556    
        5040   4.81016064       7.33295381E-02   5.38083839     -0.151817799       4.89999342      -1.22170556    
        5100   4.80471802       9.99110490E-02   5.38548803     -0.118245199       4.89999342      -1.22170556    
        5160   4.78213692      0.130980641       5.38836432      -8.20401460E-02   4.89999342      -1.22170556    
        5220   4.77313995      0.162522957       5.38583517      -4.32203859E-02   4.89999342      -1.22170556    
        5280   4.76091242      0.175047860       5.37659788      -2.38695298E-03   4.89999342      -1.22170556    
        5340   4.75147295      0.181909367       5.36224079       3.96295674E-02   4.89999342      -1.22170556    
        5400   4.74332094      0.198359758       5.34573793       8.37814659E-02   4.89999342      -1.22170556    
        5460   4.74078274      0.207489491       5.32908344      0.132356063       4.89999342      -1.22170556    
        5520   4.72725391      0.234528750       5.31288958      0.187544391       4.89999342      -1.22170556    
        5580   4.71085072      0.253440917       5.29700422      0.249407589       4.89999342      -1.22170556    
        5640   4.69913101      0.273988217       5.28161526      0.312973261       4.89999342      -1.22170556    
        5700   4.67501545      0.288595140       5.26811314      0.370018363       4.89999342      -1.22170556    
        5760   4.68311691      0.314730823       5.25773859      0.415240914       4.89999342      -1.22170556    
        5820   4.69532347      0.351998985       5.24976873      0.450280696       4.89999342      -1.22170556    
        5880   4.70245934      0.369893014       5.24172640      0.482368320       4.89999342      -1.22170556    
        5940   4.69226217      0.398054659       5.23072529      0.519190848       4.89999342      -1.22170556    
        6000   4.68728733      0.423308909       5.21502161      0.563440263       4.89999342      -1.22170556    
        6060   4.69168329      0.436483592       5.19517469      0.609688103       4.89999342      -1.22170556    
        6120   4.67474222      0.442997366       5.17404509      0.646740258       4.89999342      -1.22170556    
        6180   4.66352272      0.459583223       5.15557528      0.665645242       4.89999342      -1.22170556    
        6240   4.66927671      0.497781754       5.14191580      0.665809035       4.89999342      -1.22170556    
        6300   4.68622971      0.532162607       5.13047266      0.655210435       4.89999342      -1.22170556    
        6360   4.67807817      0.568330586       5.11724663      0.647232354       4.89999342      -1.22170556    
        6420   4.67168379      0.591379941       5.10064173      0.652666092       4.89999342      -1.22170556    
        6480   4.66722155      0.596766829       5.08198452      0.674023449       4.89999342      -1.22170556    
        6540   4.66023922      0.609532833       5.06333542      0.707155645       4.89999342      -1.22170556    
        6600   4.65292549      0.637967765       5.04597712      0.746094406       4.89999342      -1.22170556    
        6660   4.64945602      0.659265935       5.03004789      0.785340130       4.89999342      -1.22170556    
        6720   4.63863420      0.684659123       5.01557922      0.820209444       4.89999342      -1.22170556    
        6780   4.62037992      0.718538344       5.00447083      0.848797917       4.89999342      -1.22170556    
        6840   4.61136913      0.713074565       5.00060701      0.873422682       4.89999342      -1.22170556    
        6900   4.59091949      0.732189000       5.00747204      0.898533106       4.89999342      -1.22170556    
        6960   4.58533907      0.738904774       5.02328396      0.927101195       4.89999342      -1.22170556    
        7020   4.55072212      0.766972661       5.04027414      0.960340500       4.89999342      -1.22170556    
        7080   4.53652906      0.758086443       5.05171537       1.00046611       4.89999342      -1.22170556    
        7140   4.51613140      0.765526712       5.05655718       1.05016291       4.89999342      -1.22170556    
        7200   4.50478268      0.792485058       5.05721331       1.10901785       4.58249569      0.400916427    
        7260   4.48059320      0.794669569       5.05464745       1.17261195       4.58249569      0.400916427    
        7320   4.47713995      0.811201215       5.04740906       1.23607373       4.58249569      0.400916427    
        7380   4.45453024      0.824300230       5.03477335       1.29757774       4.58249569      0.400916427    
        7440   4.42879963      0.837169290       5.01878691       1.35833430       4.58249569      0.400916427    
        7500   4.40716457      0.879835486       5.00242805       1.42019260       4.58249569      0.400916427    
        7560   4.41812563      0.910937071       4.98796034       1.48484373       4.58249569      0.400916427    
        7620   4.40136099      0.906252623       4.97668219       1.55314243       4.58249569      0.400916427    
        7680   4.38571358      0.931027234       4.96890354       1.62382579       4.58249569      0.400916427    
        7740   4.38630342      0.955812514       4.96387863       1.69350326       4.58249569      0.400916427    
        7800   4.38064671      0.957306564       4.96022987       1.75987720       4.58249569      0.400916427    
        7860   4.36686945      0.945596397       4.95650816       1.82500100       4.58249569      0.400916427    
        7920   4.36382437      0.959063709       4.95108414       1.89384258       4.58249569      0.400916427    
        7980   4.37086391      0.993092537       4.94327497       1.97086632       4.58249569      0.400916427    
        8040   4.36147976      0.996648431       4.93487692       2.05665255       4.58249569      0.400916427    
        8100   4.34230328       1.00814331       4.92952061       2.14771795       4.58249569      0.400916427    
        8160   4.31929207       1.02030420       4.92966509       2.23975730       4.58249569      0.400916427    
        8220   4.29227352       1.01293600       4.93408871       2.32981825       4.58249569      0.400916427    
        8280   4.30126572       1.00845730       4.94022179       2.41544652       4.58249569      0.400916427    
        8340   4.28222370      0.974924803       4.94631386       2.49325967       4.58249569      0.400916427    
        8400   4.27005911      0.959278107       4.95251131       2.55960798       4.58249569      0.400916427    
        8460   4.26286650      0.998711348       4.95965004       2.61227369       4.58249569      0.400916427    
        8520   4.26724672       1.04224789       4.96720839       2.65063906       4.58249569      0.400916427    
        8580   4.27075768       1.05625021       4.97304773       2.67617869       4.58249569      0.400916427    
        8640   4.26231575       1.07145333       4.97530079       2.69157529       4.58249569      0.400916427    
        8700   4.26301861       1.10884118       4.97376776       2.69836140       4.58249569      0.400916427    
        8760   4.24563026       1.13172865       4.97080994       2.69730687       4.58249569      0.400916427    
        8820   4.22784853       1.17928803       4.96981049       2.68963981       4.58249569      0.400916427    
        8880   4.19995546       1.20035779       4.97346687       2.67841363       4.58249569      0.400916427    
        8940   4.18541622       1.23378813       4.98234940       2.66727757       4.58249569      0.400916427    
        9000   4.17650223       1.30485737       4.99466515       2.65766931       4.58249569      0.400916427    
        9060   4.16631365       1.37067568       5.00789022       2.64979577       4.58249569      0.400916427    
        9120   4.14162254       1.41049850       5.02052832       2.64503837       4.58249569      0.400916427    
        9180   4.13300896       1.45404458       5.03261328       2.64599371       4.58249569      0.400916427    
        9240   4.12413549       1.52821589       5.04498720       2.65591598       4.58249569      0.400916427    
        9300   4.12340212       1.57829189       5.05724478       2.67714000       4.58249569      0.400916427    
        9360   4.13715649       1.62254298       5.06709337       2.70978069       4.58249569      0.400916427    
        9420   4.12274885       1.65870881       5.07244396       2.75154257       4.58249569      0.400916427    
        9480   4.09203768       1.65832579       5.07371998       2.79779387       4.58249569      0.400916427    
        9540   4.07567120       1.69153666       5.07370806       2.84258723       4.58249569      0.400916427    
        9600   4.05896187       1.68201816       5.07473373       2.88171291       4.58249569      0.400916427    
        9660   4.03843498       1.69737959       5.07590055       2.91524911       4.58249569      0.400916427    
        9720   4.01519108       1.74221003       5.07381010       2.94703722       4.58249569      0.400916427    
        9780   3.98260546       1.79190433       5.06546211       2.98195195       4.58249569      0.400916427    
        9840   3.95463920       1.80269849       5.05009699       3.02363014       4.58249569      0.400916427    
        9900   3.92426181       1.81538665       5.03040743       3.07360673       4.58249569      0.400916427    
        9960   3.88824940       1.85085166       5.01009130       3.13050818       4.58249569      0.400916427    
       10020   3.86827517       1.87835979       4.99077320       3.19068027       4.58249569      0.400916427    
       10080   3.86413288       1.90554798       4.97146797       3.25036931       4.58249569      0.400916427    
       10140   3.86669087       1.94240665       4.94972897       3.30750465       4.58249569      0.400916427    
       10200   3.86683512       1.96382141       4.92329645       3.36187577       4.58249569      0.400916427    
       10260   3.86970162       1.96352303       4.89199066       3.41442060       4.58249569      0.400916427    
       10320   3.87396288       1.97714078       4.85808945       3.46685171       4.58249569      0.400916427    
       10380   3.87968040       2.01792717       4.82430363       3.52074909       4.58249569      0.400916427    
       10440   3.89914727       2.02747416       4.79249191       3.57666826       4.58249569      0.400916427    
       10500   3.88147807       2.07544231       4.76328611       3.63366628       4.58249569      0.400916427    
       10560   3.87347889       2.12384105       4.73631763       3.68936491       4.58249569      0.400916427    
       10620   3.87058520       2.12990785       4.71127415       3.74150825       4.58249569      0.400916427    
       10680   3.89057350       2.12685037       4.68750429       3.78815675       4.58249569      0.400916427    
       10740   3.87566495       2.16667962       4.66384411       3.82719803       4.58249569      0.400916427    
