 20190706
 Seconds  Measures(RH-%)  Meso-NH(RH-%)  FORECAST_AR(RH-%)
        3660   15.2413797       15.6868114       15.2271929    
        3720   15.2931032       15.6102047       15.2630043    
        3780   15.3103447       15.5358753       15.3029356    
        3840   15.3448277       15.4650736       15.3465986    
        3900   15.3620691       15.3999004       15.3873081    
        3960   15.3620691       15.3393965       15.4120464    
        4020   15.3965521       15.2802429       15.4252119    
        4080   15.4310341       15.2160549       15.4382563    
        4140   15.4827585       15.1356850       15.4520273    
        4200   15.5344830       15.0383253       15.4608717    
        4260   15.5862064       14.9338236       15.4610481    
        4320   15.6206894       14.8280697       15.4556398    
        4380   15.6379309       14.7194042       15.4465075    
        4440   15.6551723       14.6029081       15.4361715    
        4500   15.6440678       14.4790459       15.4234200    
        4560   15.6499996       14.3497906       15.4062395    
        4620   15.6557379       14.2154608       15.3850880    
        4680   15.6885242       14.0763721       15.3643560    
        4740   15.7213116       13.9325876       15.3420792    
        4800   15.7377052       13.7838449       15.3153381    
        4860   15.7540979       13.6303530       15.2853260    
        4920   15.7868853       13.4730692       15.2517395    
        4980   15.7868853       13.3120794       15.2131701    
        5040   15.8032789       13.1474972       15.1704483    
        5100   15.8196726       12.9796190       15.1240587    
        5160   15.8524590       12.8084545       15.0743761    
        5220   15.8852463       12.6347342       15.0213051    
        5280   15.9180326       12.4589148       14.9674110    
        5340   15.9180326       12.2809458       14.9164057    
        5400   15.9344263       12.1012802       14.8695278    
        5460   15.9672127       11.9221764       14.8280621    
        5520   15.9836063       11.7473536       14.7921686    
        5580   16.0000000       11.5797701       14.7608471    
        5640   15.9836063       11.4204750       14.7301826    
        5700   16.0000000       11.2679691       14.6985579    
        5760   16.0163937       11.1205158       14.6666517    
        5820   16.0327873       10.9758596       14.6328859    
        5880   16.0163937       10.8319035       14.5971088    
        5940   15.9836063       10.6882019       14.5584936    
        6000   15.9672127       10.5455856       14.5184622    
        6060   15.9508200       10.4036713       14.4788389    
        6120   15.9508200       10.2618980       14.4410133    
        6180   16.0000000       10.1227169       14.4069853    
        6240   16.0327873       9.98878193       14.3767738    
        6300   16.0327873       9.86204529       14.3506708    
        6360   16.0163937       9.74409485       14.3271914    
        6420   16.0327873       9.63547421       14.3071318    
        6480   16.0655746       9.53541279       14.2851334    
        6540   16.1147537       9.44286728       14.2533484    
        6600   16.1475410       9.35530663       14.2152786    
        6660   16.1639347       9.26601791       14.1777687    
        6720   16.1639347       9.17214394       14.1429033    
        6780   16.1803284       9.07965183       14.1117716    
        6840   16.2295074       8.99302292       14.0853796    
        6900   16.2622948       8.91348267       14.0629835    
        6960   16.3114758       8.84246540       14.0426750    
        7020   16.3606548       8.77990818       14.0243711    
        7080   16.4098358       8.72406673       14.0077467    
        7140   16.4754105       8.67365551       13.9911413    
        7200   16.5245895       8.62841988       13.9726591    
        7260   16.6065578       8.58756065       16.6665535    
        7320   16.6557369       8.54968739       16.7060909    
        7380   16.7049179       8.51243973       16.7354355    
        7440   16.7704926       8.47224522       16.7586842    
        7500   16.8360653       8.42599392       16.7753601    
        7560   16.9016399       8.37470436       16.7935047    
        7620   17.0000000       8.32218742       16.8244705    
        7680   17.0655746       8.27295589       16.8620548    
        7740   17.1311474       8.23597240       16.8937302    
        7800   17.1803284       8.21352863       16.9205132    
