 20190111
 Seconds  Measures(RH-%)  Meso-NH(RH-%)  FORECAST_AR(RH-%)
        3600   46.4918022       44.6499748       45.8899307    
        3660   46.4262314       44.2464371       45.7739258    
        3720   46.3114738       43.8329506       45.6793747    
        3780   46.2622948       43.4146843       45.5926971    
        3840   46.1803284       42.9967766       45.5055733    
        3900   46.0819664       42.5819397       45.4262657    
        3960   46.0327873       42.1749649       45.3637314    
        4020   45.9672127       41.7780418       45.2972412    
        4080   45.9508209       41.4015465       45.2265320    
        4140   45.9344254       41.0421867       45.1449471    
        4200   45.8688507       40.6864777       45.0615768    
        4260   45.7868843       40.3309059       44.9893074    
        4320   45.7049179       39.9819756       44.9071121    
        4380   45.6557388       39.6475296       44.7818604    
        4440   45.5409851       39.3280258       44.6120110    
        4500   45.4590149       39.0017281       44.4199905    
        4560   45.3934441       38.6457787       44.2258644    
        4620   45.3770485       38.2606583       44.0310555    
        4680   45.3442612       37.8639908       43.8328819    
        4740   45.2622948       37.4734840       43.6297035    
        4800   45.2459030       37.0979500       43.4280396    
        4860   45.1967201       36.7370529       43.2155075    
        4920   45.0491791       36.3832817       42.9855156    
        4980   44.9016380       36.0303345       42.7482643    
        5040   44.8360672       35.6761284       42.5091553    
        5100   44.6885262       35.3250732       42.2655602    
        5160   44.5573769       34.9794540       42.0292854    
        5220   44.4426231       34.6386681       41.8696861    
        5280   44.3442612       34.3059654       41.8144608    
        5340   44.2131157       34.0008469       41.7619514    
        5400   44.0491791       33.8363304       41.7044716    
        5460   43.9016380       33.7175789       41.6430016    
        5520   43.7868843       33.6087952       41.5793381    
        5580   43.6885262       33.5052681       41.5039368    
        5640   43.6557388       33.4044762       41.4162445    
        5700   43.5901642       33.3029976       41.3235474    
        5760   43.4918022       33.1968079       41.2307930    
        5820   43.4098358       33.0855522       41.1374588    
        5880   43.2950821       32.9733124       41.0429153    
        5940   43.1967201       32.8636017       40.9590988    
        6000   43.0983620       32.7581787       40.8930893    
        6060   43.0163918       32.6597633       40.8406906    
        6120   42.9836082       32.5753517       40.7867699    
        6180   42.9508209       32.5092239       40.7255096    
        6240   42.9344254       32.4556808       40.6587906    
        6300   42.9016380       32.4063797       40.5942726    
