 20190510
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       25260   46.4555550       44.7697563       42.2357597    
       25320   46.3955574       44.5946770       42.0677757    
       25380   46.8318176       44.5946770       41.7849159    
       25440   47.0386353       44.3803329       41.5089836    
       25500   46.7688904       44.3803329       41.2751350    
       25560   46.8355560       43.8656769       41.0913925    
       25620   47.1363640       43.8656769       40.9518509    
       25680   47.2866669       43.3430672       40.8348770    
       25740   47.6822205       43.3430672       40.7437439    
       25800   47.9590912       43.0295982       40.6275597    
       25860   48.2068176       43.0295982       40.4904976    
       25920   48.3444443       42.7854652       40.3432236    
       25980   48.6800003       42.7854652       40.1539993    
       26040   48.6613655       42.4428520       39.9244194    
       26100   48.7022743       42.4428520       39.6843109    
       26160   48.7022743       42.0529327       39.4427032    
       26220   48.6431808       42.0529327       39.1718712    
       26280   48.5704536       41.4998589       38.9014397    
       26340   48.3272743       41.4998589       38.6669731    
       26400   48.3272743       40.9303894       38.4483757    
       26460   48.4613647       40.9303894       38.2429657    
       26520   48.3045464       40.3537369       38.0879059    
       26580   48.3568192       40.3537369       37.9568024    
       26640   48.3568192       39.8284607       37.7811928    
       26700   48.1931801       39.8284607       37.6042824    
       26760   48.0181808       39.4947090       37.4484558    
       26820   48.0181808       39.4947090       37.2764130    
       26880   47.9022713       38.9836617       37.0962486    
       26940   47.9727287       38.9836617       36.8823700    
       27000   48.0590897       38.5527306       36.7462158    
       27060   48.2720947       38.5527306       36.7749977    
       27120   48.1772728       38.0960541       36.8613701    
       27180   48.4204559       38.0960541       36.9379463    
       27240   48.4204559       37.9379730       37.0276833    
       27300   48.3931808       37.9379730       37.1067429    
       27360   48.3386345       38.0121040       37.1312561    
       27420   48.1272736       38.0121040       37.1781731    
       27480   48.1272736       38.1330643       37.2066193    
       27540   47.6522713       38.1330643       37.1729393    
       27600   47.2750015       38.0441704       37.0569572    
       27660   47.6116295       38.0441704       36.8693314    
       27720   47.1159096       37.8839188       36.7261658    
       27780   47.1704559       37.8839188       36.5831680    
       27840   46.3613625       37.4039612       36.3966179    
