 20190714
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       28680   40.7833328       21.7246933       53.4355736    
       28740   40.7304344       21.7246933       53.4761772    
       28800   40.0863647       21.9207535       53.5012169    
       28860   40.0863647       21.9207535       53.5017929    
       28920   40.0428581       22.0869770       53.4599762    
       28980   40.3950005       22.0869770       53.3739853    
       29040   39.9052620       22.1933994       53.2532234    
       29100   39.9052620       22.1933994       53.1144676    
       29160   40.0055542       22.1412716       52.9582825    
       29220   40.4941177       22.1412716       52.8109398    
       29280   40.4941177       21.9694366       52.6838760    
       29340   40.3624992       21.9694366       52.5842094    
       29400   40.1333351       21.7346249       52.5237083    
       29460   39.6857147       21.7346249       52.4836655    
       29520   39.6857147       21.5749073       52.4629021    
       29580   39.3923073       21.5749073       52.4469185    
       29640   40.1833344       21.5857983       52.4356880    
       29700   41.7454529       21.5857983       52.4297752    
       29760   41.7454529       21.6805878       52.4302177    
       29820   42.7700005       21.6805878       52.4329376    
       29880   44.0666656       21.8004608       52.4598656    
       29940   43.7125015       21.8004608       52.5127602    
       30000   43.7125015       21.9587116       52.5861549    
       30060   44.3428574       21.9587116       52.6925468    
       30120   45.3499985       22.2127438       52.7946587    
       30180   45.3499985       22.2127438       52.8831291    
       30240   45.7799988       22.5622044       52.9513359    
       30300   45.9000015       22.5622044       52.9992790    
       30360   45.9000015       22.8941326       53.0567474    
       30420   44.4666672       22.8941326       53.1100044    
       30480   47.0499992       23.1448860       53.1531754    
       30540   49.0000000       23.1448860       53.1848335    
       30600   46.4000015       23.4461174       53.1864967    
       30660   37.1500015       23.4461174       53.1932487    
       30720   37.2333336       23.7172146       53.1952324    
       30780   37.2333336       23.7172146       53.2142220    
       30840   38.6749992       23.8727150       53.2580948    
       30900   40.2000008       23.8727150       53.3120193    
       30960   41.7000008       24.0182877       53.3731804    
       31020   41.7000008       24.0182877       53.4205093    
       31080   42.0285721       24.2666664       53.4615288    
       31140   42.5250015       24.2666664       53.4899292    
       31200   44.5111122       24.5472355       53.5038109    
       31260   44.5111122       24.5472355       53.5034904    
       31320   45.3100014       24.8097763       53.4948196    
       31380   46.4000015       24.8097763       53.4827690    
       31440   47.0333328       25.0191116       53.4652405    
       31500   47.0333328       25.0191116       53.4391747    
       31560   46.1384621       25.1988945       53.4041634    
       31620   45.5428581       25.1988945       53.3539963    
       31680   45.5428581       25.3597584       53.2982864    
       31740   45.2000008       25.3597584       53.2595253    
       31800   46.3187485       25.4875088       53.2330971    
       31860   45.5470581       25.4875088       53.2162056    
       31920   45.5470581       25.5948181       53.2008171    
       31980   46.5111122       25.5948181       53.1776733    
       32040   46.5105247       25.7547665       53.1569786    
       32100   45.6800003       25.7547665       53.1454773    
       32160   45.1619034       25.9224262       53.1355705    
       32220   45.1619034       25.9224262       53.1188889    
       32280   45.5045471       26.1023426       43.3048363    
       32340   45.0652161       26.1023426       43.2773514    
       32400   44.8624992       26.2896214       43.2343674    
       32460   44.8624992       26.2896214       43.1795158    
       32520   45.3120003       26.4120483       43.1210403    
       32580   45.3120003       26.4120483       43.0770988    
       32640   45.1461525       26.4745541       43.0554886    
       32700   45.4037056       26.4745541       43.0456123    
       32760   45.5178566       26.5265980       43.0462875    
       32820   45.5178566       26.5265980       43.0575142    
       32880   45.7206879       26.6680241       43.0897827    
       32940   45.9033318       26.6680241       43.1379814    
       33000   45.8838692       26.8487549       43.1967812    
       33060   45.8838692       26.8487549       43.2555008    
       33120   45.5687485       27.1098614       43.2957878    
       33180   44.8424225       27.1098614       43.3167152    
       33240   44.8424225       27.4117775       43.3159561    
       33300   44.2676468       27.4117775       43.2959862    
       33360   44.2676468       27.6443901       43.2572556    
       33420   44.2599983       27.6443901       43.1992188    
       33480   44.2599983       27.7937984       43.1362762    
       33540   44.4749985       27.7937984       43.0477676    
       33600   44.4297295       27.8645267       42.9444160    
       33660   44.5552635       27.8645267       42.8292236    
       33720   44.5552635       27.9156990       42.7041969    
       33780   44.5615387       27.9156990       42.6090660    
       33840   44.2574997       27.9092331       42.5204353    
       33900   44.1951218       27.9092331       42.4472809    
       33960   44.1951218       27.8619957       42.3725204    
       34020   44.0547638       27.8619957       42.2640533    
       34080   43.8465118       27.8385067       42.1304817    
       34140   43.9795456       27.8385067       41.9760094    
       34200   43.9795456       27.8124256       41.8146667    
       34260   43.8363647       27.8124256       41.6646233    
