 20190105
 Seconds  Measures(SEE-arcsec)  Meso-NH(SEE-arcsec)  FORECAST_AR(SEE-arcsec)
       28680  0.949318171      0.799258649      0.954089999    
       28740  0.949977279      0.799258649      0.954776049    
       28800  0.952777803      0.802088857      0.955252886    
       28860  0.954622209      0.802088857      0.955197036    
       28920  0.954318166      0.805077910      0.954730213    
       28980  0.957177758      0.805077910      0.954087019    
       29040  0.957177758      0.807577014      0.953243732    
       29100  0.961533308      0.807577014      0.951690793    
       29160  0.962568164      0.807337344      0.950701594    
       29220  0.966266692      0.807337344      0.949650168    
       29280  0.965511084      0.805974305      0.948924005    
       29340  0.964955568      0.805974305      0.948911190    
       29400  0.965782583      0.805123448      0.948880255    
       29460  0.969533324      0.805123448      0.948194444    
       29520  0.973222196      0.806647420      0.946346581    
       29580  0.977177799      0.806647420      0.944540083    
       29640  0.978891313      0.808293462      0.942831159    
       29700  0.980155528      0.808293462      0.942514300    
       29760  0.981066644      0.806051552      0.943967342    
       29820  0.988866687      0.806051552      0.945863247    
       29880  0.992347836      0.806395471      0.947489142    
       29940  0.991377771      0.806395471      0.948190331    
       30000  0.998733342      0.812223732      0.948636413    
       30060   1.00671113      0.812223732      0.949297249    
       30120   1.01063049      0.816294134      0.950307012    
       30180   1.01571107      0.816294134      0.951675951    
       30240   1.02426672      0.819726050      0.953255773    
       30300   1.02625000      0.819726050      0.955760241    
       30360   1.02625000      0.826057076      0.958013892    
       30420   1.02883720      0.826057076      0.958970308    
       30480   1.02883720      0.833759546      0.959449172    
       30540   1.02883339      0.833759546      0.958490789    
       30600   1.03031707      0.840285420      0.956522942    
       30660   1.03042495      0.840285420      0.954231322    
       30720   1.03042495      0.842390954      0.952824414    
       30780   1.03051281      0.842390954      0.952205539    
       30840   1.03633332      0.841673136      0.951512694    
       30900   1.03631580      0.841673136      0.951369286    
       30960   1.03851283      0.843708754      0.951828182    
       31020   1.03579485      0.843708754      0.953085423    
       31080   1.03865790      0.846377850      0.953743160    
       31140   1.03792107      0.846377850      0.954998195    
       31200   1.03505123      0.851662636      0.956618786    
       31260   1.03482056      0.851662636      0.957077682    
       31320   1.03765786      0.855132997      0.957455575    
       31380   1.04039478      0.855132997      0.957975686    
       31440   1.03343594      0.860109985      0.959139764    
       31500   1.02451277      0.860109985      0.961580575    
       31560   1.03126311      0.863856912      0.965358615    
       31620   1.02784610      0.863856912      0.969982326    
       31680   1.02856410      0.869931638      0.974810600    
       31740   1.02556407      0.869931638      0.979905725    
       31800   1.02836847      0.881346345      0.985519469    
       31860   1.02120519      0.881346345      0.991805196    
       31920   1.01697433      0.894178391      0.998198092    
       31980   1.00910258      0.894178391       1.00461221    
       32040   1.00844741      0.908919275       1.01170242    
       32100   1.00102568      0.908919275       1.01834285    
       32160  0.993717968      0.924095392       1.02364910    
       32220  0.985564113      0.924095392       1.02805305    
       32280  0.983789444      0.941069782       1.01907492    
       32340  0.975666642      0.941069782       1.01273632    
       32400  0.965282023      0.952908695       1.00777543    
       32460  0.953102589      0.952908695       1.00327873    
       32520  0.950157881      0.961266577      0.999305665    
       32580  0.946307719      0.961266577      0.995287299    
       32640  0.939897418      0.973395526      0.990576148    
       32700  0.933794856      0.973395526      0.986059904    
       32760  0.931368411      0.984423637      0.982950270    
       32820  0.926692307      0.984423637      0.980052590    
       32880  0.916743577      0.995495200      0.977257550    
       32940  0.908512831      0.995495200      0.974174261    
       33000  0.904394746       1.00937271      0.971453846    
       33060  0.899999976       1.00937271      0.968763828    
       33120  0.898000002       1.02508509      0.965552568    
       33180  0.900564075       1.02508509      0.962472558    
       33240  0.897769213       1.03961587      0.959306598    
       33300  0.893605292       1.03961587      0.955118418    
       33360  0.893820524       1.05298781      0.949242294    
       33420  0.894076943       1.05298781      0.941680729    
       33480  0.886692286       1.06577742      0.933369219    
       33540  0.879789472       1.06577742      0.925342619    
       33600  0.881897449       1.07314622      0.918825984    
       33660  0.875205100       1.07314622      0.913399577    
       33720  0.868974388       1.07629025      0.907744348    
       33780  0.860605240       1.07629025      0.901050866    
       33840  0.864179492       1.08498502      0.893515110    
       33900  0.854487181       1.08498502      0.885069728    
       33960  0.856350005       1.09204459      0.875380039    
       34020  0.856350005       1.09204459      0.864767015    
       34080  0.856609762       1.09506035      0.854431391    
       34140  0.856333315       1.09506035      0.845030248    
       34200  0.856333315       1.09242773      0.836632133    
       34260  0.854116261       1.09242773      0.828669727    
       34320  0.853840888       1.08967352      0.822464466    
       34380  0.853733361       1.08967352      0.817038894    
       34440  0.853733361       1.09087539      0.811857700    
       34500  0.845044434       1.09087539      0.807213783    
       34560  0.846239150       1.09825420      0.802067637    
       34620  0.840111136       1.09825420      0.795857191    
       34680  0.833711088       1.10603368      0.788503230    
       34740  0.830021739       1.10603368      0.781462967    
       34800  0.828565240       1.11123025      0.774343729    
       34860  0.826399982       1.11123025      0.767208397    
       34920  0.823599994       1.11139822      0.761155367    
       34980  0.822217405       1.11139822      0.755881190    
       35040  0.816217363       1.11024666      0.751240492    
       35100  0.817434788       1.11024666      0.746519566    
       35160  0.820511103       1.11310780      0.742543399    
       35220  0.818782628       1.11310780      0.739281714    
       35280  0.813456535       1.11725783      0.735701203    
       35340  0.808956504       1.11725783      0.731988370    
       35400  0.810622215       1.12352014      0.727890313    
       35460  0.807565212       1.12352014      0.723222971    
       35520  0.805695653       1.12788749      0.718544483    
       35580  0.805673897       1.12788749      0.714359879    
       35640  0.805244446       1.13011932      0.710956812    
       35700  0.805456519       1.13011932      0.707968593    
       35760  0.807377756       1.13202095      0.704256117    
