 20180824
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       25080  0.807825029       1.36111939      0.801686466    
       25140  0.802641034       1.36111939      0.801410675    
       25200  0.798333347       1.36194444      0.801403403    
       25260  0.791666687       1.36194444      0.800262988    
       25320  0.794674993       1.36664820      0.798243761    
       25380  0.788230777       1.36664820      0.795371830    
       25440  0.782076895       1.37045860      0.792122185    
       25500  0.778153837       1.37045860      0.788949072    
       25560  0.777899981       1.37032378      0.786310613    
       25620  0.773102582       1.37032378      0.784890652    
       25680  0.773923099       1.36895692      0.783251464    
       25740  0.773794889       1.36895692      0.781496823    
       25800  0.774375021       1.36811626      0.780560255    
       25860  0.774923086       1.36811626      0.780093849    
       25920  0.774179459       1.36580610      0.778735101    
       25980  0.779174984       1.36580610      0.777053177    
       26040  0.777000010       1.36851442      0.777028501    
       26100  0.777000010       1.36851442      0.778292537    
       26160  0.778500021       1.36694312      0.778330386    
       26220  0.779624999       1.36694312      0.777414262    
       26280  0.781175017       1.37041259      0.776509702    
       26340  0.777435899       1.37041259      0.775931180    
       26400  0.786125004       1.37032235      0.777744770    
       26460  0.796325028       1.37032235      0.781185389    
       26520  0.809225023       1.37037134      0.783603668    
       26580  0.809225023       1.37037134      0.785176992    
       26640  0.819324970       1.37868655      0.787191629    
       26700  0.828365862       1.37868655      0.789002478    
       26760  0.838571429       1.38220465      0.790624321    
       26820  0.838571429       1.38220465      0.792409599    
       26880  0.851069748       1.38668430      0.793930233    
       26940  0.862068176       1.38668430      0.794813573    
       27000  0.862068176       1.38947248      0.795393348    
       27060  0.862068176       1.38947248      0.796886921    
       27120  0.862068176       1.39118540      0.799053431    
       27180  0.873068154       1.39118540      0.801734567    
       27240  0.876139522       1.39165807      0.805171549    
       27300  0.888022721       1.39165807      0.808533013    
       27360  0.905295432       1.39357209      0.812308073    
       27420  0.919681847       1.39357209      0.816179156    
       27480  0.934568167       1.39827442      0.819202542    
       27540  0.934568167       1.39827442      0.822134316    
       27600  0.946545482       1.40478694      0.824804246    
       27660  0.960909069       1.40478694      0.826637387    
       27720  0.974818170       1.40749180      0.827835679    
       27780  0.974818170       1.40749180      0.828484833    
       27840  0.990090907       1.40897250      0.828840852    
       27900   1.01079547       1.40897250      0.828958154    
       27960   1.02777278       1.40835571      0.829200208    
       28020   1.02777278       1.40835571      0.829911888    
       28080   1.04809093       1.40684450      0.831021726    
