 20190430
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       25080   1.82582605       2.09747887       1.83568358    
       25140   1.82582605       2.09747887       1.84031796    
       25200   1.83213043       2.10323548       1.84481406    
       25260   1.84939134       2.10323548       1.84980750    
       25320   1.87000000       2.10868168       1.85410440    
       25380   1.87000000       2.10868168       1.85789037    
       25440   1.88573909       2.11348772       1.86172307    
       25500   1.90715218       2.11348772       1.86552298    
       25560   1.92680430       2.11783671       1.86955583    
       25620   1.92680430       2.11783671       1.87373137    
       25680   1.94395649       2.12191129       1.87834573    
       25740   1.95921743       2.12191129       1.88255584    
       25800   1.96395552       2.12595654       1.88730431    
       25860   1.96395552       2.12595654       1.89233184    
       25920   1.96629548       2.13002276       1.89717484    
       25980   1.97399998       2.13002276       1.90231276    
       26040   1.97827268       2.13422847       1.90734804    
       26100   1.97833335       2.13422847       1.91239798    
       26160   1.98661363       2.13843894       1.91720891    
       26220   2.00318193       2.13843894       1.92217398    
       26280   2.01323247       2.14250445       1.92687178    
       26340   2.02106810       2.14250445       1.93181443    
       26400   2.03770447       2.14646363       1.93658209    
       26460   2.04877281       2.14646363       1.94143450    
       26520   2.05231810       2.15029693       1.94648528    
       26580   2.05231810       2.15029693       1.95196831    
       26640   2.05752277       2.15397787       1.95714307    
       26700   2.05981827       2.15397787       1.96260798    
       26760   2.06861353       2.15757346       1.96795058    
       26820   2.06861353       2.15757346       1.97349799    
       26880   2.07947731       2.16129136       1.97882712    
       26940   2.09529543       2.16129136       1.98401332    
       27000   2.10765910       2.16503096       1.98875606    
       27060   2.10765910       2.16503096       1.99366355    
       27120   2.11809087       2.16874814       1.99851930    
       27180   2.12522721       2.16874814       2.00354815    
       27240   2.13306808       2.17241359       2.00829291    
       27300   2.13306808       2.17241359       2.01311851    
       27360   2.14377284       2.17634392       2.01760745    
       27420   2.15602279       2.17634392       2.02188277    
       27480   2.14995456       2.18035102       2.02613282    
       27540   2.14995456       2.18035102       2.03020644    
       27600   2.14768171       2.18414402       2.03419685    
       27660   2.14597726       2.18414402       2.03803873    
       27720   2.14981818       2.18801641       2.04158092    
       27780   2.14981818       2.18801641       2.04515672    
       27840   2.15554547       2.19187355       2.04865742    
       27900   2.16131806       2.19187355       2.05195308    
       27960   2.16443181       2.19559550       2.05517602    
       28020   2.16443181       2.19559550       2.05833030    
       28080   2.16102266       2.19931746       2.06151891    
       28140   2.16484094       2.19931746       2.06479669    
       28200   2.16199994       2.20314097       2.06805015    
       28260   2.16039538       2.20314097       2.07128739    
       28320   2.16136360       2.20752931       2.07458353    
       28380   2.16350007       2.20752931       2.07794309    
       28440   2.17074990       2.21224689       2.08116913    
       28500   2.17231822       2.21224689       2.08431649    
       28560   2.17231822       2.21731830       2.08734322    
       28620   2.17665911       2.21731830       2.09029365    
       28680   2.17647719       2.22208571       2.18216228    
       28740   2.17172718       2.22208571       2.18071055    
       28800   2.17172718       2.22676396       2.17899036    
       28860   2.16879535       2.22676396       2.17797375    
       28920   2.14674997       2.23146558       2.17623019    
       28980   2.13686037       2.23146558       2.17473722    
       29040   2.13686037       2.23595142       2.17353654    
       29100   2.12623262       2.23595142       2.17285538    
       29160   2.11138105       2.24078131       2.17260528    
       29220   2.09419513       2.24078131       2.17267442    
       29280   2.09342861       2.24608636       2.17193389    
       29340   2.06980944       2.24608636       2.17047834    
       29400   2.05646348       2.25160360       2.16972089    
       29460   2.05580950       2.25160360       2.16864562    
       29520   2.06169772       2.25669694       2.16716385    
       29580   2.07143188       2.25669694       2.16651464    
       29640   2.06883717       2.26122451       2.16556215    
       29700   2.07614279       2.26122451       2.16495037    
       29760   2.07846332       2.26549816       2.16342044    
       29820   2.07999992       2.26549816       2.16200662    
       29880   2.07864285       2.26963162       2.16063166    
       29940   2.07864285       2.26963162       2.15969443    
       30000   2.07690477       2.27344942       2.15834308    
       30060   2.08359528       2.27344942       2.15739584    
       30120   2.09857154       2.27706981       2.15652680    
       30180   2.10885358       2.27706981       2.15566874    
       30240   2.11150002       2.28077292       2.15407181    
       30300   2.11999989       2.28077292       2.15324283    
       30360   2.12814999       2.28477502       2.15275478    
       30420   2.13800001       2.28477502       2.15283275    
       30480   2.13814640       2.28887224       2.15282917    
       30540   2.13677502       2.28887224       2.15294600    
       30600   2.13477492       2.29288912       2.15307117    
       30660   2.13912511       2.29288912       2.15361929    
       30720   2.13912511       2.29689121       2.15377331    
       30780   2.13587189       2.29689121       2.15399480    
       30840   2.14013147       2.30132484       2.15390158    
       30900   2.16515779       2.30132484       2.15410304    
       30960   2.16979480       2.30543041       2.15405130    
       31020   2.17449999       2.30543041       2.15440106    
       31080   2.17581081       2.30892801       2.15521216    
       31140   2.21700001       2.30892801       2.15626526    
       31200   2.21700001       2.31249404       2.15776420    
       31260   2.24478388       2.31249404       2.15937757    
       31320   2.25627780       2.31696367       2.16107678    
       31380   2.26205707       2.31696367       2.16310620    
       31440   2.26205707       2.32212734       2.16522884    
       31500   2.27645707       2.32212734       2.16780591    
       31560   2.28447056       2.32776046       2.17068815    
       31620   2.29009080       2.32776046       2.17382264    
       31680   2.29009080       2.33445382       2.17686248    
       31740   2.30103135       2.33445382       2.17984343    
       31800   2.30477428       2.34143114       2.18251991    
       31860   2.32983875       2.34143114       2.18512177    
       31920   2.34268761       2.34823608       2.18759108    
       31980   2.34719348       2.34823608       2.19001174    
       32040   2.35293555       2.35407543       2.19224334    
       32100   2.35329032       2.35407543       2.19450784    
       32160   2.34923339       2.35889602       2.19661164    
       32220   2.35951614       2.35889602       2.19874907    
       32280   2.36793542       2.36282945       2.42775273    
       32340   2.37356663       2.36282945       2.43515396    
       32400   2.38833332       2.36656857       2.44124436    
       32460   2.39135480       2.36656857       2.44711518    
       32520   2.40003324       2.37034321       2.45236540    
       32580   2.43289661       2.37034321       2.45881176    
       32640   2.43289661       2.37409377       2.46466684    
       32700   2.43289661       2.37409377       2.47016644    
       32760   2.43055177       2.37748861       2.47365880    
       32820   2.41663337       2.37748861       2.47686601    
       32880   2.40412903       2.38036060       2.47951984    
       32940   2.41553330       2.38036060       2.48235416    
       33000   2.42223334       2.38175654       2.48498297    
       33060   2.40606451       2.38175654       2.48755693    
       33120   2.40432262       2.38229585       2.48964763    
       33180   2.40750003       2.38229585       2.49213123    
       33240   2.38973331       2.38242793       2.49352145    
       33300   2.37706447       2.38242793       2.49544263    
       33360   2.36453128       2.38298988       2.49680209    
       33420   2.36453128       2.38298988       2.49895692    
       33480   2.35918760       2.38406754       2.50083280    
       33540   2.35643744       2.38406754       2.50304914    
       33600   2.34460616       2.38526845       2.50482368    
       33660   2.34646869       2.38526845       2.50705528    
       33720   2.33362508       2.38677883       2.50835872    
