 20181111
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       25080   1.11704445       1.94132328       1.12913740    
       25140   1.11963642       1.94132328       1.13312232    
       25200   1.12440908       1.94186962       1.13728833    
       25260   1.12635553       1.94186962       1.14184523    
       25320   1.13526666       1.94269001       1.14706218    
       25380   1.13938642       1.94269001       1.15253782    
       25440   1.15120459       1.94349778       1.15812624    
       25500   1.16002274       1.94349778       1.16413939    
       25560   1.16419995       1.94431424       1.17042816    
       25620   1.17072725       1.94431424       1.17650354    
       25680   1.18377268       1.94522977       1.18269122    
       25740   1.19147730       1.94522977       1.18845308    
       25800   1.19262218       1.94605637       1.19415843    
       25860   1.19993186       1.94605637       1.19951189    
       25920   1.21254551       1.94703257       1.20463300    
       25980   1.22522724       1.94703257       1.20987117    
       26040   1.22522724       1.94772995       1.21496522    
       26100   1.24275005       1.94772995       1.21982980    
       26160   1.25561368       1.94828582       1.22476900    
       26220   1.27247727       1.94828582       1.22923899    
       26280   1.28082228       1.94863784       1.23371553    
       26340   1.28954542       1.94863784       1.23784208    
       26400   1.30334091       1.94852710       1.24152505    
       26460   1.30326664       1.94852710       1.24531746    
       26520   1.31315911       1.94822550       1.24893296    
       26580   1.31856823       1.94822550       1.25250208    
       26640   1.32545459       1.94814599       1.25611115    
       26700   1.32324445       1.94814599       1.25946164    
       26760   1.33245456       1.94830763       1.26272547    
       26820   1.33922732       1.94830763       1.26549160    
       26880   1.33659995       1.94858980       1.26828098    
       26940   1.34459996       1.94858980       1.27115214    
       27000   1.35374999       1.94888592       1.27381599    
       27060   1.35438633       1.94888592       1.27666163    
       27120   1.35042226       1.94938529       1.27946258    
       27180   1.34928894       1.94938529       1.28182054    
       27240   1.35397732       1.95009303       1.28419149    
       27300   1.35168886       1.95009303       1.28644073    
       27360   1.35831106       1.95074570       1.28840125    
       27420   1.35704541       1.95074570       1.29017663    
       27480   1.35768187       1.95134115       1.29189074    
       27540   1.36102223       1.95134115       1.29354298    
       27600   1.36513329       1.95194018       1.29509890    
       27660   1.36049998       1.95194018       1.29663980    
       27720   1.36240911       1.95246303       1.29815376    
       27780   1.35733330       1.95246303       1.29956079    
       27840   1.35331106       1.95272946       1.30091047    
       27900   1.35829544       1.95272946       1.30220866    
       27960   1.35393178       1.95266199       1.30349040    
       28020   1.35993338       1.95266199       1.30471444    
       28080   1.37068892       1.95231044       1.30589998    
       28140   1.36806822       1.95231044       1.30696595    
       28200   1.37259090       1.95198298       1.30792630    
       28260   1.37915552       1.95198298       1.30885184    
       28320   1.38164449       1.95163870       1.30976391    
       28380   1.38164449       1.95163870       1.31074643    
       28440   1.38062227       1.95121300       1.31175911    
       28500   1.38084447       1.95121300       1.31271327    
       28560   1.38084447       1.95102966       1.31365991    
       28620   1.37306666       1.95102966       1.31451547    
       28680   1.37142217       1.95113122       1.37114120    
       28740   1.37093186       1.95113122       1.37047613    
       28800   1.36962223       1.95116079       1.36932611    
       28860   1.37119997       1.95116079       1.36849403    
       28920   1.37481821       1.95112443       1.36808860    
       28980   1.37395453       1.95112443       1.36758375    
       29040   1.37042224       1.95094621       1.36713505    
       29100   1.36717772       1.95094621       1.36669743    
       29160   1.36965907       1.95071685       1.36598778    
       29220   1.36647725       1.95071685       1.36520135    
       29280   1.36124444       1.95048618       1.36420393    
       29340   1.35788894       1.95048618       1.36291635    
       29400   1.36052275       1.95027173       1.36217630    
       29460   1.35988641       1.95027173       1.36092281    
       29520   1.35420001       1.95004463       1.36002302    
       29580   1.35315907       1.95004463       1.35956585    
       29640   1.34581816       1.94986403       1.35949171    
       29700   1.35011113       1.94986403       1.36025012    
       29760   1.34286368       1.94996977       1.36092758    
       29820   1.34109092       1.94996977       1.36128759    
       29880   1.32577276       1.95040560       1.36214709    
       29940   1.30847728       1.95040560       1.36226845    
