 20190101
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       28680   1.93268883       2.36346817       1.95864761    
       28740   1.95004439       2.36346817       1.96888793    
       28800   1.96495557       2.35630536       1.97806334    
       28860   1.96495557       2.35630536       1.98686600    
       28920   1.97553337       2.34989095       1.99598706    
       28980   1.97533333       2.34989095       2.00497079    
       29040   1.97124445       2.34351110       2.01365757    
       29100   1.97124445       2.34351110       2.02251005    
       29160   1.96646667       2.33825994       2.03080511    
       29220   1.97042227       2.33825994       2.03853703    
       29280   1.97095561       2.33384609       2.04593611    
       29340   1.97095561       2.33384609       2.05280304    
       29400   1.97391117       2.32834840       2.05917859    
       29460   1.97977781       2.32834840       2.06566906    
       29520   1.99472725       2.32263708       2.07197046    
       29580   1.99613333       2.32263708       2.07771945    
       29640   2.00808883       2.31646943       2.08312201    
       29700   2.01055551       2.31646943       2.08825707    
       29760   2.01738644       2.30928183       2.09346652    
       29820   2.01031113       2.30928183       2.09843159    
       29880   2.01326656       2.30201364       2.10319710    
       29940   2.02295566       2.30201364       2.10814285    
       30000   2.03084087       2.29536724       2.11279917    
       30060   2.03360009       2.29536724       2.11715150    
       30120   2.04539990       2.28947020       2.12128139    
       30180   2.05324435       2.28947020       2.12496734    
       30240   2.05324435       2.28330278       2.12821484    
       30300   2.06037784       2.28330278       2.13057327    
       30360   2.06371117       2.27703452       2.13220239    
       30420   2.06219554       2.27703452       2.13389325    
       30480   2.06626678       2.26932764       2.13561034    
       30540   2.07602215       2.26932764       2.13721180    
       30600   2.08297777       2.26032639       2.13874769    
       30660   2.08297777       2.26032639       2.14017916    
       30720   2.08086658       2.25160336       2.14125156    
       30780   2.09179997       2.25160336       2.14240479    
       30840   2.08999991       2.24302602       2.14339566    
       30900   2.09213328       2.24302602       2.14456892    
       30960   2.09327269       2.23405027       2.14518452    
       31020   2.09675002       2.23405027       2.14545417    
       31080   2.09845448       2.22590208       2.14541578    
       31140   2.09868884       2.22590208       2.14549565    
       31200   2.09365916       2.21750450       2.14537096    
       31260   2.09100008       2.21750450       2.14507389    
       31320   2.08892846       2.20836210       2.14482832    
       31380   2.08892846       2.20836210       2.14420247    
       31440   2.08380485       2.19960213       2.14342785    
       31500   2.07640004       2.19960213       2.14223909    
       31560   2.07345009       2.19109464       2.14071012    
       31620   2.07575607       2.19109464       2.13904762    
       31680   2.06251216       2.18273973       2.13721728    
       31740   2.05212498       2.18273973       2.13525486    
       31800   2.03649998       2.17374635       2.13346815    
       31860   2.02675605       2.17374635       2.13185048    
       31920   2.02127504       2.16463900       2.13055539    
       31980   2.01270008       2.16463900       2.12949562    
       32040   2.00605011       2.15652180       2.12861037    
       32100   2.00402451       2.15652180       2.12760258    
       32160   1.99787498       2.14998412       2.12662339    
       32220   1.98772502       2.14998412       2.12566471    
       32280   1.97797561       2.14457011       1.96298420    
       32340   1.96092677       2.14457011       1.94946814    
       32400   1.95309997       2.13953519       1.93770313    
       32460   1.93245006       2.13953519       1.92711198    
       32520   1.92717075       2.13373661       1.91754663    
       32580   1.92129266       2.13373661       1.90810966    
       32640   1.92368293       2.12794590       1.89914250    
       32700   1.93547499       2.12794590       1.89066529    
       32760   1.93060970       2.12280726       1.88156617    
       32820   1.93197560       2.12280726       1.87271059    
       32880   1.91663420       2.11697507       1.86433136    
       32940   1.91962504       2.11697507       1.85621357    
       33000   1.90439022       2.11049128       1.84777725    
       33060   1.89578044       2.11049128       1.83894622    
       33120   1.89436591       2.10416985       1.83068454    
       33180   1.89436591       2.10416985       1.82225585    
       33240   1.88682926       2.09707403       1.81440067    
       33300   1.88746345       2.09707403       1.80633461    
       33360   1.89575613       2.08949709       1.79905176    
       33420   1.89575613       2.08949709       1.79144287    
