 20190519
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       21540   1.63804448       1.50066555       1.65024495    
       21600   1.63849998       1.50142002       1.65122962    
       21660   1.64248884       1.50142002       1.65267193    
       21720   1.63444448       1.50224400       1.65550411    
       21780   1.63097775       1.50224400       1.65816224    
       21840   1.63713634       1.50316262       1.66147017    
       21900   1.62786663       1.50316262       1.66410851    
       21960   1.63471115       1.50414801       1.66657138    
       22020   1.64049995       1.50414801       1.67003775    
       22080   1.64890909       1.50519538       1.67416716    
       22140   1.65535557       1.50519538       1.67844236    
       22200   1.66046667       1.50622129       1.68340981    
       22260   1.65281820       1.50622129       1.68708909    
       22320   1.65190911       1.50723708       1.69115460    
       22380   1.65175557       1.50723708       1.69536102    
       22440   1.65051115       1.50826609       1.69917536    
       22500   1.65113640       1.50826609       1.70360100    
       22560   1.65479064       1.50936472       1.70780575    
       22620   1.65493178       1.50936472       1.71147084    
       22680   1.65609300       1.51057804       1.71641707    
       22740   1.66634881       1.51057804       1.72130311    
       22800   1.67876744       1.51190925       1.72650898    
       22860   1.69234085       1.51190925       1.73156130    
       22920   1.69297671       1.51329947       1.73612857    
       22980   1.71472096       1.51329947       1.74045551    
       23040   1.73151159       1.51479268       1.74479151    
       23100   1.73151159       1.51479268       1.74794996    
       23160   1.74899995       1.51629472       1.75094819    
       23220   1.77548838       1.51629472       1.75359213    
       23280   1.79806972       1.51775920       1.75635684    
       23340   1.81222725       1.51775920       1.75975621    
       23400   1.81758142       1.51918626       1.76263607    
       23460   1.84562790       1.51918626       1.76527631    
       23520   1.88176739       1.52065349       1.76800191    
       23580   1.91658139       1.52065349       1.76986337    
       23640   1.91658139       1.52216613       1.77206504    
       23700   1.90841866       1.52216613       1.77425337    
       23760   1.92149997       1.52362490       1.77623796    
       23820   1.93351221       1.52362490       1.77837992    
       23880   1.93351221       1.52495956       1.77991688    
       23940   1.94060004       1.52495956       1.78144455    
       24000   1.93963420       1.52629125       1.78307426    
       24060   1.93970728       1.52629125       1.78450394    
       24120   1.94542503       1.52765536       1.78542209    
       24180   1.95178044       1.52765536       1.78593028    
       24240   1.95136583       1.52891839       1.78634322    
       24300   1.94592679       1.52891839       1.78671193    
       24360   1.94857502       1.53012657       1.78720319    
       24420   1.94960976       1.53012657       1.78772449    
       24480   1.95058537       1.53125978       1.78789425    
       24540   1.96056092       1.53125978       1.78841460    
       24600   1.96405005       1.53235090       1.78878093    
       24660   1.95829272       1.53235090       1.78893912    
       24720   1.96012199       1.53338218       1.78914583    
       24780   1.95466661       1.53338218       1.78895426    
       24840   1.96560979       1.53437603       1.78859282    
       24900   1.95907319       1.53437603       1.78841126    
       24960   1.94658542       1.53530300       1.78789067    
       25020   1.93147624       1.53530300       1.78752279    
       25080   1.92404878       1.53596210       1.78705084    
       25140   1.91514635       1.53596210       1.85253131    
       25200   1.91158533       1.53648758       1.84478903    
       25260   1.89980948       1.53648758       1.83724141    
       25320   1.90180492       1.53698134       1.82938683    
       25380   1.90492678       1.53698134       1.82091689    
       25440   1.91636586       1.53739369       1.81297445    
       25500   1.90759528       1.53739369       1.80596375    
       25560   1.92436588       1.53765893       1.79967976    
       25620   1.92029274       1.53765893       1.79510295    
       25680   1.91585720       1.53783810       1.79083979    
       25740   1.90590477       1.53783810       1.78507841    
       25800   1.90509760       1.53793240       1.77853203    
       25860   1.91434145       1.53793240       1.77154911    
       25920   1.92042851       1.53790045       1.76520205    
       25980   1.92961907       1.53790045       1.75960243    
       26040   1.93656099       1.53774607       1.75413752    
       26100   1.94939029       1.53774607       1.74821377    
       26160   1.95169044       1.53751481       1.74149811    
       26220   1.95700002       1.53751481       1.73539293    
       26280   1.96404767       1.53712678       1.72963190    
       26340   1.96495354       1.53712678       1.72262979    
       26400   1.96990693       1.53661430       1.71457112    
       26460   1.97711623       1.53661430       1.70604682    
       26520   1.97000003       1.53601253       1.69725490    
       26580   1.97804654       1.53601253       1.68974888    
       26640   1.96181393       1.53532732       1.68272114    
       26700   1.94309306       1.53532732       1.67557681    
       26760   1.94309306       1.53445113       1.66919816    
       26820   1.93155813       1.53445113       1.66356766    
       26880   1.90990698       1.53345788       1.65801263    
       26940   1.89267445       1.53345788       1.65306318    
       27000   1.88009524       1.53237200       1.64695978    
       27060   1.89639533       1.53237200       1.64106607    
       27120   1.89453483       1.53119123       1.63558853    
       27180   1.88762796       1.53119123       1.63050556    
       27240   1.87276185       1.52988911       1.62638748    
       27300   1.87246513       1.52988911       1.62246084    
       27360   1.89574420       1.52850580       1.61821592    
       27420   1.90279543       1.52850580       1.61396801    
       27480   1.90279543       1.52703083       1.60953212    
       27540   1.91391110       1.52703083       1.60551929    
       27600   1.92347825       1.52559924       1.60167098    
       27660   1.92867386       1.52559924       1.59777045    
       27720   1.93271744       1.52413261       1.59379125    
       27780   1.93271744       1.52413261       1.59017146    
