 20190112
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       32280   73.5465088       25.5389004       71.6999969    
       32340   73.5465088       25.5389004       71.6999969    
       32400   73.6818161       25.4120083       71.6999969    
       32460   73.6333313       25.4120083       71.6999969    
       32520   73.5543442       25.5875816       71.6999969    
       32580   73.5543442       25.5875816       71.6999969    
       32640   73.6956558       26.0217342       71.6999969    
       32700   74.0065231       26.0217342       71.6999969    
       32760   74.3326111       26.2864780       71.6999969    
       32820   74.3326111       26.2864780       71.6999969    
       32880   74.5869598       26.5265522       71.6999969    
       32940   74.7152176       26.5265522       71.6999969    
       33000   75.0311127       26.6566372       71.6999969    
       33060   74.8826065       26.6566372       71.6999969    
       33120   75.0413055       26.4796734       71.6999969    
       33180   75.1608658       26.4796734       71.6999969    
       33240   75.2777786       25.9510098       71.6999969    
       33300   74.8913040       25.9510098       71.6999969    
       33360   74.7652206       25.5558357       71.6999969    
       33420   74.8111115       25.5558357       71.6999969    
       33480   74.8577805       25.6183891       71.6999969    
       33540   74.6195679       25.6183891       71.6999969    
       33600   74.4086990       25.5785313       71.6999969    
       33660   74.4755554       25.5785313       71.6999969    
       33720   74.1488876       25.3194561       71.6999969    
       33780   73.9021759       25.3194561       71.6999969    
       33840   73.9355545       25.1371746       71.6999969    
       33900   73.7266693       25.1371746       71.6999969    
       33960   73.3422241       25.7017479       71.6999969    
       34020   73.0152206       25.7017479       71.6999969    
       34080   72.8600006       26.2819099       71.6999969    
       34140   72.2266693       26.2819099       71.6999969    
       34200   71.8088913       26.5807686       71.6999969    
       34260   71.7173920       26.5807686       71.6999969    
       34320   71.5888901       26.6564903       71.6999969    
       34380   71.5822220       26.6564903       71.6999969    
       34440   71.2777786       26.7251205       71.6999969    
       34500   71.2521744       26.7251205       71.6999969    
       34560   71.1533356       26.7824783       71.6999969    
       34620   71.2288895       26.7824783       71.6999969    
       34680   71.3155518       26.6312523       71.6999969    
       34740   71.1152191       26.6312523       71.6999969    
       34800   70.9466629       25.9248886       71.6999969    
       34860   70.8133316       25.9248886       71.6999969    
       34920   70.6377792       25.6347313       71.6999969    
       34980   70.4565201       25.6347313       71.6999969    
       35040   70.2288895       25.6272030       71.6999969    
       35100   69.8711090       25.6272030       71.6999969    
       35160   69.4333344       25.3594189       71.6999969    
       35220   69.4065247       25.3594189       71.6999969    
       35280   69.2466660       25.2504539       71.6999969    
       35340   68.6666641       25.2504539       71.6999969    
       35400   68.1200027       25.0997219       71.6999969    
       35460   67.8891296       25.0997219       71.6999969    
       35520   67.8222198       25.0970364       71.6999969    
       35580   67.2666702       25.0970364       71.6999969    
       35640   66.7555542       24.5154362       71.6999969    
       35700   66.4622192       24.5154362       71.6999969    
       35760   66.4622192       23.7270393       71.6999969    
       35820   66.1022186       23.7270393       71.6999969    
       35880   65.8000031       23.3128662       79.6999969    
       35940   65.4977798       23.3128662       79.6999969    
       36000   65.4977798       22.8979301       79.6999969    
       36060   65.3000031       22.8979301       79.6999969    
       36120   65.1311111       23.3197765       79.6999969    
       36180   64.9688873       23.3197765       79.6999969    
       36240   64.9688873       23.6159439       79.6999969    
       36300   64.7688904       23.6159439       79.6999969    
       36360   64.6088867       23.4796982       79.6999969    
       36420   64.3622208       23.4796982       79.6999969    
       36480   64.3622208       23.3023891       79.6999969    
       36540   64.2577744       23.3023891       79.6999969    
       36600   64.2822189       23.2373428       79.6999969    
       36660   64.3673935       23.2373428       79.6999969    
       36720   64.2822189       23.5491505       79.6999969    
       36780   64.2733307       23.5491505       79.6999969    
       36840   64.2888870       24.2282791       79.6999969    
       36900   64.5673904       24.2282791       79.6999969    
       36960   64.7244415       24.7181988       79.6999969    
       37020   64.8311081       24.7181988       79.6999969    
       37080   64.7608719       25.2674866       79.6999969    
       37140   64.2152176       25.2674866       79.6999969    
       37200   63.0456505       26.0265903       79.6999969    
       37260   62.9822235       26.0265903       79.6999969    
       37320   61.7217407       27.0396862       79.6999969    
       37380   61.4434776       27.0396862       79.6999969    
       37440   61.4133339       27.3366909       79.6999969    
       37500   60.8652191       27.3366909       79.6999969    
       37560   60.0347824       27.2471657       79.6999969    
       37620   59.8152161       27.2471657       79.6999969    
       37680   59.8488884       27.1914558       79.6999969    
       37740   59.7326088       27.1914558       79.6999969    
       37800   59.8152161       27.2144356       79.6999969    
       37860   59.1695671       27.2144356       79.6999969    
       37920   58.9822235       27.5507717       79.6999969    
       37980   58.6456528       27.5507717       79.6999969    
