 20190306
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       28920   54.9045448       36.7832565       30.3999996    
       28980   54.9045448       36.7832565       30.3999996    
       29040   54.9045448       36.9672546       30.3999996    
       29100   54.6386375       36.9672546       30.3999996    
       29160   54.2727280       37.4273491       30.3999996    
       29220   54.4511108       37.4273491       30.3999996    
       29280   54.2311096       38.0087204       30.3999996    
       29340   54.2613640       38.0087204       30.3999996    
       29400   54.5999985       38.2978363       30.3999996    
       29460   54.9622231       38.2978363       30.3999996    
       29520   55.3250008       38.3003273       30.3999996    
       29580   55.5488358       38.3003273       30.3999996    
       29640   55.5488358       38.5700951       30.3999996    
       29700   56.0395355       38.5700951       30.3999996    
       29760   56.1571426       39.2506561       30.3999996    
       29820   57.1214294       39.2506561       30.3999996    
       29880   57.9523811       39.7379646       30.3999996    
       29940   57.5837212       39.7379646       30.3999996    
       30000   58.0785713       39.9138451       30.3999996    
       30060   58.1119041       39.9138451       30.3999996    
       30120   57.9619064       40.0181351       30.3999996    
       30180   57.7488365       40.0181351       30.3999996    
       30240   58.1904755       39.7484779       30.3999996    
       30300   58.1857147       39.7484779       30.3999996    
       30360   58.8452377       39.6103668       30.3999996    
       30420   58.8452377       39.6103668       30.3999996    
       30480   59.1523819       39.8103218       30.3999996    
       30540   59.6166649       39.8103218       30.3999996    
       30600   59.2341461       40.0230980       30.3999996    
       30660   59.0571442       40.0230980       30.3999996    
       30720   58.2690468       40.2316971       30.3999996    
       30780   58.0261917       40.2316971       30.3999996    
       30840   57.7902451       40.5471382       30.3999996    
       30900   57.8499985       40.5471382       30.3999996    
       30960   57.2595253       40.8575592       30.3999996    
       31020   56.4880943       40.8575592       30.3999996    
       31080   56.2292671       40.9635811       30.3999996    
       31140   55.8785706       40.9635811       30.3999996    
       31200   55.5547638       40.7396049       30.3999996    
       31260   55.0476189       40.7396049       30.3999996    
       31320   55.2146339       40.2712212       30.3999996    
       31380   55.0904770       40.2712212       30.3999996    
       31440   54.5452385       39.3432121       30.3999996    
       31500   54.4333344       39.3432121       30.3999996    
       31560   54.3804893       38.2247047       30.3999996    
       31620   53.9500008       38.2247047       30.3999996    
       31680   53.4547615       36.8988724       30.3999996    
       31740   52.7166672       36.8988724       30.3999996    
       31800   53.0878067       35.6632233       30.3999996    
       31860   52.5000000       35.6632233       30.3999996    
       31920   52.6738091       34.6356888       30.3999996    
       31980   52.2357140       34.6356888       30.3999996    
       32040   52.2880936       33.8570862       30.3999996    
       32100   52.2880936       33.8570862       30.3999996    
       32160   51.7833328       33.1746750       30.3999996    
       32220   51.3833351       33.1746750       30.3999996    
       32280   51.0404778       32.9151077       30.3999996    
