 20180928
 Seconds  Measures(RH-%)  Meso-NH(RH-%)  FORECAST_AR(RH-%)
        7260   6.22950840       9.64807987       6.00000000    
        7320   6.21311474       9.67906761       6.00000000    
        7380   6.21311474       9.70419693       6.00000000    
        7440   6.19672108       9.72405910       6.00000000    
        7500   6.19672108       9.74015236       6.00000000    
        7560   6.18032789       9.75348949       6.00000000    
        7620   6.16393423       9.76329994       6.00000000    
        7680   6.18032789       9.76733780       6.00000000    
        7740   6.16393423       9.76621151       6.00000000    
        7800   6.16393423       9.76312256       6.00000000    
        7860   6.16393423       9.76032639       6.00000000    
        7920   6.16393423       9.75987720       6.00000000    
        7980   6.16393423       9.76176357       6.00000000    
        8040   6.18032789       9.76399040       6.00000000    
        8100   6.18032789       9.76488972       6.00000000    
        8160   6.19672108       9.76473236       6.00000000    
        8220   6.18032789       9.76566887       6.00000000    
        8280   6.18032789       9.77058029       6.00000000    
        8340   6.19672108       9.77721119       6.00000000    
        8400   6.21311474       9.77649212       6.00000000    
        8460   6.22950840       9.76375389       6.00000000    
        8520   6.26229525       9.74168205       6.00000000    
        8580   6.27868843       9.71509647       6.00000000    
        8640   6.27868843       9.68715191       6.00000000    
        8700   6.27868843       9.65977764       6.00000000    
        8760   6.27868843       9.63460064       6.00000000    
        8820   6.27868843       9.61263084       6.00000000    
        8880   6.27868843       9.59522724       6.00000000    
        8940   6.27868843       9.58265686       6.00000000    
        9000   6.26229525       9.57331753       6.00000000    
        9060   6.24590158       9.56565380       6.00000000    
        9120   6.24590158       9.55898952       6.00000000    
        9180   6.24590158       9.55263519       6.00000000    
        9240   6.24590158       9.54539108       6.00000000    
        9300   6.24590158       9.53546333       6.00000000    
        9360   6.24590158       9.52159119       6.00000000    
        9420   6.24590158       9.50411701       6.00000000    
        9480   6.26229525       9.48511505       6.00000000    
        9540   6.26229525       9.46621704       6.00000000    
        9600   6.26229525       9.44817257       6.00000000    
        9660   6.27868843       9.43090916       6.00000000    
        9720   6.29508209       9.41403675       6.00000000    
        9780   6.31147528       9.39703083       6.00000000    
        9840   6.32786894       9.37947273       6.00000000    
        9900   6.34426212       9.36252403       6.00000000    
        9960   6.36065578       9.34806728       6.00000000    
       10020   6.37704897       9.33624554       6.00000000    
       10080   6.39344263       9.32331371       6.00000000    
       10140   6.40983629       9.30474663       6.00000000    
       10200   6.42622948       9.28047276       6.00000000    
       10260   6.44262314       9.25429535       6.00000000    
       10320   6.44262314       9.22828102       6.00000000    
       10380   6.45901632       9.20263195       6.00000000    
       10440   6.47540998       9.17708015       6.00000000    
       10500   6.49180317       9.15077400       6.00000000    
       10560   6.50819683       9.12265205       6.00000000    
       10620   6.52459002       9.09135723       6.00000000    
       10680   6.54098368       9.05621052       6.00000000    
       10740   6.55737686       9.01827812       6.00000000    
       10800   6.57377052       8.97937107       6.00000000    
       10860   6.57377052       8.93999195       6.00000000    
       10920   6.57377052       8.89999294       6.00000000    
       10980   6.57377052       8.85994816       6.00000000    
       11040   6.55737686       8.82053947       6.00000000    
       11100   6.55737686       8.78414345       6.00000000    
       11160   6.55737686       8.75291252       6.00000000    
       11220   6.55737686       8.72786331       6.00000000    
       11280   6.55737686       8.70948505       6.00000000    
       11340   6.54098368       8.69589806       6.00000000    
       11400   6.54098368       8.68401432       6.00000000    
       11460   6.52459002       8.67223930       6.00000000    
       11520   6.52459002       8.65981674       6.00000000    
       11580   6.54098368       8.64678478       6.00000000    
       11640   6.55737686       8.63376427       6.00000000    
       11700   6.55737686       8.62122726       6.00000000    
       11760   6.55737686       8.60911846       6.00000000    
       11820   6.55737686       8.59729576       6.00000000    
       11880   6.57377052       8.58582878       6.00000000    
       11940   6.57377052       8.57489014       6.00000000    
       12000   6.57377052       8.56443310       6.00000000    
       12060   6.57377052       8.55488777       6.00000000    
       12120   6.57377052       8.54657269       6.00000000    
       12180   6.55737686       8.53951836       6.00000000    
       12240   6.55737686       8.53355217       6.00000000    
       12300   6.57377052       8.52817249       6.00000000    
       12360   6.59016371       8.52248478       6.00000000    
       12420   6.60655737       8.51513386       6.00000000    
       12480   6.62295103       8.50424576       6.00000000    
       12540   6.63934422       8.48854637       6.00000000    
       12600   6.65573788       8.46803761       6.00000000    
       12660   6.67213106       8.44364738       6.00000000    
       12720   6.68852472       8.41686916       6.00000000    
       12780   6.70491791       8.38972759       6.00000000    
       12840   6.72131157       8.36455154       6.00000000    
       12900   6.73770475       8.34274387       6.00000000    
       12960   6.75409842       8.32427883       6.00000000    
       13020   6.77049160       8.30843925       6.00000000    
       13080   6.78688526       8.29441452       6.00000000    
       13140   6.78688526       8.28121758       6.00000000    
       13200   6.80327892       8.26782990       6.00000000    
       13260   6.81967211       8.25368214       6.00000000    
       13320   6.81967211       8.23814201       6.00000000    
       13380   6.81967211       8.22042370       6.00000000    
       13440   6.81967211       8.19959545       6.00000000    
       13500   6.81967211       8.17494678       6.00000000    
       13560   6.81967211       8.14701176       6.00000000    
       13620   6.81967211       8.11682892       6.00000000    
       13680   6.81967211       8.08448029       6.00000000    
       13740   6.81967211       8.04904461       6.00000000    
       13800   6.81967211       8.00988579       6.00000000    
       13860   6.81967211       7.96811771       6.00000000    
       13920   6.81967211       7.92533350       6.00000000    
       13980   6.81967211       7.88342857       6.00000000    
       14040   6.81967211       7.84430790       6.00000000    
       14100   6.81967211       7.80874205       6.00000000    
       14160   6.81967211       7.77608395       6.00000000    
       14220   6.81967211       7.74551487       6.00000000    
       14280   6.81967211       7.71661425       6.00000000    
       14340   6.81967211       7.68953562       6.00000000    
       14400   6.81967211       7.66479397       6.00000000    
       14460   6.81967211       7.64228678       6.00000000    
       14520   6.83606577       7.62062407       6.00000000    
       14580   6.85245895       7.59753799       6.00000000    
       14640   6.86885262       7.57137012       6.00000000    
       14700   6.86885262       7.54129791       6.00000000    
       14760   6.88524580       7.50761843       6.00000000    
       14820   6.90163946       7.47041464       6.00000000    
       14880   6.91803265       7.42972136       6.00000000    
       14940   6.93442631       7.38702631       6.00000000    
       15000   6.95081949       7.34423542       6.00000000    
       15060   6.96721315       7.30266285       6.00000000    
       15120   6.98360634       7.26333427       6.00000000    
       15180   6.98360634       7.22686338       6.00000000    
       15240   6.98360634       7.19335079       6.00000000    
       15300   6.98360634       7.16237354       6.00000000    
       15360   6.98360634       7.13299513       6.00000000    
       15420   6.98360634       7.10436344       6.00000000    
       15480   6.98360634       7.07613039       6.00000000    
       15540   6.98360634       7.04816103       6.00000000    
       15600   6.98360634       7.02030897       6.00000000    
       15660   6.98360634       6.99248075       6.00000000    
       15720   6.98360634       6.96421337       6.00000000    
       15780   6.98360634       6.93469715       6.00000000    
       15840   6.96721315       6.90305042       6.00000000    
       15900   6.95081949       6.86911392       6.00000000    
       15960   6.93442631       6.83368635       6.00000000    
       16020   6.93442631       6.79826784       6.00000000    
       16080   6.93442631       6.76525450       6.00000000    
       16140   6.91803265       6.73745823       6.00000000    
       16200   6.91803265       6.71594477       6.00000000    
       16260   6.91803265       6.69887161       6.00000000    
       16320   6.91803265       6.68330812       6.00000000    
       16380   6.90163946       6.66742706       6.00000000    
       16440   6.90163946       6.65034628       6.00000000    
       16500   6.90163946       6.63130951       6.00000000    
       16560   6.90163946       6.60861731       6.00000000    
       16620   6.90163946       6.58118391       6.00000000    
       16680   6.88524580       6.54964018       6.00000000    
       16740   6.88524580       6.51584148       6.00000000    
       16800   6.88524580       6.48235703       6.00000000    
       16860   6.86885262       6.45141745       6.00000000    
       16920   6.85245895       6.42375135       6.00000000    
       16980   6.83606577       6.39770699       6.00000000    
       17040   6.81967211       6.37224722       6.00000000    
       17100   6.80327892       6.34852457       6.00000000    
       17160   6.78688526       6.32790852       6.00000000    
       17220   6.78688526       6.31104803       6.00000000    
       17280   6.78688526       6.29809046       6.00000000    
       17340   6.77049160       6.28906870       6.00000000    
       17400   6.77049160       6.28364325       6.00000000    
       17460   6.77049160       6.28084612       6.00000000    
       17520   6.75409842       6.28065205       6.00000000    
       17580   6.75409842       6.28166962       6.00000000    
       17640   6.73770475       6.28139162       6.00000000    
       17700   6.72131157       6.27813864       6.00000000    
       17760   6.70491791       6.27133322       6.00000000    
       17820   6.68852472       6.25994539       6.00000000    
       17880   6.67213106       6.24485350       6.00000000    
       17940   6.65573788       6.22922850       6.00000000    
       18000   6.63934422       6.21541929       6.00000000    
       18060   6.62295103       6.20523977       7.00000000    
       18120   6.60655737       6.19985533       7.00000000    
       18180   6.59016371       6.19929552       7.00000000    
       18240   6.59016371       6.20139503       7.00000000    
       18300   6.57377052       6.20153379       7.00000000    
       18360   6.57377052       6.19618845       7.00000000    
       18420   6.55737686       6.18756056       7.00000000    
       18480   6.54098368       6.17951965       7.00000000    
       18540   6.52459002       6.17405844       7.00000000    
       18600   6.50819683       6.17214537       7.00000000    
       18660   6.49180317       6.17334080       7.00000000    
       18720   6.47540998       6.17488050       7.00000000    
       18780   6.45901632       6.17347431       7.00000000    
       18840   6.44262314       6.16838217       7.00000000    
       18900   6.42622948       6.16073179       7.00000000    
       18960   6.42622948       6.15134716       7.00000000    
       19020   6.40983629       6.14079189       7.00000000    
       19080   6.39344263       6.12997484       7.00000000    
       19140   6.39344263       6.12059784       7.00000000    
       19200   6.37704897       6.11448717       7.00000000    
       19260   6.36065578       6.11157036       7.00000000    
       19320   6.34426212       6.11056519       7.00000000    
       19380   6.32786894       6.11031294       7.00000000    
       19440   6.31147528       6.11058426       7.00000000    
       19500   6.31147528       6.11174917       7.00000000    
       19560   6.31147528       6.11409855       7.00000000    
       19620   6.31147528       6.11784363       7.00000000    
       19680   6.29508209       6.12246180       7.00000000    
       19740   6.27868843       6.12612009       7.00000000    
       19800   6.27868843       6.12724495       7.00000000    
       19860   6.26229525       6.12603331       7.00000000    
       19920   6.24590158       6.12343359       7.00000000    
       19980   6.22950840       6.11987066       7.00000000    
       20040   6.22950840       6.11469746       7.00000000    
       20100   6.21311474       6.10739899       7.00000000    
       20160   6.19672108       6.09913206       7.00000000    
       20220   6.18032789       6.09139967       7.00000000    
       20280   6.16393423       6.08518982       7.00000000    
       20340   6.16393423       6.08069849       7.00000000    
       20400   6.14754105       6.07712460       7.00000000    
       20460   6.13114738       6.07363176       7.00000000    
       20520   6.13114738       6.07040119       7.00000000    
       20580   6.13114738       6.06879950       7.00000000    
       20640   6.13114738       6.06886721       7.00000000    
       20700   6.13114738       6.06815147       7.00000000    
       20760   6.13114738       6.06457138       7.00000000    
       20820   6.13114738       6.05856085       7.00000000    
       20880   6.13114738       6.05301428       7.00000000    
       20940   6.13114738       6.04892874       7.00000000    
       21000   6.14754105       6.04392672       7.00000000    
       21060   6.16393423       6.03702927       7.00000000    
       21120   6.18032789       6.02906084       7.00000000    
       21180   6.21311474       6.02027607       7.00000000    
       21240   6.22950840       6.01153564       7.00000000    
       21300   6.26229525       6.00352001       7.00000000    
       21360   6.29508209       5.99669456       7.00000000    
       21420   6.32786894       5.99136734       7.00000000    
       21480   6.34426212       5.98625708       7.00000000    
       21540   6.36065578       5.98134661       7.00000000    
       21600   6.39344263       5.97709179       7.00000000    
       21660   6.40983629       5.97183084       6.00000000    
       21720   6.42622948       5.96418047       6.00000000    
       21780   6.45901632       5.95403671       6.00000000    
       21840   6.47540998       5.94286728       6.00000000    
       21900   6.47540998       5.93478632       6.00000000    
       21960   6.49180317       5.93310165       6.00000000    
       22020   6.50819683       5.93520880       6.00000000    
       22080   6.52459002       5.93695545       6.00000000    
       22140   6.55737686       5.93567371       6.00000000    
       22200   6.57377052       5.93037987       6.00000000    
       22260   6.60655737       5.92314720       6.00000000    
       22320   6.63934422       5.91677952       6.00000000    
       22380   6.67213106       5.91257620       6.00000000    
       22440   6.70491791       5.90968513       6.00000000    
       22500   6.73770475       5.90682507       6.00000000    
       22560   6.77049160       5.90463209       6.00000000    
       22620   6.78688526       5.90471792       6.00000000    
       22680   6.81967211       5.90769577       6.00000000    
       22740   6.85245895       5.91167736       6.00000000    
       22800   6.86885262       5.91410923       6.00000000    
       22860   6.90163946       5.91431808       6.00000000    
       22920   6.93442631       5.91340542       6.00000000    
       22980   6.96721315       5.91343832       6.00000000    
       23040   7.00000000       5.91535378       6.00000000    
       23100   7.03278685       5.91807127       6.00000000    
       23160   7.06557369       5.91965818       6.00000000    
       23220   7.09836054       5.91873264       6.00000000    
       23280   7.13114738       5.91502190       6.00000000    
       23340   7.16393423       5.90929365       6.00000000    
       23400   7.19672108       5.90316153       6.00000000    
       23460   7.22950840       5.89847279       6.00000000    
       23520   7.26229525       5.89555454       6.00000000    
       23580   7.29508209       5.89253473       6.00000000    
       23640   7.32786894       5.88810396       6.00000000    
       23700   7.36065578       5.88351965       6.00000000    
       23760   7.39344263       5.88045263       6.00000000    
       23820   7.42622948       5.87987900       6.00000000    
       23880   7.45901632       5.88104153       6.00000000    
       23940   7.49180317       5.88223314       6.00000000    
       24000   7.52459002       5.88221216       6.00000000    
       24060   7.55737686       5.88005114       6.00000000    
       24120   7.59016371       5.87520790       6.00000000    
       24180   7.62295103       5.86853218       6.00000000    
       24240   7.65573788       5.86186790       6.00000000    
       24300   7.68852472       5.85718393       6.00000000    
       24360   7.72131157       5.85492277       6.00000000    
       24420   7.75409842       5.85337543       6.00000000    
       24480   7.78688526       5.84973431       6.00000000    
       24540   7.80327892       5.84408379       6.00000000    
       24600   7.81967211       5.84013224       6.00000000    
       24660   7.83606577       5.83906555       6.00000000    
       24720   7.83606577       5.83819294       6.00000000    
       24780   7.83606577       5.83644962       6.00000000    
       24840   7.83606577       5.83351564       6.00000000    
       24900   7.83606577       5.82974768       6.00000000    
       24960   7.83606577       5.82590437       6.00000000    
       25020   7.83606577       5.82363701       6.00000000    
       25080   7.83606577       5.82455158       6.00000000    
       25140   7.85245895       5.82643318       6.00000000    
       25200   7.86885262       5.82659149       6.00000000    
       25260   7.86885262       5.82499981       6.00000000    
       25320   7.88524580       5.82270765       6.00000000    
       25380   7.90163946       5.82078743       6.00000000    
       25440   7.90163946       5.82002926       6.00000000    
       25500   7.91803265       5.82015467       6.00000000    
       25560   7.93442631       5.82039547       6.00000000    
       25620   7.95081949       5.82095861       6.00000000    
       25680   7.96721315       5.82232809       6.00000000    
       25740   7.98360634       5.82461548       6.00000000    
       25800   7.98360634       5.82753468       6.00000000    
       25860   8.00000000       5.82941723       6.00000000    
       25920   8.00000000       5.82960796       6.00000000    
       25980   8.00000000       5.82936668       6.00000000    
       26040   8.00000000       5.82986069       6.00000000    
       26100   8.00000000       5.83141947       6.00000000    
       26160   8.00000000       5.83344412       6.00000000    
       26220   8.00000000       5.83475399       6.00000000    
       26280   8.00000000       5.83416986       6.00000000    
       26340   8.00000000       5.83199453       6.00000000    
       26400   8.00000000       5.82938671       6.00000000    
       26460   8.00000000       5.82710028       6.00000000    
       26520   8.00000000       5.82548475       6.00000000    
       26580   8.00000000       5.82392216       6.00000000    
       26640   8.00000000       5.82205343       6.00000000    
       26700   8.00000000       5.82070208       6.00000000    
       26760   8.00000000       5.82071495       6.00000000    
       26820   8.00000000       5.82214642       6.00000000    
       26880   8.00000000       5.82479000       6.00000000    
       26940   8.00000000       5.82847834       6.00000000    
       27000   8.00000000       5.83280373       6.00000000    
       27060   8.00000000       5.83705759       6.00000000    
       27120   8.00000000       5.84158564       6.00000000    
       27180   8.00000000       5.84778261       6.00000000    
       27240   8.00000000       5.85664034       6.00000000    
       27300   8.00000000       5.86719465       6.00000000    
       27360   8.00000000       5.87817144       6.00000000    
       27420   8.00000000       5.88883162       6.00000000    
       27480   8.00000000       5.89938259       6.00000000    
       27540   8.00000000       5.91053247       6.00000000    
       27600   8.00000000       5.92248917       6.00000000    
       27660   8.00000000       5.93520927       6.00000000    
       27720   8.00000000       5.94871616       6.00000000    
       27780   8.00000000       5.96297598       6.00000000    
       27840   8.00000000       5.97790384       6.00000000    
       27900   8.00000000       5.99342537       6.00000000    
       27960   8.00000000       6.00928354       6.00000000    
       28020   8.00000000       6.02512741       6.00000000    
       28080   8.00000000       6.04095030       6.00000000    
       28140   8.00000000       6.05698156       6.00000000    
       28200   8.00000000       6.07334375       6.00000000    
       28260   8.00000000       6.08996725       6.00000000    
       28320   8.00000000       6.10661221       6.00000000    
       28380   8.00000000       6.12305498       6.00000000    
       28440   8.00000000       6.13927937       6.00000000    
       28500   8.00000000       6.15537310       6.00000000    
       28560   8.00000000       6.17168808       6.00000000    
       28620   8.00000000       6.18838549       6.00000000    
       28680   8.00000000       6.20507860       6.00000000    
       28740   8.00000000       6.22138262       6.00000000    
       28800   8.00000000       6.23747110       6.00000000    
       28860   8.00000000       6.25373888       8.00000000    
       28920   8.00000000       6.27020073       8.00000000    
       28980   8.00000000       6.28682137       8.00000000    
       29040   8.00000000       6.30361032       8.00000000    
       29100   8.00000000       6.32048845       8.00000000    
       29160   8.00000000       6.33730793       8.00000000    
       29220   8.00000000       6.35398436       8.00000000    
       29280   8.00000000       6.37073517       8.00000000    
       29340   8.00000000       6.38770199       8.00000000    
       29400   8.00000000       6.40450001       8.00000000    
       29460   8.00000000       6.42078018       8.00000000    
       29520   8.00000000       6.43660831       8.00000000    
       29580   8.00000000       6.45223856       8.00000000    
       29640   8.00000000       6.46784210       8.00000000    
       29700   8.00000000       6.48337984       8.00000000    
       29760   8.00000000       6.49871397       8.00000000    
       29820   8.00000000       6.51375866       8.00000000    
       29880   8.00000000       6.52868795       8.00000000    
       29940   8.00000000       6.54376125       8.00000000    
       30000   8.00000000       6.55923510       8.00000000    
       30060   8.00000000       6.57534504       8.00000000    
       30120   8.00000000       6.59180117       8.00000000    
       30180   8.00000000       6.60823011       8.00000000    
       30240   8.00000000       6.62447166       8.00000000    
       30300   8.00000000       6.64017200       8.00000000    
       30360   8.00000000       6.65519714       8.00000000    
       30420   8.00000000       6.66986609       8.00000000    
       30480   8.00000000       6.68449831       8.00000000    
       30540   8.00000000       6.69920635       8.00000000    
       30600   8.00000000       6.71390867       8.00000000    
       30660   8.00000000       6.72851992       8.00000000    
       30720   8.00000000       6.74303436       8.00000000    
       30780   8.00000000       6.75759554       8.00000000    
       30840   8.00000000       6.77225304       8.00000000    
       30900   8.00000000       6.78694248       8.00000000    
       30960   8.00000000       6.80163479       8.00000000    
       31020   8.00000000       6.81631136       8.00000000    
       31080   8.00000000       6.83079243       8.00000000    
       31140   8.00000000       6.84488630       8.00000000    
       31200   8.00000000       6.85850239       8.00000000    
       31260   8.00000000       6.87170029       8.00000000    
       31320   8.00000000       6.88458872       8.00000000    
       31380   8.00000000       6.89724541       8.00000000    
       31440   8.00000000       6.90977430       8.00000000    
       31500   8.00000000       6.92214060       8.00000000    
       31560   8.00000000       6.93432856       8.00000000    
       31620   8.00000000       6.94643021       8.00000000    
       31680   8.00000000       6.95843458       8.00000000    
       31740   8.00000000       6.97036600       8.00000000    
       31800   8.00000000       6.98213720       8.00000000    
       31860   8.00000000       6.99357176       8.00000000    
       31920   8.00000000       7.00459480       8.00000000    
       31980   8.00000000       7.01529312       8.00000000    
       32040   8.00000000       7.02601576       8.00000000    
       32100   8.00000000       7.03700686       8.00000000    
       32160   8.00000000       7.04831076       8.00000000    
       32220   8.00000000       7.05990458       8.00000000    
       32280   8.00000000       7.07173204       8.00000000    
       32340   8.00000000       7.08374882       8.00000000    
       32400   8.00000000       7.09580708       8.00000000    
       32460   8.00000000       7.10770988       8.00000000    
       32520   7.98360634       7.11948824       8.00000000    
