 20181202
 Seconds  Measures(RH-%)  Meso-NH(RH-%)  FORECAST_AR(RH-%)
        7200   13.6065578       13.4736509       21.0000000    
        7260   13.5737705       13.3706026       21.0000000    
        7320   13.5245905       13.2677851       21.0000000    
        7380   13.5081968       13.1711521       21.0000000    
        7440   13.4918032       13.0866547       21.0000000    
        7500   13.4590168       13.0177975       21.0000000    
        7560   13.4754095       12.9616470       21.0000000    
        7620   13.4262295       12.9095173       21.0000000    
        7680   13.3770494       12.8539362       21.0000000    
        7740   13.3442621       12.7889729       21.0000000    
        7800   13.3442621       12.7094202       21.0000000    
        7860   13.3114758       12.6130486       21.0000000    
        7920   13.2950821       12.5116682       21.0000000    
        7980   13.2295084       12.4275646       21.0000000    
        8040   13.1639347       12.3612537       21.0000000    
        8100   13.1311474       12.3017979       21.0000000    
        8160   13.1311474       12.2463017       21.0000000    
        8220   13.0983610       12.1930895       21.0000000    
        8280   13.0655737       12.1389589       21.0000000    
        8340   13.0327873       12.0835314       21.0000000    
        8400   13.0000000       12.0318537       21.0000000    
        8460   13.0000000       11.9926186       21.0000000    
        8520   12.9836063       11.9728279       21.0000000    
        8580   12.9836063       11.9591074       21.0000000    
        8640   12.9508200       11.9406080       21.0000000    
        8700   12.8852463       11.9151125       21.0000000    
        8760   12.8524590       11.8793812       21.0000000    
        8820   12.8196726       11.8320084       21.0000000    
        8880   12.8196726       11.7731771       21.0000000    
        8940   12.8032789       11.7043104       21.0000000    
        9000   12.8196726       11.6362543       21.0000000    
        9060   12.8360653       11.5925846       21.0000000    
        9120   12.8196726       11.5846634       21.0000000    
        9180   12.8032789       11.5948715       21.0000000    
        9240   12.7868853       11.6046352       21.0000000    
        9300   12.7540979       11.6079845       21.0000000    
        9360   12.7704916       11.5954208       21.0000000    
        9420   12.7704916       11.5589485       21.0000000    
        9480   12.7213116       11.5137987       21.0000000    
        9540   12.6885242       11.4700251       21.0000000    
        9600   12.6885242       11.4273787       21.0000000    
        9660   12.6721315       11.3792305       21.0000000    
        9720   12.6557379       11.3200960       21.0000000    
        9780   12.6557379       11.2498827       21.0000000    
        9840   12.6065578       11.1713705       21.0000000    
        9900   12.5901642       11.0869598       21.0000000    
        9960   12.5737705       10.9975986       21.0000000    
       10020   12.6065578       10.9042454       21.0000000    
       10080   12.6229506       10.8094854       21.0000000    
       10140   12.6065578       10.7150755       21.0000000    
       10200   12.6229506       10.6203260       21.0000000    
       10260   12.6557379       10.5258684       21.0000000    
       10320   12.6885242       10.4333811       21.0000000    
       10380   12.7049179       10.3450737       21.0000000    
       10440   12.7049179       10.2678976       21.0000000    
       10500   12.7049179       10.2167025       21.0000000    
       10560   12.7377052       10.2029295       21.0000000    
       10620   12.7377052       10.2154484       21.0000000    
       10680   12.7540979       10.2368765       21.0000000    
       10740   12.7540979       10.2583818       21.0000000    
       10800   12.6885242       10.2747402       13.0000000    
       10860   12.6393442       10.2811584       13.0000000    
       10920   12.5737705       10.2733908       13.0000000    
       10980   12.5409832       10.2485609       13.0000000    
       11040   12.5573769       10.2074585       13.0000000    
       11100   12.5737705       10.1542797       13.0000000    
       11160   12.6229506       10.0979795       13.0000000    
       11220   12.6721315       10.0505924       13.0000000    
       11280   12.6885242       10.0206165       13.0000000    
       11340   12.7049179       10.0064421       13.0000000    
       11400   12.7213116       9.99459839       13.0000000    
       11460   12.7377052       9.97032356       13.0000000    
       11520   12.7540979       9.93062592       13.0000000    
       11580   12.7704916       9.88522625       13.0000000    
       11640   12.8032789       9.84374142       13.0000000    
       11700   12.8196726       9.80700874       13.0000000    
       11760   12.8360653       9.77225018       13.0000000    
       11820   12.8360653       9.73731232       13.0000000    
       11880   12.8688526       9.70490265       13.0000000    
       11940   12.8852463       9.68468761       13.0000000    
       12000   12.9016390       9.68458080       13.0000000    
       12060   12.9344263       9.70998096       13.0000000    
       12120   12.9508200       9.75944233       13.0000000    
       12180   12.9508200       9.82302284       13.0000000    
       12240   12.9508200       9.89313507       13.0000000    
       12300   12.9836063       9.96375179       13.0000000    
       12360   13.0327873       10.0297976       13.0000000    
       12420   13.0491800       10.0906448       13.0000000    
       12480   13.0655737       10.1485510       13.0000000    
       12540   13.0819674       10.2033997       13.0000000    
       12600   13.0491800       10.2509031       13.0000000    
