 20181104
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       28680   2.41102386       3.14766121       2.23499990    
       28740   2.41790247       3.14766121       2.23499990    
       28800   2.42777491       3.15531945       2.23499990    
       28860   2.42777491       3.15531945       2.23499990    
       28920   2.44043589       3.16173339       2.23499990    
       28980   2.46451283       3.16173339       2.23499990    
       29040   2.48102641       3.17034101       2.23499990    
       29100   2.49451280       3.17034101       2.23499990    
       29160   2.54146147       3.17827606       2.23499990    
       29220   2.57699990       3.17827606       2.23499990    
       29280   2.58626318       3.18733239       2.23499990    
       29340   2.60500002       3.18733239       2.23499990    
       29400   2.62207699       3.19494748       2.23499990    
       29460   2.64266658       3.19494748       2.23499990    
       29520   2.65339470       3.20726442       2.23499990    
       29580   2.66428208       3.20726442       2.23499990    
       29640   2.68402553       3.22208428       2.23499990    
       29700   2.69571805       3.22208428       2.23499990    
       29760   2.70605254       3.22730231       2.23499990    
       29820   2.71843600       3.22730231       2.23499990    
       29880   2.73084617       3.24014282       2.23499990    
       29940   2.74884605       3.24014282       2.23499990    
       30000   2.75784206       3.24891210       2.23499990    
       30060   2.76917958       3.24891210       2.23499990    
       30120   2.78087187       3.25100422       2.23499990    
       30180   2.78220510       3.25100422       2.23499990    
       30240   2.79494739       3.25104880       2.23499990    
       30300   2.79815388       3.25104880       2.23499990    
       30360   2.82138467       3.25377274       2.23499990    
       30420   2.83094740       3.25377274       2.23499990    
       30480   2.82523680       3.25878429       2.23499990    
       30540   2.81761527       3.25878429       2.23499990    
       30600   2.81166673       3.26956034       2.23499990    
       30660   2.80217957       3.26956034       2.23499990    
       30720   2.81294727       3.27813458       2.23499990    
       30780   2.80828214       3.27813458       2.23499990    
       30840   2.80135012       3.27920175       2.23499990    
       30900   2.79470730       3.27920175       2.23499990    
       30960   2.80620003       3.28140688       2.23499990    
       31020   2.80229259       3.28140688       2.23499990    
       31080   2.80958533       3.28181148       2.23499990    
       31140   2.81765842       3.28181148       2.23499990    
       31200   2.81765842       3.27777195       2.23499990    
       31260   2.83753657       3.27777195       2.23499990    
       31320   2.84690237       3.27628088       2.23499990    
       31380   2.85678053       3.27628088       2.23499990    
       31440   2.85678053       3.28097963       2.23499990    
       31500   2.85960984       3.28097963       2.23499990    
       31560   2.87004876       3.28046298       2.23499990    
       31620   2.87573171       3.28046298       2.23499990    
       31680   2.87573171       3.28060889       2.23499990    
       31740   2.88402438       3.28060889       2.23499990    
       31800   2.89037490       3.28383160       2.23499990    
       31860   2.89897442       3.28383160       2.23499990    
       31920   2.89897442       3.28535676       2.23499990    
       31980   2.90210533       3.28535676       2.23499990    
       32040   2.90435123       3.28102612       2.23499990    
       32100   2.91208100       3.28102612       2.23499990    
       32160   2.92328954       3.27323389       2.23499990    
       32220   2.93276310       3.27323389       2.23499990    
       32280   2.93276310       3.26184297       2.76999998    
       32340   2.93792319       3.26184297       2.76999998    
       32400   2.94300008       3.25040817       2.76999998    
       32460   2.93580484       3.25040817       2.76999998    
       32520   2.92909527       3.24307060       2.76999998    
       32580   2.92909527       3.24307060       2.76999998    
       32640   2.93028569       3.24062610       2.76999998    
       32700   2.92641854       3.24062610       2.76999998    
       32760   2.92449999       3.24096441       2.76999998    
       32820   2.90002370       3.24096441       2.76999998    
       32880   2.89621425       3.24086928       2.76999998    
       32940   2.89669776       3.24086928       2.76999998    
       33000   2.88669038       3.23105240       2.76999998    
       33060   2.88340473       3.23105240       2.76999998    
       33120   2.88138103       3.22086167       2.76999998    
       33180   2.88067436       3.22086167       2.76999998    
       33240   2.87597609       3.21316719       2.76999998    
       33300   2.87533331       3.21316719       2.76999998    
       33360   2.87199998       3.20624661       2.76999998    
       33420   2.87497663       3.20624661       2.76999998    
       33480   2.86750007       3.20275688       2.76999998    
       33540   2.85652375       3.20275688       2.76999998    
       33600   2.85509515       3.19057536       2.76999998    
       33660   2.85553479       3.19057536       2.76999998    
       33720   2.84733343       3.17899084       2.76999998    
       33780   2.84407139       3.17899084       2.76999998    
       33840   2.85097623       3.17192268       2.76999998    
       33900   2.85988379       3.17192268       2.76999998    
       33960   2.85845232       3.16540241       2.76999998    
       34020   2.84997630       3.16540241       2.76999998    
       34080   2.85532570       3.15466905       2.76999998    
       34140   2.86086035       3.15466905       2.76999998    
       34200   2.86878562       3.14152622       2.76999998    
       34260   2.88830948       3.14152622       2.76999998    
       34320   2.90499997       3.13010955       2.76999998    
       34380   2.90499997       3.13010955       2.76999998    
       34440   2.91076183       3.12043476       2.76999998    
       34500   2.93504763       3.12043476       2.76999998    
       34560   2.96154761       3.11332750       2.76999998    
       34620   2.96154761       3.11332750       2.76999998    
       34680   2.98404765       3.10602951       2.76999998    
       34740   3.01442862       3.10602951       2.76999998    
       34800   3.03580952       3.09861755       2.76999998    
       34860   3.03580952       3.09861755       2.76999998    
       34920   3.06461906       3.09100866       2.76999998    
       34980   3.08242846       3.09100866       2.76999998    
       35040   3.10895228       3.08663464       2.76999998    
       35100   3.10895228       3.08663464       2.76999998    
       35160   3.13778567       3.08572197       2.76999998    
       35220   3.15888095       3.08572197       2.76999998    
       35280   3.17202377       3.08766675       2.76999998    
       35340   3.17202377       3.08766675       2.76999998    
       35400   3.20276189       3.08902574       2.76999998    
       35460   3.21011639       3.08902574       2.76999998    
       35520   3.22715902       3.08556747       2.76999998    
       35580   3.22715902       3.08556747       2.76999998    
       35640   3.24466658       3.07860303       2.76999998    
       35700   3.25230432       3.07860303       2.76999998    
       35760   3.26349998       3.07466960       2.76999998    
       35820   3.26184440       3.07466960       2.76999998    
       35880   3.26920009       3.07875657       2.48799992    
       35940   3.27808690       3.07875657       2.48799992    
       36000   3.28915215       3.08241034       2.48799992    
       36060   3.29244447       3.08241034       2.48799992    
       36120   3.31306672       3.08276105       2.48799992    
       36180   3.33211112       3.08276105       2.48799992    
       36240   3.34036946       3.08095002       2.48799992    
       36300   3.35253334       3.08095002       2.48799992    
       36360   3.38404441       3.07087874       2.48799992    
       36420   3.40089130       3.07087874       2.48799992    
       36480   3.41548896       3.06483603       2.48799992    
       36540   3.44506669       3.06483603       2.48799992    
       36600   3.47562218       3.06345177       2.48799992    
       36660   3.48017383       3.06345177       2.48799992    
       36720   3.50643468       3.06603861       2.48799992    
       36780   3.51653337       3.06603861       2.48799992    
       36840   3.55844450       3.06989217       2.48799992    
       36900   3.55844450       3.06989217       2.48799992    
       36960   3.58195567       3.07220936       2.48799992    
       37020   3.60455561       3.07220936       2.48799992    
       37080   3.61829543       3.07106495       2.48799992    
       37140   3.62544441       3.07106495       2.48799992    
       37200   3.66104436       3.07088923       2.48799992    
       37260   3.68359995       3.07088923       2.48799992    
       37320   3.70199990       3.07538128       2.48799992    
       37380   3.70320010       3.07538128       2.48799992    
       37440   3.70264435       3.08164978       2.48799992    
       37500   3.72457767       3.08164978       2.48799992    
       37560   3.73572731       3.08397651       2.48799992    
       37620   3.74740005       3.08397651       2.48799992    
       37680   3.77762222       3.08484769       2.48799992    
